"Name","BD","Pos","Team","GP","EVG","EVA","EVPTS","EVPTS/G","EVPTS%"
"Nathan Robinson",1981-12-31,"C","Belleville Bulls",67,34,37,71,1.06,65
"Patrick O'Sullivan",1985-02-01,"C","Mississauga IceDogs",68,28,37,65,0.96,71
"Darryl Bootland",1981-11-02,"RW","Toronto St. Michael's Majors",61,31,32,63,1.03,65
"Mike Renzi",1981-07-18,"C","Belleville Bulls",68,21,41,62,0.91,57
"Greg Chambers",1982-11-14,"RW","Peterborough Petes",67,31,28,59,0.88,66
"Matt Ellis",1981-08-31,"LW","Toronto St. Michael's Majors",66,22,37,59,0.89,66
"Miguel Delisle",1982-04-06,"C","Ottawa 67's",67,32,27,59,0.88,62
"Dusty Jamieson",1981-05-26,"LW","Sarnia Sting",68,26,32,58,0.85,60
"Matthew Stajan",1983-12-19,"LW","Belleville Bulls",68,21,36,57,0.84,67
"Jason Spezza",1983-06-13,"C","Belleville Bulls",53,20,35,55,1.04,52
"Zenon Konopka",1981-01-02,"C","Ottawa 67's",61,14,41,55,0.9,64
"Cory Pecker",1981-03-20,"RW","Erie Otters",56,31,21,52,0.93,53
"Eric Himelfarb",1983-01-01,"C","Sarnia Sting",67,22,30,52,0.78,63
"Kris Newbury",1982-02-19,"C","Sarnia Sting",66,23,29,52,0.79,50
"Steve Ott",1982-08-19,"C","Windsor Spitfires",53,25,24,49,0.92,56
"Brent Kelly",1981-12-01,"C","Sault Ste. Marie Greyhounds",67,28,20,48,0.72,69
"Greg Jacina",1982-05-22,"C","Mississauga IceDogs",61,22,26,48,0.79,64
"Adam Paiement",1982-03-31,"RW","Belleville Bulls",61,23,24,47,0.77,73
"Chris Minard",1981-11-18,"C","Oshawa Generals",67,25,22,47,0.7,66
"Jamie Johnson",1982-01-23,"C","Oshawa Generals",68,12,35,47,0.69,60
"Stephen Weiss",1983-04-03,"C","Plymouth Whalers",46,20,26,46,1,66
"Martin St. Pierre",1983-08-11,"C","Guelph Storm",66,14,31,45,0.68,53
"Adam Henrich",1984-01-19,"LW","Brampton Battalion",66,23,21,44,0.67,70
"Brad Self",1981-02-27,"C","Peterborough Petes",68,18,26,44,0.65,60
"Corey Perry",1985-05-16,"RW","London Knights",60,20,23,43,0.72,73
"Gregory Campbell",1983-12-17,"C","Plymouth Whalers",65,11,32,43,0.66,81
"Brandon Cullen",1981-03-05,"RW","Erie Otters",59,18,24,42,0.71,76
"Dustin Brown",1984-11-04,"RW","Guelph Storm",63,24,18,42,0.67,58
"Igor Radulov",1982-08-23,"RW","Mississauga IceDogs",62,25,17,42,0.68,67
"Kyle Wellwood",1983-05-16,"C","Windsor Spitfires",54,20,22,42,0.78,56
"Daniel Sisca",1983-06-16,"C","Mississauga IceDogs",53,17,24,41,0.77,69
"Matt Passfield",1982-05-08,"RW","Owen Sound Attack",63,16,25,41,0.65,68
"Shawn Snider",1981-02-01,"C","Sudbury Wolves",57,14,27,41,0.72,69
"Brad Boyes",1982-04-17,"C","Erie Otters",47,20,20,40,0.85,52
"Chad LaRose",1982-03-27,"RW","Plymouth Whalers",53,20,20,40,0.75,68
"Kristopher Vernarsky",1982-04-05,"LW","Plymouth Whalers",59,14,26,40,0.68,73
"Mike Stathopoulos",1982-07-12,"C","London Knights",68,15,25,40,0.59,44
"Petr Taticek",1983-09-22,"C","Sault Ste. Marie Greyhounds",60,14,26,40,0.67,63
"Nathan Horton",1985-05-02,"C","Oshawa Generals",64,20,19,39,0.61,58
"Damian Surma",1981-01-22,"LW","Plymouth Whalers",55,20,18,38,0.69,69
"Jay McClement",1983-03-02,"C","Brampton Battalion",61,17,21,38,0.62,69
"Daniel Paille",1984-04-15,"C","Guelph Storm",62,21,16,37,0.6,65
"Jeff Richards",1981-09-17,"LW","Sault Ste. Marie Greyhounds",59,17,20,37,0.63,59
"Luc Chiasson",1982-10-08,"LW","Guelph Storm",67,14,23,37,0.55,64
"Mike Wehrstedt",1982-05-28,"RW","Mississauga IceDogs",60,15,22,37,0.62,79
"Eric Staal",1984-10-29,"C","Peterborough Petes",56,12,24,36,0.64,58
"John Kozoriz",1981-03-16,"C","Mississauga IceDogs",61,14,22,36,0.59,77
"Kurt MacSweyn",1981-01-19,"LW","Brampton Battalion",53,16,20,36,0.68,75
"Rob Hennigar",1983-04-04,"C","Windsor Spitfires",67,13,23,36,0.54,77
"Scott Dobben",1983-04-10,"LW","Erie Otters",68,17,19,36,0.53,57
"Bobby Chaumont",1984-11-21,"RW","Sudbury Wolves",68,19,16,35,0.51,70
"Chris Rowan",1982-07-12,"LW","Brampton Battalion",63,13,22,35,0.56,81
"Derek Roy",1983-05-04,"C","Kitchener Rangers",62,22,13,35,0.56,39
