"Name","BD","Pos","Team","GP","EVG","EVA","EVPTS","EVPTS/G","EVPTS%"
"Ben Jones",1999-02-26,"C","Niagara IceDogs",10,3,4,7,0.7,58
"Hayden Verbeek",1997-10-17,"C","Sault Ste. Marie Greyhounds",11,4,3,7,0.64,100
"Jonathan Ang",1998-01-31,"C","Sarnia Sting",12,1,6,7,0.58,78
"Justin Lemcke",1997-02-13,"D","Hamilton Bulldogs",21,2,5,7,0.33,100
"Michael McLeod",1998-02-03,"C","Mississauga Steelheads",6,5,2,7,1.17,70
"Nicolas Mattinen",1998-03-05,"D","Hamilton Bulldogs",21,1,6,7,0.33,100
"Rasmus Sandin",2000-03-07,"D","Sault Ste. Marie Greyhounds",24,0,7,7,0.29,54
"Rickard Hugg",1999-01-18,"C","Kitchener Rangers",19,2,5,7,0.37,78
"Sam Miletic",1997-05-04,"LW","Niagara IceDogs",10,1,6,7,0.7,58
"Zachary Magwood",1998-04-22,"C","Barrie Colts",12,4,3,7,0.58,70
"Aidan Dudas",2000-06-15,"C","Owen Sound Attack",11,3,3,6,0.55,86
"Andrei Svechnikov",2000-03-26,"RW","Barrie Colts",8,3,3,6,0.75,55
"Arthur Kaliyev",2001-06-26,"RW","Hamilton Bulldogs",21,1,5,6,0.29,55
"Conor Timmins",1998-09-18,"D","Sault Ste. Marie Greyhounds",23,2,4,6,0.26,33
"Greg Meireles",1999-01-01,"RW","Kitchener Rangers",19,3,3,6,0.32,100
"Jonathan Yantsis",1999-04-28,"RW","Kitchener Rangers",19,4,2,6,0.32,100
"Jordan Ernst",1997-06-18,"LW","Sarnia Sting",12,2,4,6,0.5,100
"Justin Brazeau",1998-02-02,"RW","North Bay Battalion",5,4,2,6,1.2,86
"Liam Hawel",1999-04-18,"C","Guelph Storm",6,3,3,6,1,100
"Maksim Sushko",1999-02-10,"LW","Owen Sound Attack",10,2,4,6,0.6,100
"Matt Hotchkiss",1998-02-06,"LW","Kingston Frontenacs",16,2,4,6,0.38,86
"Matthew Philip",1999-05-31,"LW","Niagara IceDogs",10,2,4,6,0.6,75
"Noah Carroll",1997-12-02,"D","Sault Ste. Marie Greyhounds",24,3,3,6,0.25,100
"Will Bitten",1998-07-10,"RW","Hamilton Bulldogs",21,3,3,6,0.29,55
"Akil Thomas",2000-01-02,"C","Niagara IceDogs",10,3,2,5,0.5,45
"Cole Purboo",1999-06-18,"RW","Windsor Spitfires",6,4,1,5,0.83,100
"Connor Walters",1997-06-05,"D","Hamilton Bulldogs",21,1,4,5,0.24,83
"Franco Sproviero",1998-08-05,"C","Sarnia Sting",12,3,2,5,0.42,71
"Jack York",2000-09-17,"D","Kitchener Rangers",19,2,3,5,0.26,83
"Kevin Hancock",1998-03-02,"C","Owen Sound Attack",11,1,4,5,0.45,33
"Luke Burghardt",1998-05-12,"LW","North Bay Battalion",4,3,2,5,1.25,100
"Matthew Struthers",1999-12-26,"C","North Bay Battalion",5,1,4,5,1,83
"Nick Suzuki",1999-08-10,"C","Owen Sound Attack",11,1,4,5,0.45,42
"Tyler Tucker",2000-03-01,"D","Barrie Colts",12,3,2,5,0.42,83
"Cole Carter",1998-07-06,"RW","Mississauga Steelheads",6,2,2,4,0.67,80
"Daniel D'Amico",2001-01-26,"C","Windsor Spitfires",6,1,3,4,0.67,100
"Drew Hunter",1999-02-06,"D","Niagara IceDogs",10,2,2,4,0.4,80
"Jacob Friend",1997-07-28,"D","Owen Sound Attack",11,1,3,4,0.36,67
"Jacob Paquette",1999-05-26,"D","Kingston Frontenacs",16,1,3,4,0.25,100
"Jake Henderson",1997-02-12,"RW","North Bay Battalion",5,2,2,4,0.8,100
"Jason Willms",1999-02-08,"C","Barrie Colts",12,2,2,4,0.33,67
"Jesse Saban",1997-01-14,"D","North Bay Battalion",5,0,4,4,0.8,100
"Joe Carroll",2001-02-01,"LW","Sault Ste. Marie Greyhounds",24,1,3,4,0.17,100
"Joey Keane",1999-07-02,"D","Barrie Colts",12,0,4,4,0.33,57
"Kirill Maksimov",1999-06-01,"RW","Niagara IceDogs",10,2,2,4,0.4,40
"Mark Shoemaker",1997-09-28,"D","Guelph Storm",6,0,4,4,0.67,100
"Max Jones",1998-02-17,"LW","Kingston Frontenacs",9,3,1,4,0.44,100
"Owen Tippett",1999-02-16,"RW","Mississauga Steelheads",6,3,1,4,0.67,80
"Ryan Cranford",1998-04-09,"RW","Kingston Frontenacs",16,4,0,4,0.25,100
"Ryan Roth",2000-07-20,"RW","Sault Ste. Marie Greyhounds",24,1,3,4,0.17,100
"Sasha Chmelevski",1999-06-09,"C","Ottawa 67's",5,1,3,4,0.8,80
"Ted Nichol",1997-01-04,"C","Kingston Frontenacs",16,2,2,4,0.25,67
"Theo Calvas",1998-08-06,"D","Sarnia Sting",12,1,3,4,0.33,80
"Adam Liška",1999-10-14,"C","Kitchener Rangers",19,0,3,3,0.16,100
"Adam McMaster",2000-02-24,"LW","North Bay Battalion",5,0,3,3,0.6,60
"Adam Ruzicka",1999-05-11,"C","Sarnia Sting",12,0,3,3,0.25,100
"Austin McEneny",1997-04-10,"D","Kitchener Rangers",12,1,2,3,0.25,75
"Bradey Johnson",1999-12-24,"RW","Niagara IceDogs",10,2,1,3,0.3,100
"Cam Dineen",1998-06-19,"D","Sarnia Sting",12,1,2,3,0.25,75
"Cam Hillis",2000-06-24,"C","Guelph Storm",6,1,2,3,0.5,100
"Curtis Douglas",2000-03-06,"C","Windsor Spitfires",6,1,2,3,0.5,75
"Domenico Commisso",1998-02-19,"C","Oshawa Generals",5,1,2,3,0.6,100
"Isaac Ratcliffe",1999-02-15,"LW","Guelph Storm",6,3,0,3,0.5,33
"Jacob LeGuerrier",2000-11-22,"D","Sault Ste. Marie Greyhounds",20,2,1,3,0.15,100
"Jaden Peca",1999-05-18,"RW","Barrie Colts",12,2,1,3,0.25,75
"Jonah Gadjovich",1998-10-12,"LW","Owen Sound Attack",9,2,1,3,0.33,75
"Keegan Stevenson",2000-12-31,"RW","Guelph Storm",6,1,2,3,0.5,100
"Kyle Gentles",1998-05-30,"D","Kitchener Rangers",19,0,3,3,0.16,100
"Kyle MacLean",1999-04-29,"C","Oshawa Generals",5,3,0,3,0.6,100
"Mitch Eliot",1998-02-06,"D","Sarnia Sting",12,0,3,3,0.25,100
"Noel Hoefenmayer",1999-01-06,"D","Ottawa 67's",5,1,2,3,0.6,43
"Ryan Suzuki",2001-05-28,"C","Barrie Colts",12,1,2,3,0.25,75
"TJ Fergus",1997-03-25,"D","Barrie Colts",12,0,3,3,0.25,50
"Trenton Bourque",1998-06-11,"D","Owen Sound Attack",10,1,2,3,0.3,100
"Tye Felhaber",1998-08-05,"RW","Ottawa 67's",5,2,1,3,0.6,75
"Tyler Burnie",1999-02-09,"C","Kingston Frontenacs",16,0,3,3,0.19,100
"William Lochead",1998-03-30,"D","Niagara IceDogs",10,1,2,3,0.3,100
"Zach Poirier",1998-05-12,"RW","Guelph Storm",6,2,1,3,0.5,100
"Zach Shankar",1997-01-28,"D","Windsor Spitfires",6,2,1,3,0.5,100
"Albert Michnac",1998-10-18,"C","Mississauga Steelheads",5,0,2,2,0.4,100
"Alex Di Carlo",1997-03-25,"D","Oshawa Generals",4,1,1,2,0.5,67
"Alex Formenton",1999-09-13,"LW","London Knights",4,1,1,2,0.5,29
"Allan McShane",2000-02-14,"LW","Oshawa Generals",5,0,2,2,0.4,67
"Andrew Bruder",2000-08-16,"C","Niagara IceDogs",6,1,1,2,0.33,100
"Anthony Salinitri",1998-03-05,"LW","Sarnia Sting",3,2,0,2,0.67,100
"Ben Hawerchuk",1998-03-27,"LW","Barrie Colts",11,0,2,2,0.18,100
"Blade Jenkins",2000-08-11,"LW","Saginaw Spirit",4,0,2,2,0.5,67
"Cade Robinson",1999-10-22,"RW","Owen Sound Attack",4,1,1,2,0.5,100
"Cedric Ralph",1999-01-21,"LW","Guelph Storm",6,1,1,2,0.33,100
"Chase Campbell",1998-06-24,"RW","Owen Sound Attack",11,0,2,2,0.18,100
"Chris Playfair",2000-05-31,"LW","Windsor Spitfires",6,0,2,2,0.33,67
"Cole Coskey",1999-06-01,"RW","Saginaw Spirit",4,2,0,2,0.5,100
"Connor Corcoran",2000-08-07,"D","Windsor Spitfires",6,1,1,2,0.33,67
"DJ Busdeker",1999-09-25,"RW","Saginaw Spirit",4,2,0,2,0.5,100
"Eemeli Rasanen",1999-03-06,"D","Kingston Frontenacs",16,1,1,2,0.12,33
"Elijah Roberts",1999-01-23,"D","Niagara IceDogs",10,0,2,2,0.2,50
"Ian McKinnon",1998-03-05,"C","Mississauga Steelheads",5,0,2,2,0.4,100
"Igor Larionov",1998-08-24,"RW","Windsor Spitfires",4,0,2,2,0.5,67
"Jack Hanley",1998-04-20,"D","Hamilton Bulldogs",21,0,2,2,0.1,67
"Jack Studnicka",1999-02-18,"C","Oshawa Generals",5,0,2,2,0.4,40
"Jake Goldowski",2000-05-07,"RW","Saginaw Spirit",4,0,2,2,0.5,100
"Jake Smith",1997-07-03,"RW","Windsor Spitfires",6,2,0,2,0.33,67
"Johnny Corneil",1997-08-16,"LW","Niagara IceDogs",10,1,1,2,0.2,50
"Justin MacPherson",2000-06-23,"D","Niagara IceDogs",10,2,0,2,0.2,100
"Kyle Potts",1998-05-26,"C","North Bay Battalion",5,2,0,2,0.4,100
"Lev Starikov",2000-09-17,"D","Windsor Spitfires",6,0,2,2,0.33,100
"Luke Boka",1999-06-12,"RW","Windsor Spitfires",6,1,1,2,0.33,67
"Mason Primeau",2001-07-28,"C","Guelph Storm",6,0,2,2,0.33,100
"Max Grondin",2000-07-04,"C","Saginaw Spirit",4,0,2,2,0.5,67
"Michael Pezzetta",1998-03-13,"LW","Sarnia Sting",12,1,1,2,0.17,100
"Mitchell Hoelscher",2000-01-27,"C","Ottawa 67's",5,1,1,2,0.4,100
"Nate Schnarr",1999-02-25,"RW","Guelph Storm",6,1,1,2,0.33,33
"Nicholas Porco",2001-03-12,"LW","Saginaw Spirit",4,1,1,2,0.5,100
"Nick Grima",1999-03-07,"D","Sarnia Sting",8,0,2,2,0.25,100
"Nicolas Hague",1998-12-05,"D","Mississauga Steelheads",6,0,2,2,0.33,50
"Riley Bruce",1997-07-16,"D","North Bay Battalion",5,0,2,2,0.4,67
"Ryan McLeod",1999-09-21,"C","Mississauga Steelheads",6,1,1,2,0.33,40
"Ryan Merkley",2000-08-14,"D","Guelph Storm",6,0,2,2,0.33,33
"Sergey Popov",2000-03-27,"LW","London Knights",4,1,1,2,0.5,100
"Shaw Boomhower",1998-10-31,"LW","Ottawa 67's",5,2,0,2,0.4,100
"Thomas Harley",2001-08-19,"D","Mississauga Steelheads",6,0,2,2,0.33,100
"Thomas Stevenson",1999-10-14,"D","Windsor Spitfires",6,0,2,2,0.33,100
"Travis Barron",1998-08-17,"LW","Ottawa 67's",5,1,1,2,0.4,40
"Trent Fox",1997-07-16,"LW","Mississauga Steelheads",6,0,2,2,0.33,40
"William Ennis",2000-05-31,"D","Oshawa Generals",5,0,2,2,0.4,100
"William Sirman",1999-11-03,"C","Windsor Spitfires",6,2,0,2,0.33,100
"Adam Thilander",1998-09-18,"D","North Bay Battalion",5,0,1,1,0.2,100
"Adam Varga",2001-06-07,"RW","Mississauga Steelheads",6,1,0,1,0.17,100
"Adrian Carbonara",1997-03-12,"RW","Niagara IceDogs",9,1,0,1,0.11,100
"Aidan Prueter",2001-12-21,"C","Saginaw Spirit",4,0,1,1,0.25,100
"Alex Turko",1999-01-07,"C","London Knights",4,0,1,1,0.25,100
"Alexey Toropchenko",1999-06-25,"RW","Guelph Storm",6,0,1,1,0.17,50
"Andrew Perrott",2001-08-24,"D","London Knights",4,0,1,1,0.25,100
"Anthony DeMeo",1999-06-16,"D","Sault Ste. Marie Greyhounds",12,0,1,1,0.08,100
"Austen Keating",1999-03-07,"C","Ottawa 67's",5,0,1,1,0.2,100
"Barret Kirwin",2000-02-18,"C","Guelph Storm",6,1,0,1,0.17,100
"Brad Chenier",1999-01-20,"LW","North Bay Battalion",4,0,1,1,0.25,33
"Braden Henderson",2000-05-14,"D","North Bay Battalion",5,0,1,1,0.2,100
"Brady Lyle",1999-06-06,"D","Owen Sound Attack",11,0,1,1,0.09,33
"Brandon Coe",2001-12-01,"RW","North Bay Battalion",3,1,0,1,0.33,100
"Brayden Guy",2001-03-03,"LW","Sarnia Sting",10,1,0,1,0.1,100
"Brendan Harrogate",1998-02-13,"RW","Oshawa Generals",5,1,0,1,0.2,100
"Carter Robertson",2000-01-15,"D","Ottawa 67's",5,0,1,1,0.2,100
"Cedric Schiemenz",1999-03-01,"C","Windsor Spitfires",3,0,1,1,0.33,100
"Cole Cameron",1998-05-09,"D","Owen Sound Attack",11,0,1,1,0.09,100
"Cole MacKay",2001-06-13,"RW","Sault Ste. Marie Greyhounds",17,1,0,1,0.06,100
"Cole Schwindt",2001-04-25,"RW","Mississauga Steelheads",6,0,1,1,0.17,100
"Cole Tymkin",1999-04-05,"RW","London Knights",4,0,1,1,0.25,33
"Connor Schlichting",1997-05-17,"D","Sarnia Sting",12,1,0,1,0.08,100
"Curtis Egert",1999-02-04,"LW","Sarnia Sting",5,0,1,1,0.2,100
"Damien Giroux",2000-03-03,"C","Saginaw Spirit",4,0,1,1,0.25,100
"Daniel Walker",1999-05-18,"LW","North Bay Battalion",3,0,1,1,0.33,100
"Danny Katic",2000-08-04,"LW","Saginaw Spirit",4,1,0,1,0.25,100
"Daylon Groulx",2000-06-07,"RW","Owen Sound Attack",9,0,1,1,0.11,100
"Dmitri Samorukov",1999-06-16,"D","Guelph Storm",6,0,1,1,0.17,50
"Evan Bouchard",1999-10-20,"D","London Knights",4,0,1,1,0.25,20
"Garrett McFadden",1997-08-21,"D","Guelph Storm",6,1,0,1,0.17,33
"Grayson Ladd",2001-03-01,"D","Windsor Spitfires",6,0,1,1,0.17,100
"Hayden Davis",1999-07-21,"D","Saginaw Spirit",4,0,1,1,0.25,100
"Hayden McCool",1997-04-11,"LW","Oshawa Generals",5,0,1,1,0.2,50
"Hudson Wilson",1999-05-03,"D","Ottawa 67's",5,0,1,1,0.2,100
"Ian Blacker",1999-05-27,"D","Oshawa Generals",5,0,1,1,0.2,100
"Jackson Doherty",2000-08-22,"LW","Owen Sound Attack",11,0,1,1,0.09,100
"Jacob Cascagnette",1997-03-22,"C","Ottawa 67's",5,0,1,1,0.2,100
"Jacob Golden",1999-03-20,"D","London Knights",4,1,0,1,0.25,100
"Jakob Brahaney",1999-03-26,"D","Kingston Frontenacs",16,0,1,1,0.06,25
"Jamieson Rees",2001-02-26,"C","Sarnia Sting",6,0,1,1,0.17,100
"Johnathon Schaefer",1998-04-04,"D","Niagara IceDogs",4,0,1,1,0.25,100
"Justin Murray",1998-08-22,"D","Barrie Colts",12,1,0,1,0.08,33
"Justin Pringle",2000-03-08,"LW","Kingston Frontenacs",12,1,0,1,0.08,100
"Keean Washkurak",2001-08-16,"C","Mississauga Steelheads",6,1,0,1,0.17,100
"Kelton Hatcher",1999-04-19,"D","Sarnia Sting",12,0,1,1,0.08,100
"Kenny Huether",1997-08-06,"RW","Oshawa Generals",5,1,0,1,0.2,50
"Kyle Heitzner",1999-07-17,"C","Barrie Colts",11,0,1,1,0.09,100
"Liam Foudy",2000-02-04,"C","London Knights",4,1,0,1,0.25,50
"Luke Bignell",2000-11-03,"C","Barrie Colts",12,1,0,1,0.08,100
"Mark Woolley",2001-11-26,"D","Guelph Storm",6,0,1,1,0.17,100
"Markus Phillips",1999-03-21,"D","Owen Sound Attack",10,0,1,1,0.1,33
"Mathieu Foget",1997-03-06,"RW","Mississauga Steelheads",2,1,0,1,0.5,100
"Mitchell Byrne",1998-03-04,"D","Kingston Frontenacs",16,0,1,1,0.06,100
"Mitchell Russell",2001-03-06,"C","Owen Sound Attack",11,0,1,1,0.09,100
"Nathan Allensen",2001-05-03,"D","Barrie Colts",12,0,1,1,0.08,100
"Nathan Dunkley",2000-03-05,"LW","London Knights",4,0,1,1,0.25,100
"Nikita Okhotyuk",2000-12-04,"D","Ottawa 67's",5,0,1,1,0.2,100
"Oliver True",2000-05-04,"RW","Ottawa 67's",3,0,1,1,0.33,100
"Reilly Webb",1999-05-04,"D","Saginaw Spirit",4,0,1,1,0.25,100
"Renars Krastenbergs",1998-12-26,"LW","Oshawa Generals",3,1,0,1,0.33,100
"Rhys Forhan",2000-01-17,"C","North Bay Battalion",4,1,0,1,0.25,100
"Richard Whittaker",2000-04-08,"LW","London Knights",4,1,0,1,0.25,100
"Sam Field",1998-02-04,"RW","Kingston Frontenacs",15,1,0,1,0.07,100
"Sam Rhodes",2000-02-19,"C","Barrie Colts",12,0,1,1,0.08,100
"Sean Allen",1998-04-21,"D","Oshawa Generals",5,0,1,1,0.2,100
"Serron Noel",2000-08-08,"RW","Oshawa Generals",5,0,1,1,0.2,100
"Shane Collins",1997-02-20,"D","London Knights",4,0,1,1,0.25,100
"Stephen Gibson",1997-03-03,"D","Mississauga Steelheads",6,0,1,1,0.17,100
"Aidan Brown",1999-09-23,"RW","Barrie Colts",1,0,0,0,0,NA
"Alec Regula",2000-08-06,"D","London Knights",4,0,0,0,0,NA
"Alexandre Hogue",2001-02-14,"D","Sarnia Sting",3,0,0,0,0,NA
"Andy Baker",1999-05-15,"RW","North Bay Battalion",5,0,0,0,0,NA
"Anthony Aguanno",2001-03-18,"D","Guelph Storm",4,0,0,0,0,NA
"Ben Garagan",1999-01-06,"C","Hamilton Bulldogs",21,0,0,0,0,NA
"Billy Moskal",2000-03-22,"C","London Knights",4,0,0,0,0,NA
"Brett Jacklin",2000-02-21,"RW","Sault Ste. Marie Greyhounds",11,0,0,0,0,NA
"Bryan Laureigh",2000-06-16,"LW","Kingston Frontenacs",1,0,0,0,0,NA
"Caleb Everett",2000-01-20,"D","Saginaw Spirit",4,0,0,0,0,NA
"Carter Tresoor",2001-02-15,"C","Kitchener Rangers",1,0,0,0,0,NA
"Christopher Cameron",1999-05-29,"D","Barrie Colts",12,0,0,0,0,NA
"Cody Morgan",2001-02-01,"C","Windsor Spitfires",5,0,0,0,0,NA
"Colton Kammerer",2001-10-21,"D","Sarnia Sting",1,0,0,0,0,NA
"Connor McMichael",2001-01-15,"C","London Knights",4,0,0,0,0,NA
"Conor Ali",1999-03-09,"D","Kingston Frontenacs",15,0,0,0,0,NA
"Dalton Duhart",2001-01-18,"LW","London Knights",4,0,0,0,0,NA
"Danil Antropov",2000-12-20,"LW","Oshawa Generals",5,0,0,0,0,0
"Duncan Penman",2001-07-05,"D","Saginaw Spirit",4,0,0,0,0,NA
"Emmett Gordon",2000-01-31,"D","Kingston Frontenacs",2,0,0,0,0,NA
"Eric Allair",1999-07-01,"D","North Bay Battalion",1,0,0,0,0,NA
"Eric Henderson",1998-04-23,"LW","Oshawa Generals",5,0,0,0,0,NA
"Graeme Clarke",2001-04-24,"RW","Ottawa 67's",5,0,0,0,0,NA
"Holden Wale",2000-07-28,"D","Sault Ste. Marie Greyhounds",6,0,0,0,0,NA
"Igor Chibrikov",2001-11-30,"D","Owen Sound Attack",2,0,0,0,0,NA
"Isaac Walker",2000-03-16,"D","Mississauga Steelheads",6,0,0,0,0,NA
"Jack Quinn",2001-09-19,"RW","Ottawa 67's",2,0,0,0,0,NA
"James McEwan",1997-03-15,"LW","Guelph Storm",6,0,0,0,0,NA
"Joseph Rupoli",2000-05-24,"D","Oshawa Generals",1,0,0,0,0,NA
"Josh Nelson",1999-05-27,"C","London Knights",4,0,0,0,0,NA
"Keaton Middleton",1998-02-10,"D","Saginaw Spirit",4,0,0,0,0,NA
"Kevin Bahl",2000-06-27,"D","Ottawa 67's",5,0,0,0,0,NA
"Kody Clark",1999-10-13,"RW","Ottawa 67's",5,0,0,0,0,NA
"Kyle Langdon",1998-08-26,"C","Niagara IceDogs",4,0,0,0,0,NA
"Liam Murray",1997-06-28,"D","Kingston Frontenacs",9,0,0,0,0,NA
"Liam Van Loon",2001-08-17,"LW","Hamilton Bulldogs",1,0,0,0,0,NA
"Louka Henault",2001-01-31,"D","Windsor Spitfires",3,0,0,0,0,NA
"Luke Kutkevicius",1998-03-25,"C","Windsor Spitfires",6,0,0,0,0,NA
"Luke Moncada",2000-05-29,"C","North Bay Battalion",5,0,0,0,0,NA
"Marcus Crawford",1997-03-21,"D","Saginaw Spirit",4,0,0,0,0,NA
"Marino Moro",2000-02-03,"LW","Owen Sound Attack",1,0,0,0,0,NA
"Mathew MacDougall",2000-01-23,"LW","Windsor Spitfires",6,0,0,0,0,NA
"Matt Brassard",1998-08-08,"D","Oshawa Generals",5,0,0,0,0,0
"Merrick Rippon",2000-04-27,"D","Ottawa 67's",5,0,0,0,0,NA
"Michael Little",2000-02-21,"LW","Mississauga Steelheads",6,0,0,0,0,NA
"Mike Petizian",2001-02-20,"LW","Kitchener Rangers",7,0,0,0,0,NA
"Mitchell Brewer",2001-03-20,"D","Oshawa Generals",1,0,0,0,0,NA
"Mitchell Hewitson",2000-05-11,"LW","Oshawa Generals",1,0,0,0,0,NA
"Nathan Staios",2001-05-17,"D","Windsor Spitfires",3,0,0,0,0,NA
"Nicholas Canade",2000-03-07,"LW","Mississauga Steelheads",6,0,0,0,0,NA
"Nick King",1999-01-13,"D","North Bay Battalion",5,0,0,0,0,0
"Nick Wong",2001-09-17,"RW","Oshawa Generals",5,0,0,0,0,NA
"Nico Gross",2000-01-26,"D","Oshawa Generals",5,0,0,0,0,NA
"Owen Burnell",1998-08-24,"C","Hamilton Bulldogs",4,0,0,0,0,NA
"Patrick Brown",2000-03-21,"RW","North Bay Battalion",5,0,0,0,0,NA
"Paul Larabie",2000-01-28,"C","Kingston Frontenacs",2,0,0,0,0,NA
"Quinn Yule",2000-01-06,"LW","Ottawa 67's",5,0,0,0,0,NA
"Reagan O'Grady",1998-12-15,"D","Mississauga Steelheads",6,0,0,0,0,NA
"Riley Coome",1999-07-07,"D","London Knights",4,0,0,0,0,NA
"Ryan Stepien",2001-09-19,"RW","Saginaw Spirit",4,0,0,0,0,NA
"Ryan Wells",1999-08-18,"D","Mississauga Steelheads",6,0,0,0,0,NA
"Sam Bitten",2000-03-21,"C","Ottawa 67's",5,0,0,0,0,0
"Simon Rose",2001-03-23,"D","North Bay Battalion",1,0,0,0,0,NA
"Travis Mailhot",2000-01-17,"D","North Bay Battalion",5,0,0,0,0,NA
"Tyler Angle",2000-09-30,"C","Windsor Spitfires",6,0,0,0,0,0
"Tyler Rollo",1997-07-30,"C","London Knights",4,0,0,0,0,0
"Victor Hadfield",2000-09-21,"D","Barrie Colts",5,0,0,0,0,NA
"Zachary Jackson",1999-01-11,"LW","Hamilton Bulldogs",17,0,0,0,0,NA
"Zack Trott",2000-05-10,"LW","Sault Ste. Marie Greyhounds",22,0,0,0,0,NA
