"Name","BD","Pos","Team","GP","EVG","EVA","EVPTS","EVPTS/G","EVPTS%"
"Chris Stewart",1987-10-30,"RW","Kingston Frontenacs",62,22,35,57,0.92,66
"Cory Emmerton",1988-06-01,"C","Kingston Frontenacs",66,15,41,56,0.85,62
"Ryan McDonough",1988-01-02,"C","Saginaw Spirit",68,22,31,53,0.78,60
"Bryan Bickell",1986-03-09,"LW","Windsor Spitfires",67,29,22,51,0.76,61
"Peter Tsimikalis",1986-01-10,"C","Oshawa Generals",64,15,36,51,0.8,52
"Radek Smolenak",1986-12-03,"RW","Kingston Frontenacs",65,28,22,50,0.77,60
"Cal O'Reilly",1986-09-30,"C","Windsor Spitfires",68,13,36,49,0.72,49
"Ryan Callahan",1985-03-21,"RW","Guelph Storm",62,26,22,48,0.77,57
"John Hughes",1988-01-06,"C","Belleville Bulls",66,20,26,46,0.7,56
"Justin Donati",1986-10-17,"C","Toronto St. Michael's Majors",62,18,28,46,0.74,42
"Wojtek Wolski",1986-02-24,"LW","Brampton Battalion",56,11,35,46,0.82,36
"Chris Hulit",1985-01-15,"RW","Ottawa 67's",67,19,26,45,0.67,54
"Michal Birner",1986-03-02,"RW","Saginaw Spirit",60,20,23,43,0.72,51
"Tyler Donati",1986-10-17,"LW","Toronto St. Michael's Majors",68,25,18,43,0.63,60
"Bobby Hughes",1987-11-11,"C","Kingston Frontenacs",56,22,20,42,0.75,56
"John Tavares",1990-09-20,"C","Oshawa Generals",65,29,13,42,0.65,55
"Todd Griffith",1985-01-27,"LW","Kingston Frontenacs",55,21,21,42,0.76,74
"Rob Schremp",1986-07-01,"C","London Knights",57,19,22,41,0.72,28
"Peder Skinner",1986-07-11,"C","Kingston Frontenacs",44,14,26,40,0.91,73
"Michael Blunden",1986-12-15,"RW","Erie Otters",60,18,21,39,0.65,46
"Cory Vitarelli",1985-06-30,"LW","Toronto St. Michael's Majors",65,21,17,38,0.58,49
"David Bolland",1986-06-05,"RW","London Knights",59,20,18,38,0.64,29
"Ryan O'Marra",1987-06-09,"C","Erie Otters",61,17,21,38,0.62,49
"Bobby Ryan",1987-03-17,"RW","Owen Sound Attack",59,19,18,37,0.63,39
"Julian Talbot",1985-03-24,"C","Ottawa 67's",65,13,24,37,0.57,48
"Matt D'Agostini",1986-10-23,"RW","Guelph Storm",66,17,20,37,0.56,47
"Patrick Davis",1986-12-28,"LW","Windsor Spitfires",60,17,20,37,0.62,54
"Richard Clune",1987-04-25,"LW","Sarnia Sting",61,13,24,37,0.61,71
"Bryan Little",1987-11-12,"C","Barrie Colts",64,16,20,36,0.56,33
"Dylan Hunter",1985-05-21,"LW","London Knights",62,11,25,36,0.58,31
"Ryan Hamilton",1985-04-15,"LW","Barrie Colts",63,21,15,36,0.57,50
"Tyler Haskins",1986-05-26,"C","Toronto St. Michael's Majors",56,13,23,36,0.64,48
"Jamie McGinn",1988-08-05,"LW","Ottawa 67's",65,16,19,35,0.54,61
"Logan Couture",1989-03-28,"C","Ottawa 67's",65,10,25,35,0.54,55
"Aaron Snow",1988-05-20,"LW","Brampton Battalion",68,15,19,34,0.5,50
"Daniel Ryder",1987-01-12,"C","Peterborough Petes",65,20,14,34,0.52,41
"Luch Aquino",1985-01-26,"RW","Brampton Battalion",32,13,21,34,1.06,47
"Tyler Kennedy",1986-07-15,"C","Sault Ste. Marie Greyhounds",64,15,19,34,0.53,49
"Evan Brophey",1986-12-03,"C","Plymouth Whalers",62,12,21,33,0.53,54
"Nick Foligno",1987-10-31,"C","Sudbury Wolves",65,11,22,33,0.51,47
"Adam Berti",1986-07-01,"LW","Erie Otters",62,19,13,32,0.52,51
"Cal Clutterbuck",1987-11-18,"","Toronto St. Michael's Majors",66,14,18,32,0.48,47
"Jordan Morrison",1986-06-06,"C","Peterborough Petes",67,15,17,32,0.48,47
"Adam Perry",1987-01-12,"LW","London Knights",68,10,21,31,0.46,42
"Benoit Pouliot",1986-09-29,"LW","Sudbury Wolves",51,19,12,31,0.61,48
"Evan McGrath",1986-01-14,"C","Kitchener Rangers",67,12,19,31,0.46,27
"Paul McFarland",1985-12-06,"LW","Windsor Spitfires",65,20,11,31,0.48,84
"Ryan Garlock",1986-04-24,"C","Windsor Spitfires",62,13,18,31,0.5,60
"Tyler Doig",1986-02-15,"C","Guelph Storm",68,14,17,31,0.46,63
"Greg Stewart",1986-05-21,"LW","Peterborough Petes",60,17,13,30,0.5,77
"Jordan Staal",1988-09-10,"C","Peterborough Petes",68,15,15,30,0.44,44
"Dale Mitchell",1989-04-09,"RW","Oshawa Generals",65,14,15,29,0.45,67
"Howie Martin",1986-11-18,"C","Brampton Battalion",68,8,21,29,0.43,41
"Hunter Tremblay",1986-01-15,"LW","Barrie Colts",68,12,17,29,0.43,38
"Jason Pitton",1986-05-23,"LW","Guelph Storm",68,18,11,29,0.43,69
"Jeff Kyrzakos",1985-02-06,"RW","Owen Sound Attack",64,11,18,29,0.45,37
"Kelsey Wilson",1986-01-22,"LW","Guelph Storm",67,14,15,29,0.43,42
"Ryan Berard",1987-04-08,"RW","Saginaw Spirit",69,10,19,29,0.42,72
"Sergei Kostitsyn",1987-03-20,"RW","London Knights",63,10,19,29,0.46,37
"Andrew Fournier",1987-11-05,"C","Plymouth Whalers",67,14,14,28,0.42,72
"Liam Reddox",1986-01-27,"LW","Peterborough Petes",68,10,18,28,0.41,44
"Brett Liscomb",1986-01-28,"LW","Ottawa 67's",67,7,20,27,0.4,57
"Brett MacLean",1988-12-24,"LW","Oshawa Generals",48,11,16,27,0.56,59
"Chad Painchaud",1986-05-27,"LW","Sarnia Sting",49,17,10,27,0.55,42
"Jordan Foreman",1987-01-06,"C","London Knights",68,12,15,27,0.4,49
"Luke Lynes",1987-11-28,"LW","Brampton Battalion",65,19,8,27,0.42,44
"Matt Beleskey",1988-06-07,"LW","Belleville Bulls",61,14,13,27,0.44,68
"Patrick Kaleta",1986-06-08,"RW","Peterborough Petes",68,4,23,27,0.4,53
"Rafael Rotter",1987-06-14,"C","Guelph Storm",62,6,21,27,0.44,57
"Sean O'Connor",1987-01-31,"RW","Erie Otters",68,9,18,27,0.4,48
"Shawn Matthias",1988-02-19,"C","Belleville Bulls",67,10,17,27,0.4,79
"Tom Pyatt",1987-02-14,"C","Saginaw Spirit",58,15,12,27,0.47,51
"Travis Fuller",1986-01-25,"LW","Barrie Colts",68,10,17,27,0.4,56
"Chris Lawrence",1987-02-05,"RW","Mississauga IceDogs",67,12,14,26,0.39,49
"Cody Thornton",1986-07-16,"RW","Sault Ste. Marie Greyhounds",68,15,11,26,0.38,54
"Michael Swift",1987-03-26,"C","Mississauga IceDogs",65,10,16,26,0.4,48
"Patrick Asselin",1987-07-02,"LW","Saginaw Spirit",68,12,14,26,0.38,59
"Patrick McNeill",1987-03-17,"D","Saginaw Spirit",68,6,20,26,0.38,34
"Trevor Kell",1986-06-23,"RW","London Knights",66,8,18,26,0.39,68
"Bradley Snetsinger",1987-04-08,"LW","Windsor Spitfires",60,18,7,25,0.42,57
"David Kuchejda",1987-06-12,"RW","Sault Ste. Marie Greyhounds",67,11,14,25,0.37,62
"Jamie Tardif",1985-01-23,"RW","Peterborough Petes",62,9,16,25,0.4,36
"Jared Gomes",1988-10-20,"C","Sarnia Sting",66,11,14,25,0.38,78
"John Vigilante",1985-05-24,"LW","Plymouth Whalers",55,11,14,25,0.45,32
"Matt Caria",1988-08-16,"C","Toronto St. Michael's Majors",67,6,19,25,0.37,68
"Ryan Wilson",1987-02-03,"D","Toronto St. Michael's Majors",64,2,23,25,0.39,41
"Tomas Pospisil",1987-08-25,"RW","Sarnia Sting",60,9,16,25,0.42,45
"Cory Konecny",1985-10-22,"RW","Kitchener Rangers",58,10,14,24,0.41,80
"James Neal",1987-09-03,"LW","Plymouth Whalers",66,9,15,24,0.36,41
"Mike Angelidis",1985-06-27,"LW","Owen Sound Attack",68,17,7,24,0.35,31
"Zack Torquato",1989-06-08,"C","Saginaw Spirit",65,15,9,24,0.37,65
"Chris Terry",1989-04-07,"C","Plymouth Whalers",64,7,16,23,0.36,82
"Jared Boll",1986-05-13,"RW","Plymouth Whalers",65,9,14,23,0.35,56
"Justin Azevedo",1988-04-01,"C","Kitchener Rangers",60,11,12,23,0.38,33
"Kevin Baker",1987-03-27,"C","Sudbury Wolves",68,11,12,23,0.34,37
"Matt Halischuk",1988-06-01,"RW","Toronto St. Michael's Majors",61,10,13,23,0.38,74
