"Name","BD","Pos","Team","GP","EVG","EVA","EVPTS","EVPTS/G","EVPTS%"
"Brennan Othmann",2003-01-05,"LW","Peterborough Petes",23,7,13,20,0.87,80
"Sean McGurn",2002-07-30,"C","London Knights",21,7,11,18,0.86,69
"Tucker Robertson",2003-06-22,"C","Peterborough Petes",23,8,10,18,0.78,82
"Avery Hayes",2002-10-10,"RW","Peterborough Petes",22,9,6,15,0.68,79
"Brandt Clarke",2003-02-09,"D","Barrie Colts",12,4,10,14,1.17,61
"Logan Morrison",2002-07-09,"C","Ottawa 67's",11,8,6,14,1.27,88
"Luca Pinelli",2005-04-05,"LW","Ottawa 67's",11,5,9,14,1.27,78
"Owen Beck",2004-02-03,"C","Peterborough Petes",22,6,8,14,0.64,88
"Ryan Winterton",2003-09-04,"C","London Knights",21,7,7,14,0.67,48
"Easton Cowan",2005-05-20,"LW","London Knights",20,8,5,13,0.65,62
"Matyas Sapovaliv",2004-02-12,"C","Saginaw Spirit",11,7,6,13,1.18,76
"Sasha Pastujov",2003-07-15,"LW","Sarnia Sting",16,5,8,13,0.81,68
"Chase Stillman",2003-03-19,"RW","Peterborough Petes",21,4,8,12,0.57,92
"Connor Lockhart",2003-01-21,"RW","Peterborough Petes",23,5,7,12,0.52,75
"Denver Barkey",2005-04-27,"RW","London Knights",20,6,6,12,0.6,50
"J.R. Avon",2003-07-04,"LW","Peterborough Petes",23,8,4,12,0.52,80
"Kyle McDonald",2002-02-05,"RW","North Bay Battalion",20,8,4,12,0.6,57
"Matvey Petrov",2003-03-12,"LW","North Bay Battalion",20,3,9,12,0.6,55
"Ryan Humphrey",2003-04-08,"LW","London Knights",21,8,4,12,0.57,100
"Liam Arnsby",2003-11-20,"C","North Bay Battalion",20,7,4,11,0.55,100
"Logan Mailloux",2003-04-15,"D","London Knights",21,4,7,11,0.52,46
"Pasquale Zito",2003-06-01,"C","North Bay Battalion",18,5,6,11,0.61,69
"Ty Nelson",2004-03-30,"D","North Bay Battalion",20,2,9,11,0.55,44
"George Diaco",2002-02-14,"LW","London Knights",21,3,7,10,0.48,62
"Jack Beck",2003-04-12,"LW","Ottawa 67's",11,5,5,10,0.91,83
"Josh Bloom",2003-06-08,"LW","North Bay Battalion",20,4,6,10,0.5,83
"Nolan Burke",2002-12-09,"C","Sarnia Sting",15,5,5,10,0.67,62
"Owen Van Steensel",2004-08-04,"LW","North Bay Battalion",20,5,5,10,0.5,91
"Vinzenz Rohrer",2004-09-09,"C","Ottawa 67's",11,1,9,10,0.91,83
"Kyle Jackson",2002-10-17,"C","North Bay Battalion",20,5,4,9,0.45,50
"Marcus Limpar-Lantz",2003-03-30,"C","Sarnia Sting",14,4,5,9,0.64,82
"Mitchell Martin",2003-01-06,"LW","Kitchener Rangers",9,4,5,9,1,100
"Oliver Bonk",2005-01-09,"D","London Knights",21,0,9,9,0.43,82
"Dalyn Wakely",2004-03-05,"C","North Bay Battalion",20,4,4,8,0.4,89
"Dean Loukus",2003-02-12,"RW","Saginaw Spirit",11,2,6,8,0.73,73
"Donovan McCoy",2004-11-10,"D","Peterborough Petes",22,2,6,8,0.36,80
"Ethan Cardwell",2002-08-30,"C","Barrie Colts",12,5,3,8,0.67,73
