"Name","BD","Pos","Team","GP","EVG","EVA","EVPTS","EVPTS/G","EVPTS%"
"Chris Terry",1989-04-07,"C","Plymouth Whalers",53,30,35,65,1.23,69
"Matt Caria",1988-08-16,"C","Plymouth Whalers",67,26,39,65,0.97,71
"Cody Hodgson",1990-02-18,"C","Brampton Battalion",53,28,27,55,1.04,60
"Taylor Hall",1991-11-14,"LW","Windsor Spitfires",63,24,31,55,0.87,61
"Bryan Cameron",1989-02-25,"RW","Belleville Bulls",64,25,29,54,0.84,67
"Evgeny Grachev",1990-02-21,"LW","Brampton Battalion",60,27,26,53,0.88,66
"Logan Couture",1989-03-28,"C","Ottawa 67's",62,28,25,53,0.85,61
"Eric Tangradi",1989-02-10,"LW","Belleville Bulls",55,25,27,52,0.95,59
"Chris MacKinnon",1989-07-07,"LW","Kitchener Rangers",67,19,32,51,0.76,60
"Dale Mitchell",1989-04-09,"RW","Windsor Spitfires",66,22,29,51,0.77,75
"Greg Nemisz",1990-06-05,"RW","Windsor Spitfires",65,22,28,50,0.77,65
"Justin Hodgman",1988-06-27,"C","Erie Otters",66,20,29,49,0.74,74
"Jason Akeson",1990-06-03,"RW","Kitchener Rangers",56,14,34,48,0.86,75
"Justin DiBenedetto",1988-08-25,"LW","Sarnia Sting",62,25,23,48,0.77,52
"Luke Pither",1989-04-26,"C","Belleville Bulls",64,22,25,47,0.73,65
"Tyler Seguin",1992-01-31,"C","Plymouth Whalers",61,13,34,47,0.77,70
"John Tavares",1990-09-20,"C","London Knights",56,31,15,46,0.82,44
"Anthony Nigro",1990-01-11,"LW","Ottawa 67's",67,20,25,45,0.67,65
"Tyler Murovich",1989-12-04,"C","Saginaw Spirit",67,19,26,45,0.67,71
"Brandon Biggers",1988-08-21,"LW","Erie Otters",68,18,26,44,0.65,71
"Alex Hutchings",1990-11-07,"C","Barrie Colts",63,20,23,43,0.68,63
"Ethan Werek",1991-06-07,"C","Kingston Frontenacs",66,20,23,43,0.65,67
"Zack Torquato",1989-06-08,"C","Erie Otters",66,24,19,43,0.65,68
"Eric O'Dell",1990-06-21,"C","Sudbury Wolves",65,20,22,42,0.65,67
"Joey Hishon",1991-10-20,"C","Owen Sound Attack",65,19,23,42,0.65,52
"Matt Kennedy",1989-03-04,"RW","Guelph Storm",67,14,28,42,0.63,58
"Ryan Ellis",1991-01-03,"D","Windsor Spitfires",57,9,33,42,0.74,47
"Ryan O'Reilly",1991-02-07,"C","Erie Otters",68,7,35,42,0.62,64
"Darren Archibald",1990-02-09,"LW","Barrie Colts",68,23,18,41,0.6,84
"John Kurtz",1989-05-16,"LW","Sudbury Wolves",68,14,27,41,0.6,76
"Matt Kang",1988-11-09,"LW","Brampton Battalion",69,19,22,41,0.59,73
