"Name","BD","Pos","Team","GP","EVG","EVA","EVPTS","EVPTS/G","EVPTS%"
"Peter Sarno",1979-07-26,"C","Sarnia Sting",68,29,46,75,1.1,58
"Daniel Tkaczuk",1979-06-10,"C","Barrie Colts",58,25,46,71,1.22,68
"Adam Colagiacomo",1979-03-17,"RW","Plymouth Whalers",67,28,40,68,1.01,63
"Jay Legault",1979-05-15,"C","London Knights",65,30,34,64,0.98,68
"Justin Papineau",1980-01-15,"C","Belleville Bulls",68,34,29,63,0.93,64
"Denis Shvidki",1980-11-21,"RW","Barrie Colts",61,26,36,62,1.02,66
"Harold Druken",1979-01-26,"C","Plymouth Whalers",60,36,26,62,1.03,60
"Norm Milley",1980-02-14,"RW","Sudbury Wolves",68,26,36,62,0.91,52
"Ivan Novoseltsev",1979-01-23,"RW","Sarnia Sting",68,37,24,61,0.9,64
"Sheldon Keefe",1980-09-17,"RW","Barrie Colts",66,27,33,60,0.91,52
"Peter Campbell",1979-09-07,"C","Owen Sound Platers",67,32,27,59,0.88,67
"Dan Snyder",1978-02-23,"C","Owen Sound Platers",64,17,41,58,0.91,62
"Dan Tessier",1979-01-03,"C","Ottawa 67's",68,15,41,56,0.82,67
"Ryan Ready",1978-11-07,"LW","Belleville Bulls",63,22,34,56,0.89,61
"Chris Kelly",1980-11-11,"C","London Knights",68,25,30,55,0.81,71
"Mike Fisher",1980-06-05,"C","Sudbury Wolves",68,22,33,55,0.81,52
"Tom Kostopoulos",1979-01-24,"RW","London Knights",66,13,42,55,0.83,63
"Brent Gauvreau",1980-06-29,"RW","Oshawa Generals",68,17,37,54,0.79,57
"Kevin Baker",1979-06-15,"RW","Belleville Bulls",68,30,24,54,0.79,67
"Kevin Colley",1979-01-04,"RW","Oshawa Generals",63,19,35,54,0.86,53
"Jeff Heerema",1980-01-17,"RW","Sarnia Sting",62,23,30,53,0.85,76
"Mike Oliveira",1979-02-21,"C","Kingston Frontenacs",68,23,29,52,0.76,58
"Joe Gerbe",1979-04-12,"C","Guelph Storm",68,18,33,51,0.75,65
"Jonathan Cheechoo",1980-07-15,"RW","Belleville Bulls",63,20,31,51,0.81,62
"Randy Rowe",1980-06-10,"LW","Belleville Bulls",65,21,30,51,0.78,82
"Mark Chaplin",1979-06-04,"C","Belleville Bulls",66,18,32,50,0.76,93
"Matt Elich",1978-09-22,"RW","Kingston Frontenacs",67,31,19,50,0.75,68
"Kent McDonell",1979-03-01,"RW","Guelph Storm",60,19,30,49,0.82,71
"Wes Goldie",1979-04-05,"RW","Owen Sound Platers",61,29,20,49,0.8,59
"Chad Cavanagh",1978-02-13,"C","Sault Ste. Marie Greyhounds",68,27,21,48,0.71,61
"Eric Beaudoin",1980-05-03,"LW","Guelph Storm",66,23,25,48,0.73,68
"Jason Jaspers",1981-04-08,"C","Sudbury Wolves",68,21,27,48,0.71,79
"Jason Spezza",1983-06-13,"C","Brampton Battalion",67,17,31,48,0.72,68
"Michael Zigomanis",1981-01-17,"C","Kingston Frontenacs",67,16,31,47,0.7,55
"Preston Mizzi",1980-12-22,"C","Peterborough Petes",67,26,21,47,0.7,81
"Richard Pitirri",1978-01-01,"C","London Knights",65,27,20,47,0.72,62
"Sean Avery",1980-04-10,"C","Kingston Frontenacs",61,20,27,47,0.77,56
"Branko Radivojevic",1980-11-24,"RW","Belleville Bulls",68,17,29,46,0.68,79
"David Legwand",1980-08-17,"C","Plymouth Whalers",55,20,26,46,0.84,57
"Matt Zultek",1979-03-12,"LW","Ottawa 67's",56,22,24,46,0.82,70
"Michael Henrich",1980-03-04,"RW","Barrie Colts",62,27,19,46,0.74,65
"Raffi Torres",1981-10-08,"LW","Brampton Battalion",62,27,19,46,0.74,74
"Tim Connolly",1981-05-07,"C","Erie Otters",46,25,21,46,1,68
"Brett Gibson",1979-08-17,"C","North Bay Centennials",67,24,21,45,0.67,51
"Justin Davis",1978-03-01,"RW","Ottawa 67's",61,18,27,45,0.74,76
"Chris Neil",1979-06-18,"RW","North Bay Centennials",66,14,30,44,0.67,61
"Chris Stanley",1979-06-18,"C","Belleville Bulls",51,19,25,44,0.86,64
"Cory Pecker",1981-03-20,"RW","Sault Ste. Marie Greyhounds",68,22,22,44,0.65,75
"Derek MacKenzie",1981-06-11,"C","Sudbury Wolves",68,14,30,44,0.65,51
"Eric Gooldy",1979-02-10,"LW","Plymouth Whalers",67,14,30,44,0.66,72
"Glenn Crawford",1978-02-27,"C","Belleville Bulls",64,15,29,44,0.69,71
"Jan Sulc",1979-02-17,"C","Owen Sound Platers",66,17,27,44,0.67,77
"Nick Smith",1979-03-23,"C","Barrie Colts",68,15,29,44,0.65,83
"Peter Cava",1978-02-14,"C","Sarnia Sting",62,15,29,44,0.71,54
"Shane Nash",1979-01-24,"C","Erie Otters",66,20,24,44,0.67,66
"Taylor Pyatt",1981-08-19,"LW","Sudbury Wolves",68,20,24,44,0.65,59
"Brad Ralph",1980-10-17,"C","Oshawa Generals",67,19,24,43,0.64,57
"Kevin Mitchell",1980-06-05,"D","Guelph Storm",68,15,28,43,0.63,55
"Lindsay Plunkett",1980-05-12,"LW","Guelph Storm",65,19,24,43,0.66,68
"Adam Mair",1979-02-17,"C","Owen Sound Platers",43,13,29,42,0.98,66
"Charlie Stephens",1981-04-05,"C","Guelph Storm",68,17,25,42,0.62,72
"Dan Tudin",1978-08-03,"LW","Ottawa 67's",61,17,25,42,0.69,74
"Jeff Bateman",1981-08-29,"C","Brampton Battalion",68,20,22,42,0.62,72
"Jason Williams",1980-08-11,"C","Peterborough Petes",68,15,26,41,0.6,55
"Mike Jefferson",1980-10-21,"RW","Barrie Colts",53,17,24,41,0.77,55
"Tyler Rennette",1979-04-16,"C","Erie Otters",61,19,22,41,0.67,61
"Brian Campbell",1979-05-23,"D","Ottawa 67's",62,6,34,40,0.65,46
