"Name","BD","Pos","Team","GP","EVG","EVA","EVPTS","EVPTS/G","EVPTS%"
"Corey Locke",1984-05-08,"C","Ottawa 67's",66,34,50,84,1.27,56
"Matt Foy",1983-05-18,"RW","Ottawa 67's",68,35,42,77,1.13,58
"Chad LaRose",1982-03-27,"RW","Plymouth Whalers",67,36,36,72,1.07,62
"Eric Staal",1984-10-29,"C","Peterborough Petes",66,23,38,61,0.92,62
"Matthew Stajan",1983-12-19,"LW","Belleville Bulls",57,18,41,59,1.04,63
"Jamie Johnson",1982-01-23,"C","Oshawa Generals",68,15,41,56,0.82,56
"Joey Tenute",1983-04-02,"C","Sarnia Sting",68,34,22,56,0.82,50
"Adam Henrich",1984-01-19,"LW","Brampton Battalion",63,27,28,55,0.87,86
"Michael Richards",1985-02-11,"C","Kitchener Rangers",67,22,32,54,0.81,62
"Anthony Stewart",1985-01-05,"RW","Kingston Frontenacs",68,24,29,53,0.78,76
"Karl Stewart",1983-06-30,"C","Plymouth Whalers",68,23,30,53,0.78,62
"Brandon Nolan",1983-07-18,"C","Oshawa Generals",68,21,30,51,0.75,58
"Chris Thorburn",1983-06-02,"C","Plymouth Whalers",64,22,29,51,0.8,72
"Greg Chambers",1982-11-14,"RW","Peterborough Petes",67,28,23,51,0.76,61
"Kris Newbury",1982-02-19,"C","Sarnia Sting",64,20,31,51,0.8,55
"Scott Sheppard",1983-09-28,"RW","Ottawa 67's",67,19,32,51,0.76,65
"Cody McCormick",1983-04-18,"RW","Belleville Bulls",61,25,25,50,0.82,72
"Kyle Wellwood",1983-05-16,"","Belleville Bulls",57,25,24,49,0.86,49
"Ryan Ramsay",1983-05-18,"C","Plymouth Whalers",59,20,29,49,0.83,56
"Danny McDonald",1984-02-15,"LW","Kingston Frontenacs",68,14,34,48,0.71,86
"Derek Roy",1983-05-04,"C","Kitchener Rangers",49,14,33,47,0.96,60
"Miguel Delisle",1982-04-06,"RW","Kingston Frontenacs",65,20,26,46,0.71,58
"Adam Paiement",1982-03-31,"RW","Belleville Bulls",50,22,22,44,0.88,67
"Danny Fritsche",1985-07-13,"C","Sarnia Sting",61,19,25,44,0.72,62
"Nathan Horton",1985-05-02,"C","Oshawa Generals",54,19,25,44,0.81,65
"Patrick O'Sullivan",1985-02-01,"C","Mississauga IceDogs",56,24,19,43,0.77,53
"Eric Himelfarb",1983-01-01,"C","Barrie Colts",67,20,22,42,0.63,56
"Frank Lukes",1982-09-25,"RW","Toronto St. Michael's Majors",62,19,23,42,0.68,58
"Jeffrey Doyle",1983-01-10,"RW","Sault Ste. Marie Greyhounds",63,14,28,42,0.67,82
"Matt Herneisen",1982-02-08,"RW","Sault Ste. Marie Greyhounds",68,18,24,42,0.62,69
"Bob McBride",1982-07-30,"C","Guelph Storm",54,19,22,41,0.76,71
"John Mitchell",1985-01-22,"C","Plymouth Whalers",68,15,26,41,0.6,75
"Rob Hisey",1984-09-24,"C","Erie Otters",73,17,24,41,0.56,55
"Wojtek Wolski",1986-02-24,"LW","Brampton Battalion",64,18,23,41,0.64,72
"Brad Richardson",1985-02-04,"C","Owen Sound Attack",67,19,21,40,0.6,60
"Chris Clayton",1983-09-28,"RW","Brampton Battalion",67,14,25,39,0.58,80
"Greg Jacina",1982-05-22,"C","Mississauga IceDogs",56,13,26,39,0.7,59
"Chris Rowan",1982-07-12,"LW","Brampton Battalion",68,11,27,38,0.56,81
"Nick Lees",1983-10-22,"C","Barrie Colts",67,18,20,38,0.57,60
"Petr Kanko",1984-02-07,"RW","Kitchener Rangers",60,23,15,38,0.63,57
"Ryan Hare",1982-04-03,"C","London Knights",65,14,24,38,0.58,52
"Dustin Brown",1984-11-04,"RW","Guelph Storm",58,16,21,37,0.64,49
"Jamie Tardif",1985-01-23,"C","Peterborough Petes",68,14,23,37,0.54,62
"Jeff Carter",1985-01-01,"C","Sault Ste. Marie Greyhounds",61,16,21,37,0.61,52
"Kamil Kreps",1984-11-18,"C","Brampton Battalion",53,13,24,37,0.7,61
"Rob Hennigar",1983-04-04,"C","Windsor Spitfires",68,14,23,37,0.54,49
"Luc Chiasson",1982-10-08,"LW","Barrie Colts",63,20,16,36,0.57,55
"Matt Passfield",1982-05-08,"RW","Owen Sound Attack",64,18,18,36,0.56,55
"Rob Schremp",1986-07-01,"C","Mississauga IceDogs",65,14,22,36,0.55,49
"Scott Rozendal",1982-07-28,"RW","Brampton Battalion",65,15,21,36,0.55,78
"Daniel Paille",1984-04-15,"C","Guelph Storm",54,18,17,35,0.65,61
"Jay McClement",1983-03-02,"C","Brampton Battalion",45,18,17,35,0.78,71
"Justin McCutcheon",1983-02-03,"RW","Kingston Frontenacs",65,17,18,35,0.54,88
"Tim Brent",1984-03-10,"C","Toronto St. Michael's Majors",60,14,21,35,0.58,53
"Bobby Chaumont",1984-11-21,"RW","Sudbury Wolves",68,17,17,34,0.5,64
"John Hecimovic",1984-03-31,"RW","Sarnia Sting",60,12,22,34,0.57,55
"Rodney Bauman",1983-03-16,"D","Ottawa 67's",59,14,20,34,0.58,94
"Ryan Oulahen",1985-03-26,"C","Brampton Battalion",61,15,19,34,0.56,79
"Chris Cook",1982-02-21,"LW","Kingston Frontenacs",68,15,18,33,0.49,80
"Daniel Sisca",1983-06-16,"C","Mississauga IceDogs",59,16,17,33,0.56,45
"Gregory Campbell",1983-12-17,"LW","Kitchener Rangers",55,10,23,33,0.6,59
"Josh Gratton",1982-09-09,"LW","Windsor Spitfires",62,14,19,33,0.53,59
"B.J. Crombeen",1985-07-10,"RW","Barrie Colts",63,17,15,32,0.51,70
"Ben Eager",1984-01-22,"LW","Oshawa Generals",58,11,21,32,0.55,80
"Brad Horan",1983-05-15,"RW","Kingston Frontenacs",65,19,13,32,0.49,89
"Brandon McBride",1984-02-22,"C","Kingston Frontenacs",47,13,19,32,0.68,82
"Geoff Platt",1985-07-10,"C","Saginaw Spirit",62,18,14,32,0.52,59
"Nathan O'Nabigon",1983-05-09,"LW","Kitchener Rangers",65,16,16,32,0.49,70
"Patrick Jarrett",1984-02-06,"C","Owen Sound Attack",63,11,21,32,0.51,58
"Brent Burns",1985-07-03,"RW","Brampton Battalion",68,9,22,31,0.46,78
"Bryan Rodney",1984-04-22,"D","Kingston Frontenacs",67,6,25,31,0.46,52
"Corey Perry",1985-05-16,"RW","London Knights",67,14,17,31,0.46,40
"Cory Stillman",1983-03-02,"C","Kingston Frontenacs",42,12,19,31,0.74,72
"Craig Kennedy",1983-04-24,"RW","Windsor Spitfires",64,13,18,31,0.48,46
"Daniel Carcillo",1985-01-28,"LW","Sarnia Sting",68,14,17,31,0.46,47
"Darryl Lloyd",1984-02-10,"C","Windsor Spitfires",68,13,18,31,0.46,86
"Evan Kotsopoulos",1984-03-24,"LW","Oshawa Generals",61,13,18,31,0.51,91
"Josh Patterson",1983-01-22,"LW","Peterborough Petes",60,15,16,31,0.52,76
"Mike Rice",1982-02-01,"LW","Erie Otters",67,13,17,30,0.45,47
