"Name","BD","Pos","Team","GP","EVG","EVA","EVPTS","EVPTS/G","EVPTS%"
"Corey Locke",1984-05-08,"C","Ottawa 67's",13,2,5,7,0.54,54
"Craig Kennedy",1983-04-24,"RW","Windsor Spitfires",15,3,4,7,0.47,58
"Darryl Boyce",1984-07-07,"C","Toronto St. Michael's Majors",15,2,5,7,0.47,100
"Dustin Brown",1984-11-04,"RW","Guelph Storm",9,5,2,7,0.78,54
"Fraser Clair",1981-01-07,"RW","Barrie Colts",20,3,4,7,0.35,78
"Matt Seymour",1983-06-29,"C","Toronto St. Michael's Majors",11,3,4,7,0.64,78
"Miguel Delisle",1982-04-06,"C","Ottawa 67's",13,4,3,7,0.54,58
"Mike James",1982-02-21,"LW","Windsor Spitfires",15,4,3,7,0.47,64
"Rob Hennigar",1983-04-04,"C","Windsor Spitfires",16,4,3,7,0.44,58
"Brian Lee",1984-07-05,"D","Erie Otters",21,0,6,6,0.29,86
"Carter Trevisani",1982-06-06,"D","Ottawa 67's",13,0,6,6,0.46,86
"Chris Berti",1981-10-06,"C","Erie Otters",14,2,4,6,0.43,86
"Drew Fata",1983-07-28,"D","Toronto St. Michael's Majors",15,1,5,6,0.4,60
"Eric Staal",1984-10-29,"C","Peterborough Petes",6,1,5,6,1,67
"Jeremy Akeson",1984-11-26,"LW","Ottawa 67's",13,2,4,6,0.46,100
"Jonah Leroux",1982-12-06,"C","Ottawa 67's",13,3,3,6,0.46,67
"Mark Popovic",1982-10-11,"D","Toronto St. Michael's Majors",15,1,5,6,0.4,50
"Patrick Barbieri",1982-04-03,"LW","London Knights",12,2,4,6,0.5,86
"Paul Giallonardo",1984-02-29,"D","Windsor Spitfires",14,1,5,6,0.43,100
"Sean Courtney",1985-10-16,"C","Erie Otters",21,1,5,6,0.29,60
"Tim Gleason",1983-01-29,"D","Windsor Spitfires",16,1,5,6,0.38,30
"Tyler Hanchuck",1982-02-07,"D","Barrie Colts",20,3,3,6,0.3,100
"Aaron Power",1982-02-04,"D","Barrie Colts",20,1,4,5,0.25,62
"Adam Paiement",1982-03-31,"RW","Belleville Bulls",11,1,4,5,0.45,71
"Cody McCormick",1983-04-18,"RW","Belleville Bulls",11,1,4,5,0.45,83
"Darryl Bootland",1981-11-02,"RW","Toronto St. Michael's Majors",15,3,2,5,0.33,28
"Greg Chambers",1982-11-14,"RW","Peterborough Petes",6,4,1,5,0.83,83
"John Scott Dickson",1984-04-10,"LW","Windsor Spitfires",16,2,3,5,0.31,62
"Kevin Dallman",1981-02-26,"D","Guelph Storm",9,3,2,5,0.56,31
"Martin St. Pierre",1983-08-11,"C","Guelph Storm",9,2,3,5,0.56,42
"Matthew Stajan",1983-12-19,"LW","Belleville Bulls",11,2,3,5,0.45,45
"Mike Renzi",1981-07-18,"C","Belleville Bulls",8,3,2,5,0.62,42
"Mike Stathopoulos",1982-07-12,"C","London Knights",12,1,4,5,0.42,36
"Sean Scully",1983-01-13,"RW","Ottawa 67's",11,0,5,5,0.45,100
"Stephen Weiss",1983-04-03,"C","Plymouth Whalers",6,2,3,5,0.83,56
"Adam Smyth",1983-09-08,"D","Ottawa 67's",13,3,1,4,0.31,100
"Chris Eade",1982-04-20,"D","Erie Otters",21,0,4,4,0.19,33
"Corey Perry",1985-05-16,"RW","London Knights",12,1,3,4,0.33,80
"Daniel Paille",1984-04-15,"C","Guelph Storm",9,2,2,4,0.44,57
"Darryl Lloyd",1984-02-10,"C","Windsor Spitfires",16,3,1,4,0.25,100
"Jamie Chamberlain",1981-08-02,"RW","Peterborough Petes",6,1,3,4,0.67,50
"Jason Spezza",1983-06-13,"C","Belleville Bulls",11,2,2,4,0.36,36
"Karol Sloboda",1983-05-16,"D","Ottawa 67's",12,0,4,4,0.33,100
"Kevin Klein",1984-12-13,"D","Toronto St. Michael's Majors",15,2,2,4,0.27,44
"Matt Armstrong",1982-09-08,"LW","Peterborough Petes",6,1,3,4,0.67,67
"Matt Bacon",1983-05-23,"LW","Toronto St. Michael's Majors",15,4,0,4,0.27,100
"Rick Steadman",1984-06-09,"D","London Knights",12,2,2,4,0.33,100
"Russ Moyer",1982-08-09,"D","Ottawa 67's",13,1,3,4,0.31,50
"Ryan Armstrong",1981-04-06,"C","North Bay Centennials",5,2,2,4,0.8,80
"Steven Morris",1982-05-23,"RW","Barrie Colts",20,0,4,4,0.2,67
"Chris Campoli",1984-07-09,"D","Erie Otters",20,0,3,3,0.15,60
"Colt King",1983-03-04,"LW","North Bay Centennials",5,3,0,3,0.6,60
"David Bowman",1983-09-23,"D","Windsor Spitfires",16,1,2,3,0.19,50
"Dennis Wideman",1983-03-20,"D","London Knights",12,0,3,3,0.25,23
"Eric Himelfarb",1983-01-01,"C","Sarnia Sting",5,1,2,3,0.6,60
"Geoff Patton",1983-09-21,"D","Toronto St. Michael's Majors",15,2,1,3,0.2,100
"James Wisniewski",1984-02-24,"D","Plymouth Whalers",6,1,2,3,0.5,100
"Jan Platil",1983-02-09,"D","Barrie Colts",20,1,2,3,0.15,50
"Jeff Richards",1981-09-17,"LW","Sault Ste. Marie Greyhounds",6,2,1,3,0.5,75
"Jeremy Swanson",1984-06-21,"D","Barrie Colts",20,0,3,3,0.15,60
"Jon Howse",1983-09-04,"RW","Peterborough Petes",6,0,3,3,0.5,100
"Kyle Piwowarczyk",1983-08-14,"C","London Knights",12,3,0,3,0.25,100
"Luc Chiasson",1982-10-08,"LW","Guelph Storm",9,0,3,3,0.33,100
"Malcolm Hutt",1982-05-31,"D","Belleville Bulls",11,2,1,3,0.27,75
"Matt Coughlin",1981-11-06,"D","Belleville Bulls",11,0,3,3,0.27,60
"Matthew Albiani",1983-02-14,"C","Ottawa 67's",13,3,0,3,0.23,38
"Pierre Mitsou",1983-01-06,"D","Ottawa 67's",13,1,2,3,0.23,75
"Robin Boucher",1981-02-20,"C","North Bay Centennials",5,0,3,3,0.6,75
"Adam Elzinga",1982-07-23,"D","Peterborough Petes",6,0,2,2,0.33,100
"Ahren Nittel",1983-12-06,"LW","Windsor Spitfires",9,1,1,2,0.22,40
"Andre Deveaux",1984-02-23,"RW","Belleville Bulls",11,0,2,2,0.18,67
"B.J. Crombeen",1985-07-10,"RW","Barrie Colts",20,1,1,2,0.1,100
"Brandon Nolan",1983-07-18,"C","Oshawa Generals",5,1,1,2,0.4,33
"Brendan Bell",1983-03-31,"D","Ottawa 67's",13,1,1,2,0.15,29
"Brent Kelly",1981-12-01,"C","Sault Ste. Marie Greyhounds",6,2,0,2,0.33,67
"Brett McGrath",1983-08-04,"C","Ottawa 67's",13,0,2,2,0.15,50
"Chris Thorburn",1983-06-02,"C","North Bay Centennials",5,0,2,2,0.4,67
"Danny Bois",1983-06-01,"RW","London Knights",12,1,1,2,0.17,50
"Darryl Thomson",1982-01-16,"LW","Barrie Colts",20,1,1,2,0.1,67
"David Clarkson",1984-03-31,"C","Belleville Bulls",8,1,1,2,0.25,100
"David Silverstone",1982-02-22,"LW","Belleville Bulls",6,1,1,2,0.33,100
"Denis Yachmenev",1984-06-04,"RW","North Bay Centennials",5,2,0,2,0.4,100
"Dustin Wood",1981-05-21,"D","Peterborough Petes",6,2,0,2,0.33,67
"Dusty Jamieson",1981-05-26,"LW","Sarnia Sting",5,1,1,2,0.4,33
"Dylan Hunter",1985-05-21,"LW","London Knights",6,1,1,2,0.33,100
"Fedor Tyutin",1983-07-19,"D","Guelph Storm",9,0,2,2,0.22,20
"George Halkidis",1982-06-18,"D","North Bay Centennials",5,0,2,2,0.4,67
"Ian Turner",1981-10-13,"D","London Knights",12,0,2,2,0.17,100
"Jamie Johnson",1982-01-23,"C","Oshawa Generals",5,1,1,2,0.4,33
"Jean-Francois Seguin",1982-04-25,"D","Sudbury Wolves",5,1,1,2,0.4,100
"John Hecimovic",1984-03-31,"RW","Sarnia Sting",5,1,1,2,0.4,50
"Josh Patterson",1983-01-22,"LW","Peterborough Petes",6,2,0,2,0.33,100
"Kris Newbury",1982-02-19,"C","Sarnia Sting",5,1,1,2,0.4,50
"Logan Hunter",1984-08-30,"C","London Knights",9,1,1,2,0.22,100
"Lubos Velebny",1982-02-09,"D","Belleville Bulls",10,1,1,2,0.2,100
"Lukas Krajicek",1983-11-03,"D","Peterborough Petes",6,0,2,2,0.33,40
"Malcolm MacMillan",1982-02-08,"C","Guelph Storm",9,0,2,2,0.22,50
"Matt Ellis",1981-08-31,"LW","Toronto St. Michael's Majors",15,0,2,2,0.13,14
"Morgan McCormick",1981-02-21,"RW","Guelph Storm",9,1,1,2,0.22,40
"Peter Flache",1982-03-04,"C","North Bay Centennials",4,0,2,2,0.5,100
"Petr Hemsky",1982-01-24,"RW","Kitchener Rangers",4,1,1,2,0.5,100
"Petr Kanko",1984-02-07,"RW","Kitchener Rangers",4,0,2,2,0.5,100
"Petr Taticek",1983-09-22,"C","Sault Ste. Marie Greyhounds",6,1,1,2,0.33,33
"Rane Carnegie",1985-01-02,"C","Belleville Bulls",11,0,2,2,0.18,100
"Reg Thomas",1984-03-24,"C","Sarnia Sting",5,2,0,2,0.4,67
"Ryan Donally",1985-02-04,"LW","Windsor Spitfires",16,0,2,2,0.12,100
"Scott Rozendal",1982-07-28,"RW","Guelph Storm",9,2,0,2,0.22,67
"Steven Rawski",1982-02-07,"D","Toronto St. Michael's Majors",15,1,1,2,0.13,67
"Tim Branham",1981-05-10,"D","Guelph Storm",9,0,2,2,0.22,100
"Adam Gibson",1984-06-07,"D","North Bay Centennials",5,0,1,1,0.2,50
"Andrew Archer",1983-05-15,"D","Guelph Storm",9,0,1,1,0.11,50
"Andrew Ianiero",1981-01-10,"LW","Kingston Frontenacs",1,0,1,1,1,100
"Brad Horan",1983-05-15,"RW","Kingston Frontenacs",1,1,0,1,1,100
"Brad Pierce",1981-02-08,"D","North Bay Centennials",5,1,0,1,0.2,50
"Brad Self",1981-02-27,"C","Peterborough Petes",6,1,0,1,0.17,33
"Brian McGrattan",1981-09-02,"RW","Sault Ste. Marie Greyhounds",6,1,0,1,0.17,50
"Brody Todd",1984-02-25,"LW","Sudbury Wolves",5,1,0,1,0.2,50
"Chad LaRose",1982-03-27,"RW","Plymouth Whalers",6,0,1,1,0.17,14
"Chris Minard",1981-11-18,"C","Oshawa Generals",5,0,1,1,0.2,20
"Chris Robertson",1984-01-10,"C","Sudbury Wolves",5,0,1,1,0.2,100
"Cole Jarrett",1983-01-04,"D","Plymouth Whalers",6,1,0,1,0.17,50
"Colin Power",1984-03-02,"RW","Guelph Storm",9,0,1,1,0.11,100
"Craig Foster",1984-02-10,"LW","North Bay Centennials",5,1,0,1,0.2,33
"Craig Mahon",1981-01-29,"D","Windsor Spitfires",16,0,1,1,0.06,50
"Damian Surma",1981-01-22,"LW","Plymouth Whalers",6,1,0,1,0.17,33
"Danny McDonald",1984-02-15,"LW","Kingston Frontenacs",1,0,1,1,1,100
"Dene Poulin",1983-12-13,"D","Sudbury Wolves",5,0,1,1,0.2,100
"Doug MacIver",1981-02-12,"D","Kingston Frontenacs",1,0,1,1,1,100
"Frank Sinacori",1982-07-01,"LW","Windsor Spitfires",13,0,1,1,0.08,100
"George Nistas",1981-03-16,"C","Plymouth Whalers",6,0,1,1,0.17,100
"Jared Newman",1982-03-07,"D","Plymouth Whalers",6,0,1,1,0.17,100
"Jason Penner",1983-04-01,"C","Peterborough Petes",6,1,0,1,0.17,100
"Jerry Connell",1981-02-25,"LW","Sudbury Wolves",5,1,0,1,0.2,50
"Jimmy Gagnon",1982-09-16,"RW","Peterborough Petes",6,0,1,1,0.17,100
"Joe Guenther",1981-05-04,"RW","Toronto St. Michael's Majors",5,1,0,1,0.2,100
"John Mitchell",1985-01-22,"C","Plymouth Whalers",6,1,0,1,0.17,100
"Jonas Fiedler",1984-05-29,"LW","Plymouth Whalers",6,0,1,1,0.17,100
"Jonathan Zion",1981-05-21,"D","Ottawa 67's",13,0,1,1,0.08,14
"Jordan Freeland",1984-06-04,"C","Toronto St. Michael's Majors",10,0,1,1,0.1,100
"Josh Gratton",1982-09-09,"LW","Kingston Frontenacs",1,1,0,1,1,100
"Josh Legge",1981-09-25,"D","Sudbury Wolves",5,0,1,1,0.2,25
"Josh Tataryn",1982-07-23,"LW","North Bay Centennials",5,0,1,1,0.2,33
"Kenny Jung",1983-01-07,"D","Sarnia Sting",5,0,1,1,0.2,100
"Kristopher Vernarsky",1982-04-05,"LW","Plymouth Whalers",6,0,1,1,0.17,33
"Kyle Spurr",1984-08-10,"RW","Toronto St. Michael's Majors",13,0,1,1,0.08,100
"Lou Dickenson",1982-08-15,"C","Guelph Storm",9,0,1,1,0.11,17
"Marc Rancourt",1984-04-28,"LW","Belleville Bulls",10,0,1,1,0.1,100
"Marcus Smith",1983-01-14,"D","Kitchener Rangers",4,1,0,1,0.25,100
"Matt Bannan",1981-01-16,"RW","Sarnia Sting",5,1,0,1,0.2,100
"Matt Junkins",1982-02-13,"D","London Knights",12,0,1,1,0.08,100
"Matt Weir",1983-05-21,"LW","London Knights",12,0,1,1,0.08,100
"Michael Richards",1985-02-11,"C","Kitchener Rangers",4,0,1,1,0.25,100
"Mike Melinko",1983-02-14,"RW","Sault Ste. Marie Greyhounds",6,0,1,1,0.17,100
"Mike Ramsay",1984-09-13,"RW","Peterborough Petes",3,0,1,1,0.33,100
"Mike Smith",1982-11-22,"","Kingston Frontenacs",6,0,1,1,0.17,50
"Mike Smith",1981-02-23,"RW","Kingston Frontenacs",1,0,1,1,1,100
"Nathan Tennant",1982-10-15,"D","Plymouth Whalers",4,1,0,1,0.25,100
"Nick Vernelli",1983-01-02,"RW","North Bay Centennials",5,0,1,1,0.2,100
"Riley Moher",1982-06-27,"D","Sarnia Sting",5,0,1,1,0.2,100
"Rodney Bauman",1983-03-16,"D","Ottawa 67's",13,0,1,1,0.08,100
"Ryan Hare",1982-04-03,"C","Sarnia Sting",5,0,1,1,0.2,100
"Scott Heffernan",1982-03-09,"D","Toronto St. Michael's Majors",9,0,1,1,0.11,33
"Shawn Snider",1981-02-01,"C","Sudbury Wolves",5,0,1,1,0.2,50
"Steve Farquharson",1982-06-07,"RW","Barrie Colts",20,0,1,1,0.05,50
"T.J. Eason",1982-05-18,"D","Kitchener Rangers",4,0,1,1,0.25,100
"Tyler Leggo",1984-02-13,"C","Sudbury Wolves",5,0,1,1,0.2,100
"Zack Stortini",1985-09-11,"RW","Sudbury Wolves",5,1,0,1,0.2,100
"Adam Keefe",1984-04-26,"RW","Kitchener Rangers",3,0,0,0,0,NA
"Alan Nolan",1983-07-06,"LW","Sault Ste. Marie Greyhounds",5,0,0,0,0,NA
"Alex Butkus",1984-01-19,"LW","Guelph Storm",3,0,0,0,0,NA
"Alex Karaulchuk",1983-07-27,"C","Erie Otters",21,0,0,0,0,NA
"Andre Benoit",1984-01-06,"LW","Kitchener Rangers",4,0,0,0,0,0
"Andre Robichaud",1981-04-16,"D","Sarnia Sting",5,0,0,0,0,NA
"Andrew Brown",1983-07-05,"RW","Belleville Bulls",9,0,0,0,0,0
"Andrew Shennan",1985-02-19,"RW","Barrie Colts",16,0,0,0,0,0
"Anthony Butera",1984-09-14,"D","Sarnia Sting",4,0,0,0,0,NA
"Anthony Stewart",1985-01-05,"RW","Kingston Frontenacs",1,0,0,0,0,NA
"Ben Eager",1984-01-22,"LW","Oshawa Generals",5,0,0,0,0,0
"Bill Kinkel",1984-02-27,"LW","Kitchener Rangers",1,0,0,0,0,NA
"Bobby Chaumont",1984-11-21,"RW","Sudbury Wolves",5,0,0,0,0,0
"Brad Staubitz",1984-07-28,"D","Sault Ste. Marie Greyhounds",3,0,0,0,0,NA
"Brad Yeo",1981-03-18,"RW","Plymouth Whalers",6,0,0,0,0,NA
"Brandon McBride",1984-02-22,"C","Kingston Frontenacs",1,0,0,0,0,NA
"Brett Trudell",1984-02-15,"RW","Sault Ste. Marie Greyhounds",4,0,0,0,0,0
"Bryan Hamm",1984-01-01,"D","Peterborough Petes",4,0,0,0,0,NA
"Bryan Rodney",1984-04-22,"D","Kingston Frontenacs",1,0,0,0,0,NA
"Bryan Sansom",1984-04-15,"LW","North Bay Centennials",1,0,0,0,0,NA
"Bryan Thompson",1982-03-16,"RW","London Knights",11,0,0,0,0,0
"Cam Janssen",1984-04-15,"RW","Windsor Spitfires",10,0,0,0,0,NA
"Chad McCaffrey",1984-06-19,"C","Kitchener Rangers",4,0,0,0,0,NA
"Chad Thompson",1984-06-29,"D","London Knights",11,0,0,0,0,NA
"Chanse Fitzpatrick",1984-08-14,"RW","Sarnia Sting",1,0,0,0,0,NA
"Chris Bain",1984-11-27,"LW","London Knights",11,0,0,0,0,NA
"Chris Cook",1982-02-21,"LW","Kingston Frontenacs",1,0,0,0,0,NA
"Chris Hulit",1985-01-15,"RW","Oshawa Generals",1,0,0,0,0,NA
"Chris Martin",1983-08-02,"D","Erie Otters",21,0,0,0,0,0
"Chris Petrow",1984-06-05,"D","Oshawa Generals",5,0,0,0,0,0
"Cory Stillman",1983-03-02,"C","Kingston Frontenacs",1,0,0,0,0,NA
"Dan Buccella",1983-06-16,"LW","London Knights",3,0,0,0,0,NA
"Dan Speer",1984-12-05,"C","Sudbury Wolves",5,0,0,0,0,0
"Daniel Girardi",1984-04-29,"D","Barrie Colts",20,0,0,0,0,NA
"Daryl Knowles",1984-02-06,"LW","Toronto St. Michael's Majors",15,0,0,0,0,0
"David Herring",1984-02-22,"RW","Erie Otters",17,0,0,0,0,0
"David Liffiton",1984-10-18,"D","Plymouth Whalers",6,0,0,0,0,NA
"Dean Byvelds",1983-09-21,"LW","Sault Ste. Marie Greyhounds",6,0,0,0,0,NA
"Derek Hennessey",1982-07-08,"D","Guelph Storm",9,0,0,0,0,NA
"Derek Roy",1983-05-04,"C","Kitchener Rangers",4,0,0,0,0,0
"Drew Kivell",1983-02-04,"D","Kingston Frontenacs",1,0,0,0,0,NA
"Dustin VanBallegooie",1983-03-25,"D","Oshawa Generals",5,0,0,0,0,0
"Eric Larochelle",1984-07-07,"D","Guelph Storm",9,0,0,0,0,NA
"Evan Kotsopoulos",1984-03-24,"LW","Oshawa Generals",4,0,0,0,0,0
"Frank Burgio",1983-03-05,"D","Kingston Frontenacs",1,0,0,0,0,NA
"Frank Rediker",1985-03-15,"D","Windsor Spitfires",8,0,0,0,0,NA
"Frantisek Bakrlik",1983-06-02,"RW","Sarnia Sting",5,0,0,0,0,0
"Geoff Platt",1985-07-10,"C","North Bay Centennials",5,0,0,0,0,NA
"Greg Goodnough",1984-04-18,"RW","North Bay Centennials",4,0,0,0,0,NA
"Jake Gilmour",1984-07-19,"LW","Belleville Bulls",10,0,0,0,0,NA
"Jamie Tardif",1985-01-23,"C","Peterborough Petes",6,0,0,0,0,0
"Jeff Carter",1985-01-01,"C","Sault Ste. Marie Greyhounds",4,0,0,0,0,NA
"Jeff Luckovitch",1983-08-24,"D","Sarnia Sting",5,0,0,0,0,NA
"Jeff Shaw",1983-04-07,"D","Sudbury Wolves",5,0,0,0,0,NA
"Jeff Szwez",1981-07-16,"RW","Kitchener Rangers",4,0,0,0,0,0
"Jeff Whitfield",1985-02-06,"D","Sarnia Sting",5,0,0,0,0,NA
"Jerrod Smith",1984-05-04,"C","Toronto St. Michael's Majors",6,0,0,0,0,NA
"Jim Kehoe",1984-03-03,"D","Sudbury Wolves",5,0,0,0,0,NA
"John Dunphy",1982-02-09,"RW","Barrie Colts",5,0,0,0,0,NA
"John Osborne",1981-03-11,"LW","Kitchener Rangers",4,0,0,0,0,NA
"Jon Hedberg",1982-04-17,"D","Sault Ste. Marie Greyhounds",6,0,0,0,0,0
"Jordan Beirnes",1984-04-08,"LW","Oshawa Generals",5,0,0,0,0,NA
"Jordan Kennedy",1983-07-12,"D","Sault Ste. Marie Greyhounds",6,0,0,0,0,NA
"Jordan Smith",1985-11-04,"D","Sault Ste. Marie Greyhounds",2,0,0,0,0,NA
"Josh Manning",1984-06-17,"D","Oshawa Generals",4,0,0,0,0,NA
"Juris Stals",1982-08-04,"RW","Sarnia Sting",5,0,0,0,0,0
"Justin McCutcheon",1983-02-03,"RW","Kingston Frontenacs",1,0,0,0,0,NA
"Justin Suda",1984-09-29,"D","Kingston Frontenacs",1,0,0,0,0,NA
"Karl Stewart",1983-06-30,"C","Plymouth Whalers",6,0,0,0,0,0
"Leonid Zvachkin",1983-02-24,"D","Guelph Storm",9,0,0,0,0,NA
"Libor Ustrnul",1982-02-20,"D","Plymouth Whalers",2,0,0,0,0,NA
"Marc Lefebvre",1982-05-25,"LW","Sarnia Sting",5,0,0,0,0,NA
"Mark Flood",1984-09-29,"D","Peterborough Petes",6,0,0,0,0,NA
"Mark Mancari",1985-07-11,"RW","Ottawa 67's",2,0,0,0,0,0
"Mathew Iannetta",1982-04-16,"D","London Knights",9,0,0,0,0,NA
"Matt Grennier",1983-03-20,"C","Kitchener Rangers",4,0,0,0,0,0
"Matt Maccarone",1984-03-23,"C","Oshawa Generals",3,0,0,0,0,NA
"Matt Manias",1984-08-03,"D","Kitchener Rangers",1,0,0,0,0,NA
"Matt Puntureri",1985-06-17,"C","Guelph Storm",4,0,0,0,0,NA
"Michael Krelove",1984-06-04,"LW","Guelph Storm",4,0,0,0,0,NA
"Michael Nelson",1984-01-17,"RW","North Bay Centennials",1,0,0,0,0,NA
"Michal Kokavec",1983-03-01,"LW","Erie Otters",21,0,0,0,0,NA
"Mike Amodeo",1982-05-05,"LW","Kitchener Rangers",3,0,0,0,0,NA
"Mike Craigen",1982-03-16,"RW","Sarnia Sting",5,0,0,0,0,NA
"Mike Knight",1984-10-07,"D","Belleville Bulls",11,0,0,0,0,NA
"Mike Nelson",1981-02-23,"C","Oshawa Generals",5,0,0,0,0,NA
"Mike Self",1983-03-18,"D","Windsor Spitfires",7,0,0,0,0,NA
"Mike Sellan",1983-07-08,"D","Oshawa Generals",5,0,0,0,0,NA
"Mike Thompson",1984-06-01,"LW","North Bay Centennials",3,0,0,0,0,NA
"Nate Kiser",1982-05-04,"D","Plymouth Whalers",6,0,0,0,0,NA
"Nathan Horton",1985-05-02,"C","Oshawa Generals",5,0,0,0,0,0
"Neil Smith",1984-05-24,"D","Belleville Bulls",4,0,0,0,0,NA
"Nick Policelli",1981-05-26,"D","Kitchener Rangers",4,0,0,0,0,NA
"Niko Tuomi",1983-02-10,"D","Sault Ste. Marie Greyhounds",6,0,0,0,0,0
"Noel Coultice",1985-01-05,"D","Erie Otters",12,0,0,0,0,NA
"Oliver Maron",1983-09-30,"D","Belleville Bulls",10,0,0,0,0,NA
"Pat Montgomery",1982-08-06,"LW","Oshawa Generals",5,0,0,0,0,NA
"Pat Sutton",1984-04-26,"D","Sault Ste. Marie Greyhounds",1,0,0,0,0,NA
"Patrick Lamesse",1983-03-19,"C","Kingston Frontenacs",1,0,0,0,0,NA
"Paul Ballantyne",1982-07-16,"D","Sault Ste. Marie Greyhounds",6,0,0,0,0,0
"Paul Bissonnette",1985-03-11,"D","North Bay Centennials",5,0,0,0,0,NA
"Paul Ranger",1984-09-12,"D","Oshawa Generals",5,0,0,0,0,NA
"Phil Gibson",1984-03-26,"RW","Windsor Spitfires",2,0,0,0,0,NA
"Rafal Martynowski",1984-08-07,"C","Kitchener Rangers",4,0,0,0,0,NA
"Richard Spence",1981-03-25,"D","Oshawa Generals",3,0,0,0,0,NA
"Rob Hisey",1984-09-24,"C","Sault Ste. Marie Greyhounds",6,0,0,0,0,NA
"Ruslan Borysenko",1983-04-22,"D","Windsor Spitfires",15,0,0,0,0,NA
"Ryan Card",1984-02-18,"D","Peterborough Petes",6,0,0,0,0,NA
"Ryan Hastings",1985-08-03,"D","Sudbury Wolves",5,0,0,0,0,NA
"Ryan Rorabeck",1985-02-27,"C","Toronto St. Michael's Majors",9,0,0,0,0,NA
"Ryan Stokes",1983-06-23,"D","Barrie Colts",20,0,0,0,0,NA
"Ryan Thompson",1983-02-10,"RW","Guelph Storm",7,0,0,0,0,NA
"Sal Peralta",1983-07-11,"C","Windsor Spitfires",15,0,0,0,0,0
"Sam Skwarchuk",1984-02-05,"LW","Sudbury Wolves",5,0,0,0,0,0
"Sean Dixon",1981-02-22,"D","London Knights",12,0,0,0,0,NA
"Sean Langdon",1984-04-12,"C","Kingston Frontenacs",1,0,0,0,0,NA
"Sean McMorrow",1982-01-19,"D","Oshawa Generals",5,0,0,0,0,0
"Sean Stefanski",1983-09-10,"RW","Sault Ste. Marie Greyhounds",6,0,0,0,0,0
"Sean Thompson",1984-01-31,"LW","Plymouth Whalers",4,0,0,0,0,NA
"Shandor Alphonso",1984-05-24,"LW","Sudbury Wolves",5,0,0,0,0,NA
"Shane O'Brien",1983-08-09,"D","Kingston Frontenacs",1,0,0,0,0,NA
"Stephane Gervais",1982-10-22,"RW","Windsor Spitfires",7,0,0,0,0,NA
"Steve Cooke",1983-07-21,"C","Belleville Bulls",8,0,0,0,0,NA
"Steve Dix",1983-04-07,"D","North Bay Centennials",2,0,0,0,0,NA
"Steve Eminger",1983-10-31,"D","Kitchener Rangers",4,0,0,0,0,0
"Steve Phillips",1985-07-18,"C","Plymouth Whalers",2,0,0,0,0,NA
"Thomas Harrison",1984-03-11,"D","Kitchener Rangers",4,0,0,0,0,NA
"Tim Sestito",1984-08-28,"LW","Plymouth Whalers",6,0,0,0,0,NA
"Tobias Whelan",1983-10-28,"C","Oshawa Generals",5,0,0,0,0,NA
"Travis Chapman",1983-04-16,"D","Sudbury Wolves",5,0,0,0,0,0
"Trevor Daley",1983-10-09,"D","Sault Ste. Marie Greyhounds",6,0,0,0,0,0
"Trevor Hendrikx",1985-03-29,"D","Peterborough Petes",5,0,0,0,0,NA
