"Name","BD","Pos","Team","GP","EVG","EVA","EVPTS","EVPTS/G","EVPTS%"
"Nathan Aspinall",2006-03-30,"LW","Flint Firebirds",65,27,39,66,1.02,70
"Cooper Dennis",2007-05-07,"RW","Brantford Bulldogs",68,28,37,65,0.96,88
"Cole Beaudoin",2006-04-24,"C","Barrie Colts",54,26,32,58,1.07,65
"Egor Barabanov",2006-05-16,"C","Saginaw Spirit",68,17,40,57,0.84,63
"Marco Mignosa",2005-04-13,"RW","Soo Greyhounds",65,21,36,57,0.88,64
"Nikita Klepov",2008-06-27,"RW","Saginaw Spirit",67,21,35,56,0.84,58
"Riley Patterson",2006-03-22,"C","Niagara IceDogs",60,31,25,56,0.93,67
"Kieron Walton",2006-04-22,"LW","Peterborough Petes",62,28,27,55,0.89,62
"Dylan Edwards",2005-07-20,"LW","Kitchener Rangers",67,27,26,53,0.79,61
"Kevin He",2006-04-30,"LW","Flint Firebirds",60,30,23,53,0.88,69
"Marek Vanacker",2006-04-12,"LW","Brantford Bulldogs",60,29,24,53,0.88,65
"Caleb Malhotra",2008-06-02,"C","Brantford Bulldogs",67,20,31,51,0.76,61
"Jack Pridham",2005-10-08,"RW","Kitchener Rangers",65,24,27,51,0.78,57
"Jake O'Brien",2007-06-16,"C","Brantford Bulldogs",53,13,37,50,0.94,54
"Jimmy Lombardi",2007-02-16,"C","Flint Firebirds",65,24,26,50,0.77,69
"Ben Wilmott",2006-08-30,"C","Barrie Colts",66,18,30,48,0.73,73
"Liam Greentree",2006-01-01,"LW","Windsor Spitfires",52,29,19,48,0.92,65
"Cooper Foster",2005-06-04,"C","Ottawa 67's",66,16,30,46,0.7,70
"Adam Benak",2007-04-10,"C","Brantford Bulldogs",48,20,25,45,0.94,58
"Adam Novotný",2007-11-13,"LW","Peterborough Petes",58,25,19,44,0.76,68
"Christian Humphreys",2006-02-04,"LW","Kitchener Rangers",63,17,27,44,0.7,52
"Dima Zhilkin",2008-10-21,"LW","Saginaw Spirit",59,22,22,44,0.75,59
"Aiden Young",2007-04-18,"C","Peterborough Petes",62,15,27,42,0.68,72
"Owen Griffin",2007-04-08,"C","Oshawa Generals",66,19,23,42,0.64,63
