"Name","BD","Pos","Team","GP","EVG","EVA","EVPTS","EVPTS/G","EVPTS%"
"Marco Rossi",2001-09-23,"C","Ottawa 67's",56,31,49,80,1.43,67
"Cole Perfetti",2002-01-01,"LW","Saginaw Spirit",61,29,49,78,1.28,70
"Pavel Gogolev",2000-02-19,"LW","Guelph Storm",63,33,31,64,1.02,67
"Cam Hillis",2000-06-24,"C","Guelph Storm",62,23,40,63,1.02,76
"Evgeniy Oksentyuk",2001-02-27,"LW","Flint Firebirds",58,28,35,63,1.09,81
"Austen Keating",1999-03-07,"LW","Ottawa 67's",58,19,43,62,1.07,70
"Joseph Garreffa",1999-08-09,"RW","Ottawa 67's",52,26,36,62,1.19,69
"Connor McMichael",2001-01-15,"C","London Knights",52,29,29,58,1.12,57
"Philip Tomasino",2001-07-28,"C","Oshawa Generals",62,27,31,58,0.94,58
"Luke Evangelista",2002-02-21,"RW","London Knights",62,22,35,57,0.92,93
"Quinton Byfield",2002-08-19,"C","Sudbury Wolves",45,24,32,56,1.24,68
"Arthur Kaliyev",2001-06-26,"RW","Hamilton Bulldogs",57,27,27,54,0.95,55
"Cole Coskey",1999-06-01,"RW","Saginaw Spirit",62,22,31,53,0.85,66
"Jack Quinn",2001-09-19,"LW","Ottawa 67's",62,34,19,53,0.85,60
"Mitchell Hoelscher",2000-01-27,"C","Ottawa 67's",62,24,29,53,0.85,70
"Blake Murray",2001-07-05,"LW","Sudbury Wolves",63,27,25,52,0.83,72
"Cole Schwindt",2001-04-25,"C","Mississauga Steelheads",57,23,28,51,0.89,72
"Damien Giroux",2000-03-03,"LW","Saginaw Spirit",61,29,22,51,0.84,68
"Chad Yetman",2000-02-18,"C","Erie Otters",61,29,21,50,0.82,68
"Curtis Douglas",2000-03-06,"C","Windsor Spitfires",62,23,27,50,0.81,83
"Eric Uba",2000-12-17,"RW","Guelph Storm",63,25,25,50,0.79,86
"Akil Thomas",2000-01-02,"C","Peterborough Petes",49,17,32,49,1,58
"Liam Hawel",1999-04-18,"RW","Kitchener Rangers",54,16,33,49,0.91,69
"Nick Robertson",2001-09-11,"LW","Peterborough Petes",46,34,15,49,1.07,57
"Sean Josling",1999-03-22,"RW","Sarnia Sting",60,23,26,49,0.82,63
"Sergey Popov",2000-03-27,"LW","Owen Sound Attack",61,13,36,49,0.8,70
"Brett Neumann",1999-02-15,"C","Oshawa Generals",62,29,19,48,0.77,58
"Ty Tullio",2002-04-05,"C","Oshawa Generals",62,19,29,48,0.77,73
"Jonathan Gruden",2000-05-04,"LW","London Knights",59,22,25,47,0.8,71
"Liam Foudy",2000-02-04,"LW","London Knights",45,22,25,47,1.04,69
"Matej Pekar",2000-02-10,"LW","Sudbury Wolves",51,24,23,47,0.92,75
"Maxim Golod",2000-08-18,"LW","Erie Otters",63,16,31,47,0.75,60
"Ryan McGregor",1999-01-29,"C","Sarnia Sting",52,21,26,47,0.9,69
"Tyler Angle",2000-09-30,"C","Windsor Spitfires",62,22,25,47,0.76,70
"James Hardie",2002-01-18,"LW","Mississauga Steelheads",59,23,23,46,0.78,73
"Luke Moncada",2000-05-29,"C","North Bay Battalion",62,25,21,46,0.74,77
"Ty Dellandrea",2000-07-21,"C","Flint Firebirds",47,21,25,46,0.98,66
"Barret Kirwin",2000-02-18,"C","Owen Sound Attack",62,22,23,45,0.73,76
"Cody Morgan",2001-02-01,"C","Flint Firebirds",63,11,34,45,0.71,78
"David Levin",1999-09-16,"C","Sudbury Wolves",57,17,28,45,0.79,62
"Egor Afanasyev",2001-01-23,"LW","Windsor Spitfires",62,21,24,45,0.73,67
"Semyon Der-Arguchintsev",2000-09-15,"C","Peterborough Petes",55,9,36,45,0.82,60
"Brandon Coe",2001-12-01,"RW","North Bay Battalion",60,21,23,44,0.73,77
"Jack Wismer",2000-02-24,"RW","Flint Firebirds",62,22,22,44,0.71,81
"Noel Hoefenmayer",1999-01-06,"D","Ottawa 67's",58,18,26,44,0.76,54
"Rory Kerins",2002-04-12,"C","Soo Greyhounds",64,26,18,44,0.69,75
"Tyson Foerster",2002-01-18,"RW","Barrie Colts",62,16,28,44,0.71,55
"Zayde Wisdom",2002-07-07,"RW","Kingston Frontenacs",62,20,24,44,0.71,75
"Shane Wright",2004-01-05,"C","Kingston Frontenacs",58,27,16,43,0.74,65
"Zack Trott",2000-05-10,"LW","Soo Greyhounds",62,17,26,43,0.69,65
"Allan McShane",2000-02-14,"C","Oshawa Generals",62,14,28,42,0.68,63
"Jake Durham",1999-04-07,"RW","Flint Firebirds",63,16,26,42,0.67,78
"Jonathan Yantsis",1999-04-28,"RW","Kitchener Rangers",63,27,15,42,0.67,71
"Brad Chenier",1999-01-20,"LW","Sudbury Wolves",59,14,27,41,0.69,63
"DJ Busdeker",1999-09-25,"RW","Saginaw Spirit",62,13,28,41,0.66,72
"Jacob Perreault",2002-04-15,"RW","Sarnia Sting",57,24,17,41,0.72,59
"Riley Damiani",2000-03-20,"C","Kitchener Rangers",61,18,23,41,0.67,53
"Tye Kartye",2001-04-30,"LW","Soo Greyhounds",64,18,23,41,0.64,77
"Brady Lyle",1999-06-06,"D","Owen Sound Attack",62,12,28,40,0.65,62
"Daniel D'Amico",2001-01-26,"LW","Windsor Spitfires",61,17,23,40,0.66,80
"Ryan Suzuki",2001-05-28,"C","Saginaw Spirit",44,14,26,40,0.91,69
"Connor Roberts",2000-02-22,"RW","Flint Firebirds",61,14,25,39,0.64,91
"Ivan Lodnia",1999-08-31,"RW","Niagara IceDogs",41,21,18,39,0.95,63
"Ethan Cardwell",2002-08-30,"RW","Barrie Colts",63,18,20,38,0.6,81
"Kaleb Pearson",2000-06-15,"RW","Owen Sound Attack",62,23,15,38,0.61,73
"Macauley Carson",1999-03-12,"C","Sudbury Wolves",63,14,24,38,0.6,76
"Austen Swankler",2001-08-21,"C","Erie Otters",59,15,22,37,0.63,82
"Jan Jenik",2000-09-15,"C","Hamilton Bulldogs",27,16,21,37,1.37,66
"Mike Petizian",2001-02-20,"LW","Kitchener Rangers",63,18,19,37,0.59,86
"Owen Robinson",2000-03-09,"LW","Sudbury Wolves",63,12,25,37,0.59,80
"Ryan Roth",2000-07-20,"RW","Sarnia Sting",63,16,21,37,0.59,66
"Shane Bulitka",1999-07-09,"C","North Bay Battalion",62,13,24,37,0.6,71
"Declan McDonnell",2002-02-25,"RW","Kitchener Rangers",63,15,21,36,0.57,86
"Jamieson Rees",2001-02-26,"C","Sarnia Sting",39,9,27,36,0.92,59
"Richard Whittaker",2000-04-08,"LW","Mississauga Steelheads",57,16,20,36,0.63,82
"Riley McCourt",2000-06-26,"D","Flint Firebirds",63,12,24,36,0.57,58
"Zach Gallant",1999-03-06,"C","Peterborough Petes",59,15,21,36,0.61,55
"Antonio Stranges",2002-02-05,"LW","London Knights",61,17,18,35,0.57,88
"Cole MacKay",2001-06-13,"RW","Soo Greyhounds",64,13,22,35,0.55,69
"Declan Chisholm",2000-01-12,"D","Peterborough Petes",59,7,28,35,0.59,51
"Serron Noel",2000-08-08,"RW","Kitchener Rangers",48,12,23,35,0.73,74
"Aidan Brown",1999-09-23,"RW","Barrie Colts",57,13,21,34,0.6,72
"Francesco Pinelli",2003-04-11,"C","Kitchener Rangers",59,13,21,34,0.58,83
"Jason Willms",1999-02-08,"C","London Knights",60,11,23,34,0.57,64
"Oliver Castleman",1999-09-15,"LW","Niagara IceDogs",62,9,25,34,0.55,59
"Chase Stillman",2003-03-19,"RW","Sudbury Wolves",58,13,20,33,0.57,97
"Connor Corcoran",2000-08-07,"D","Windsor Spitfires",62,11,22,33,0.53,61
"Danny Katic",2000-08-04,"LW","Saginaw Spirit",62,12,21,33,0.53,92
"Keean Washkurak",2001-08-16,"C","Mississauga Steelheads",49,11,22,33,0.67,63
"Luke Boka",1999-06-12,"RW","Windsor Spitfires",59,16,17,33,0.56,92
"Mason McTavish",2003-01-30,"C","Peterborough Petes",57,24,9,33,0.58,79
"Nicholas Canade",2000-03-07,"LW","Mississauga Steelheads",51,14,19,33,0.65,82
"Reid Valade",2002-03-14,"LW","Kitchener Rangers",52,16,17,33,0.63,85
"Tyler Tucker",2000-03-01,"D","Flint Firebirds",55,14,19,33,0.6,59
"Hayden Fowler",2001-09-24,"RW","Erie Otters",52,12,20,32,0.62,76
"Jaromir Pytlik",2001-09-25,"C","Soo Greyhounds",56,12,20,32,0.57,64
"Mason Millman",2001-07-18,"D","Saginaw Spirit",58,11,21,32,0.55,73
"Ryan Merkley",2000-08-14,"D","London Knights",60,7,25,32,0.53,42
"Adam McMaster",2000-02-24,"C","Owen Sound Attack",60,14,17,31,0.52,74
"Aidan Dudas",2000-06-15,"C","Owen Sound Attack",48,11,20,31,0.65,58
"Alec Regula",2000-08-06,"D","London Knights",56,10,21,31,0.55,52
"Anthony Tabak",2001-12-06,"LW","Barrie Colts",67,9,22,31,0.46,74
"Blade Jenkins",2000-08-11,"C","Saginaw Spirit",47,13,18,31,0.66,78
"Brayden Guy",2001-03-03,"LW","Sarnia Sting",59,9,22,31,0.53,79
"Calvin Martin",1999-09-16,"RW","Mississauga Steelheads",56,15,16,31,0.55,78
"Evan Vierling",2002-06-20,"C","Barrie Colts",43,13,18,31,0.72,70
"Greg Meireles",1999-01-01,"C","Kitchener Rangers",48,16,15,31,0.65,48
"Jaden Peca",1999-05-18,"RW","Soo Greyhounds",63,11,20,31,0.49,72
"Josh Nelson",1999-05-27,"C","Barrie Colts",65,13,18,31,0.48,84
"Kyle MacLean",1999-04-29,"C","Oshawa Generals",51,8,23,31,0.61,67
"Liam Kirk",2000-01-03,"LW","Peterborough Petes",47,13,18,31,0.66,62
"Matthew Struthers",1999-12-26,"C","Owen Sound Attack",62,13,18,31,0.5,53
"Max Grondin",2000-07-04,"C","Peterborough Petes",60,13,18,31,0.52,94
"Nathan Dunkley",2000-03-05,"C","London Knights",62,12,19,31,0.5,91
"Riley Piercey",2002-03-20,"RW","Flint Firebirds",62,14,17,31,0.5,91
"Axel Bergkvist",2000-06-01,"D","Kitchener Rangers",62,6,24,30,0.48,58
"Jake Goldowski",2000-05-07,"RW","Saginaw Spirit",62,12,18,30,0.48,91
"Jordan Frasca",2001-07-05,"C","Kingston Frontenacs",58,12,18,30,0.52,70
"Keegan Stevenson",2000-12-31,"RW","Guelph Storm",63,11,19,30,0.48,70
"Kyen Sopa",2000-09-30,"RW","Erie Otters",52,12,18,30,0.58,65
"Liam Van Loon",2001-08-17,"LW","Hamilton Bulldogs",56,2,28,30,0.54,91
"Louka Henault",2001-01-31,"D","Windsor Spitfires",62,1,29,30,0.48,77
"Tag Bertuzzi",2001-02-18,"C","Hamilton Bulldogs",57,17,13,30,0.53,64
"Thomas Harley",2001-08-19,"D","Mississauga Steelheads",59,9,21,30,0.51,53
"Aidan Prueter",2001-12-21,"C","Mississauga Steelheads",55,9,20,29,0.53,88
"Billy Constantinou",2001-03-25,"D","Soo Greyhounds",60,7,22,29,0.48,55
"Brennan Othmann",2003-01-05,"LW","Flint Firebirds",55,14,15,29,0.53,88
"Dalton Duhart",2001-01-18,"LW","Saginaw Spirit",58,14,15,29,0.5,100
"Daniel D'Amato",2001-04-08,"RW","Erie Otters",63,15,14,29,0.46,91
"Joe Carroll",2001-02-01,"LW","Soo Greyhounds",52,17,12,29,0.56,72
"Matvey Guskov",2001-01-30,"LW","London Knights",62,15,14,29,0.47,97
"Will Cuylle",2002-02-05,"LW","Windsor Spitfires",62,15,14,29,0.47,69
"Brandt Clarke",2003-02-09,"D","Barrie Colts",57,6,22,28,0.49,74
"Danil Antropov",2000-12-20,"C","Saginaw Spirit",61,9,19,28,0.46,80
"Jean-Luc Foudy",2002-05-13,"C","Windsor Spitfires",59,11,17,28,0.47,65
"Luke Bignell",2000-11-03,"LW","Barrie Colts",54,10,18,28,0.52,76
"Mitchell Russell",2001-03-06,"RW","North Bay Battalion",51,16,12,28,0.55,67
"Sam Bitten",2000-03-21,"LW","Sarnia Sting",52,10,18,28,0.54,88
"Camaryn Baber",2001-04-04,"C","Saginaw Spirit",59,9,18,27,0.46,100
"Cole Purboo",1999-06-18,"RW","Windsor Spitfires",59,14,13,27,0.46,61
"Jacob LeGuerrier",2000-11-22,"D","Soo Greyhounds",61,6,21,27,0.44,87
"Wyatt Johnston",2003-05-14,"C","Windsor Spitfires",53,12,15,27,0.51,90
"Alec Belanger",2002-05-29,"D","Ottawa 67's",61,8,18,26,0.43,81
"Dustin Hutton",2001-09-22,"LW","Kingston Frontenacs",51,6,20,26,0.51,93
"Logan Morrison",2002-07-09,"C","Hamilton Bulldogs",59,14,12,26,0.44,58
"Robert Calisti",2001-01-25,"D","Soo Greyhounds",64,9,17,26,0.41,52
"Vitali Pinchuk",2002-01-11,"LW","Kingston Frontenacs",54,11,15,26,0.48,76
"Vladislav Kolyachonok",2001-05-26,"D","Flint Firebirds",53,12,14,26,0.49,79
"Cedric Ralph",1999-01-21,"C","Guelph Storm",46,11,14,25,0.54,71
"Donovan Sebrango",2002-01-12,"D","Kitchener Rangers",56,5,20,25,0.45,83
"Emmett Serensits",2000-01-07,"D","Sudbury Wolves",63,1,24,25,0.4,100
"Jack Phibbs",1999-03-05,"C","Flint Firebirds",61,14,11,25,0.41,89
"Jamie Drysdale",2002-04-08,"D","Erie Otters",49,6,19,25,0.51,53
"Nolan Hutcheson",2000-06-26,"LW","Sudbury Wolves",55,12,13,25,0.45,89
"Ty Voit",2003-06-10,"RW","Sarnia Sting",49,7,18,25,0.51,89
"Brendan Sellan",2001-01-23,"LW","Erie Otters",63,8,16,24,0.38,83
"Emmett Sproule",2001-03-19,"LW","Erie Otters",63,11,13,24,0.38,96
"Alex Johnston",2001-11-19,"C","Soo Greyhounds",64,10,13,23,0.36,88
"Billy Moskal",2000-03-22,"C","London Knights",58,11,12,23,0.4,85
"Brett Harrison",2003-06-07,"C","Oshawa Generals",58,14,9,23,0.4,62
"Dennis Busby",2000-01-06,"D","Flint Firebirds",63,4,19,23,0.37,85
"Isaak Phillips",2001-09-28,"D","Sudbury Wolves",63,8,15,23,0.37,88
"Jake Uberti",2002-03-07,"C","Niagara IceDogs",57,11,12,23,0.4,70
"Kevin Bahl",2000-06-27,"D","Ottawa 67's",54,5,18,23,0.43,74
"Michael Vukojevic",2001-06-08,"D","Kitchener Rangers",63,3,20,23,0.37,77
"Nick Wong",2001-09-17,"RW","Kingston Frontenacs",61,7,16,23,0.38,72
"Owen Gilhula",2000-05-11,"RW","Sudbury Wolves",51,12,11,23,0.45,70
"Victor Hadfield",2000-09-21,"LW","Barrie Colts",46,7,16,23,0.5,88
"Avery Hayes",2002-10-10,"RW","Hamilton Bulldogs",42,11,11,22,0.52,76
"Brendan Hoffmann",2001-10-09,"RW","Erie Otters",62,12,10,22,0.35,96
"Daniil Chayka",2002-10-22,"D","Guelph Storm",56,9,13,22,0.39,65
"Daylon Groulx",2000-06-07,"RW","Ottawa 67's",60,12,10,22,0.37,81
"Ethan Keppen",2001-03-20,"LW","Flint Firebirds",44,10,12,22,0.5,76
"Hunter Skinner",2001-04-29,"D","London Knights",62,5,17,22,0.35,69
"Ilya Solovyov",2000-07-20,"D","Saginaw Spirit",53,6,16,22,0.42,55
"Martin Chromiak",2002-08-20,"LW","Kingston Frontenacs",28,7,15,22,0.79,67
"Ryan Stepien",2001-09-19,"RW","Oshawa Generals",61,8,14,22,0.36,88
