"Name","BD","Pos","Team","GP","EVG","EVA","EVPTS","EVPTS/G","EVPTS%"
"Martin St. Pierre",1983-08-11,"C","Guelph Storm",68,35,33,68,1,62
"Eric Himelfarb",1983-01-01,"C","Kingston Frontenacs",67,21,39,60,0.9,56
"Corey Locke",1984-05-08,"C","Ottawa 67's",65,28,31,59,0.91,50
"Corey Perry",1985-05-16,"RW","London Knights",66,19,37,56,0.85,50
"Daniel Paille",1984-04-15,"C","Guelph Storm",59,24,29,53,0.9,66
"Matt Ryan",1983-11-12,"C","Guelph Storm",68,27,26,53,0.78,69
"Michael Richards",1985-02-11,"C","Kitchener Rangers",58,25,26,51,0.88,57
"Stefan Ruzicka",1985-02-17,"RW","Owen Sound Attack",62,29,22,51,0.82,71
"Mark Mancari",1985-07-11,"RW","Ottawa 67's",67,23,27,50,0.75,77
"Brett Trudell",1984-02-15,"RW","Guelph Storm",68,14,34,48,0.71,72
"Rob Hisey",1984-09-24,"C","Erie Otters",63,19,29,48,0.76,50
"Scott Sheppard",1983-09-28,"RW","London Knights",68,16,31,47,0.69,53
"Wojtek Wolski",1986-02-24,"LW","Brampton Battalion",66,20,27,47,0.71,67
"Joey Tenute",1983-04-02,"C","Sarnia Sting",58,13,33,46,0.79,59
"Dylan Hunter",1985-05-21,"LW","London Knights",64,18,27,45,0.7,57
"Rafal Martynowski",1984-08-07,"LW","Sudbury Wolves",66,16,29,45,0.68,71
"Rob Hennigar",1983-04-04,"C","Windsor Spitfires",68,22,23,45,0.66,57
"Adam Henrich",1984-01-19,"LW","Brampton Battalion",65,26,18,44,0.68,76
"Brad Efthimiou",1984-10-12,"RW","Mississauga IceDogs",68,15,29,44,0.65,59
"Ryan Callahan",1985-03-21,"RW","Guelph Storm",68,22,21,43,0.63,63
"Daniel Sisca",1983-06-16,"C","Sarnia Sting",67,20,22,42,0.63,42
"John Mitchell",1985-01-22,"C","Plymouth Whalers",65,20,22,42,0.65,51
"Patrick Jarrett",1984-02-06,"C","Owen Sound Attack",67,16,26,42,0.63,58
"Patrick O'Sullivan",1985-02-01,"C","Mississauga IceDogs",53,20,22,42,0.79,51
"Ryan Ramsay",1983-05-18,"C","Plymouth Whalers",61,19,23,42,0.69,55
"Bobby Chaumont",1984-11-21,"RW","Sudbury Wolves",68,20,21,41,0.6,65
"Marc Rancourt",1984-04-28,"LW","Belleville Bulls",66,10,30,40,0.61,66
"Nick Lees",1983-10-22,"C","Saginaw Spirit",65,28,12,40,0.62,59
"Brandon McBride",1984-02-22,"C","Oshawa Generals",63,19,20,39,0.62,76
"Jeff Carter",1985-01-01,"C","Sault Ste. Marie Greyhounds",57,19,20,39,0.68,59
"John Hecimovic",1984-03-31,"RW","Sarnia Sting",68,18,21,39,0.57,63
"Liam Reddox",1986-01-27,"LW","Peterborough Petes",68,21,18,39,0.57,61
"Alex Karaulchuk",1983-07-27,"C","Erie Otters",64,11,27,38,0.59,69
"Bryan Little",1987-11-12,"C","Barrie Colts",64,23,15,38,0.59,66
"Bryan Rodney",1984-04-22,"D","Kingston Frontenacs",67,8,30,38,0.57,50
"Cory Stillman",1983-03-02,"C","Barrie Colts",64,16,22,38,0.59,64
"Julian Talbot",1985-03-24,"C","Ottawa 67's",68,11,27,38,0.56,78
"Tyler Donati",1986-10-17,"RW","Oshawa Generals",65,17,21,38,0.58,68
"Evan McGrath",1986-01-14,"C","Kitchener Rangers",68,11,26,37,0.54,73
"Scott Dobben",1983-04-10,"LW","Sault Ste. Marie Greyhounds",63,21,16,37,0.59,64
"Anthony Stewart",1985-01-05,"RW","Kingston Frontenacs",53,21,15,36,0.68,62
"Brandon Prust",1984-03-16,"LW","London Knights",64,10,26,36,0.56,69
"Chad Painchaud",1986-05-27,"RW","Mississauga IceDogs",68,15,21,36,0.53,86
"Jesse Boucher",1983-04-19,"LW","Kitchener Rangers",61,17,19,36,0.59,75
"Jeffrey Doyle",1983-01-10,"RW","Sault Ste. Marie Greyhounds",56,14,21,35,0.62,74
"John Scott Dickson",1984-04-10,"LW","Windsor Spitfires",67,17,18,35,0.52,67
"John Vigilante",1985-05-24,"LW","Plymouth Whalers",66,17,18,35,0.53,51
"Ryan Garlock",1986-04-24,"C","Windsor Spitfires",52,11,24,35,0.67,74
"Danny McDonald",1984-02-15,"LW","Kingston Frontenacs",67,11,23,34,0.51,56
"David Bolland",1986-06-05,"RW","London Knights",65,18,16,34,0.52,51
"Petr Kanko",1984-02-07,"RW","Kitchener Rangers",55,12,22,34,0.62,50
"Ben Eager",1984-01-22,"LW","Oshawa Generals",61,19,14,33,0.54,63
"Craig Kennedy",1983-04-24,"RW","Windsor Spitfires",60,12,21,33,0.55,58
"Daniel Carcillo",1985-01-28,"LW","Sarnia Sting",61,18,15,33,0.54,56
"Jamie Tardif",1985-01-23,"C","Peterborough Petes",64,16,17,33,0.52,62
"Andre Benoit",1984-01-06,"D","Kitchener Rangers",65,12,20,32,0.49,43
"Colt King",1983-03-04,"LW","Sarnia Sting",57,12,20,32,0.56,73
"Kamil Kreps",1984-11-18,"C","Brampton Battalion",57,12,20,32,0.56,70
"Paul McFarland",1985-12-06,"LW","Kitchener Rangers",59,11,21,32,0.54,94
"Peter Tsimikalis",1986-01-10,"C","Ottawa 67's",60,9,23,32,0.53,52
"Tom Zanoski",1984-03-03,"LW","Mississauga IceDogs",63,8,24,32,0.51,70
"B.J. Crombeen",1985-07-10,"RW","Barrie Colts",62,14,17,31,0.5,62
"Brad Bonello",1984-04-15,"LW","Peterborough Petes",61,13,18,31,0.51,65
"Cody Thornton",1986-07-16,"RW","Belleville Bulls",65,16,15,31,0.48,70
"Jonas Fiedler",1984-05-29,"LW","Plymouth Whalers",63,11,20,31,0.49,67
"Nathan O'Nabigon",1983-05-09,"LW","Kitchener Rangers",68,19,12,31,0.46,61
"Sal Peralta",1983-07-11,"C","Toronto St. Michael's Majors",68,15,16,31,0.46,55
"Sean Courtney",1985-10-16,"C","Saginaw Spirit",60,13,18,31,0.52,74
"Danny Bois",1983-06-01,"RW","London Knights",52,9,21,30,0.58,77
"James Wisniewski",1984-02-24,"D","Plymouth Whalers",50,5,25,30,0.6,43
"Jordan Morrison",1986-06-06,"C","Peterborough Petes",66,12,18,30,0.45,67
"Matthew Albiani",1983-02-14,"C","Ottawa 67's",64,7,23,30,0.47,64
"Mike Roelofsen",1987-03-19,"C","Belleville Bulls",67,13,17,30,0.45,75
"Sean Stefanski",1983-09-10,"RW","Sudbury Wolves",63,13,17,30,0.48,86
"Adam Berti",1986-07-01,"LW","Oshawa Generals",66,8,21,29,0.44,63
"Adam Keefe",1984-04-26,"RW","Kitchener Rangers",67,13,16,29,0.43,76
"Josh Patterson",1983-01-22,"LW","Erie Otters",63,13,16,29,0.46,78
"Tyler Kennedy",1986-07-15,"C","Sault Ste. Marie Greyhounds",63,14,15,29,0.46,69
"Brad Horan",1983-05-15,"RW","Kingston Frontenacs",65,19,9,28,0.43,61
"Chris Clayton",1983-09-28,"RW","Brampton Battalion",56,10,18,28,0.5,78
"Chris Hulit",1985-01-15,"RW","Oshawa Generals",67,13,15,28,0.42,67
"Cory Vitarelli",1985-06-30,"LW","Toronto St. Michael's Majors",66,18,10,28,0.42,60
"Craig Voakes",1986-01-02,"C","Kitchener Rangers",68,11,17,28,0.41,68
"Dennis Wideman",1983-03-20,"D","London Knights",60,12,16,28,0.47,43
"Matt Maccarone",1984-03-23,"C","Sudbury Wolves",70,10,18,28,0.4,82
"Rob Schremp",1986-07-01,"C","London Knights",63,14,14,28,0.44,37
"Tim Brent",1984-03-10,"C","Toronto St. Michael's Majors",53,15,13,28,0.53,42
"Zack Stortini",1985-09-11,"RW","Sudbury Wolves",62,15,13,28,0.45,76
"Daniel Ryder",1987-01-12,"C","Peterborough Petes",63,9,18,27,0.43,52
"Jeff Larsh",1985-01-24,"RW","Sault Ste. Marie Greyhounds",58,11,16,27,0.47,84
"Jesse Gimblett",1985-01-04,"LW","Saginaw Spirit",66,10,17,27,0.41,82
"Rodney Bauman",1983-03-16,"LW","Ottawa 67's",49,10,17,27,0.55,60
"Ryan Rorabeck",1985-02-27,"C","Toronto St. Michael's Majors",64,9,18,27,0.42,56
"Andre Deveaux",1984-02-23,"RW","Owen Sound Attack",64,8,18,26,0.41,57
"David Lomas",1985-03-21,"RW","Windsor Spitfires",68,11,15,26,0.38,62
"Ryan Oulahen",1985-03-26,"C","Brampton Battalion",57,12,14,26,0.46,74
"Blair Jarrett",1984-10-25,"RW","Mississauga IceDogs",59,11,14,25,0.42,74
"Bryan Bickell",1986-03-09,"LW","Ottawa 67's",59,17,8,25,0.42,69
"Darryl Lloyd",1984-02-10,"C","Windsor Spitfires",68,15,10,25,0.37,76
"John Adams",1986-07-03,"C","Belleville Bulls",65,12,13,25,0.38,74
"Chad McCaffrey",1984-06-19,"C","Belleville Bulls",62,10,14,24,0.39,67
