"Name","BD","Pos","Team","GP","EVG","EVA","EVPTS","EVPTS/G","EVPTS%"
"Mark Scheifele",1993-03-15,"C","Barrie Colts",21,10,19,29,1.38,71
"Max Domi",1995-03-02,"C","London Knights",21,8,11,19,0.9,59
"Zach Hall",1993-04-29,"C","Barrie Colts",19,4,15,19,1,68
"Alex Broadhurst",1993-03-07,"C","London Knights",21,5,12,17,0.81,61
"Andreas Athanasiou",1994-08-06,"LW","Barrie Colts",22,7,10,17,0.77,68
"Chris Tierney",1994-07-01,"C","London Knights",21,5,12,17,0.81,81
"Brendan Gaunce",1994-03-25,"C","Belleville Bulls",17,7,9,16,0.94,73
"Vincent Trocheck",1993-07-11,"C","Plymouth Whalers",15,6,10,16,1.07,67
"Bo Horvat",1995-04-05,"LW","London Knights",21,10,5,15,0.71,65
"Mitchell Theoret",1993-06-08,"C","Barrie Colts",20,11,4,15,0.75,71
"Ryan Rupert",1994-06-02,"C","London Knights",21,9,6,15,0.71,75
"Seth Griffith",1993-01-04,"RW","London Knights",21,7,8,15,0.71,60
"Tyler Graovac",1993-04-27,"C","Belleville Bulls",15,3,12,15,1,68
"Stefan Noesen",1993-02-12,"LW","Plymouth Whalers",15,7,7,14,0.93,74
"Anthony Camara",1993-09-04,"LW","Barrie Colts",16,8,5,13,0.81,81
"Tom Wilson",1994-03-29,"RW","Plymouth Whalers",12,6,7,13,1.08,76
"Scott Laughton",1994-05-30,"C","Oshawa Generals",7,6,6,12,1.71,92
"Austen Brassard",1993-01-14,"RW","Belleville Bulls",17,5,6,11,0.65,92
"Connor Carrick",1994-04-13,"D","Plymouth Whalers",15,1,9,10,0.67,56
"Daniil Zharkov",1994-02-06,"LW","Belleville Bulls",17,4,6,10,0.59,83
"Steven Beyers",1992-06-12,"RW","Barrie Colts",22,4,6,10,0.45,48
"Alan Quine",1993-02-25,"C","Belleville Bulls",17,6,3,9,0.53,60
"Joseph Cramarossa",1992-10-26,"C","Belleville Bulls",17,5,4,9,0.53,100
"Mitchell Heard",1992-03-12,"C","Plymouth Whalers",14,5,4,9,0.64,69
"Aaron Ekblad",1996-02-07,"D","Barrie Colts",22,3,5,8,0.36,47
"Erik Bradford",1994-10-19,"C","Barrie Colts",22,2,6,8,0.36,80
"Gemel Smith",1994-04-16,"C","Owen Sound Attack",12,6,2,8,0.67,80
"Jonathan Laser",1994-08-17,"D","Barrie Colts",22,1,7,8,0.36,100
"Michael Curtis",1993-01-26,"LW","Belleville Bulls",17,0,8,8,0.47,89
"Rickard Rakell",1993-05-05,"C","Plymouth Whalers",15,4,4,8,0.53,53
"Sebastian Uvira",1993-01-26,"RW","Plymouth Whalers",15,3,5,8,0.53,100
"Zach Nastasiuk",1995-03-30,"RW","Owen Sound Attack",12,2,6,8,0.67,73
"Garrett Meurs",1993-01-12,"RW","Plymouth Whalers",15,3,4,7,0.47,50
"Jake Cardwell",1992-05-24,"D","Belleville Bulls",17,3,4,7,0.41,70
"Remi Elie",1995-04-16,"LW","London Knights",21,4,3,7,0.33,88
"Scott Sabourin",1992-07-30,"RW","Oshawa Generals",9,4,3,7,0.78,100
"Scott Simmonds",1993-08-29,"LW","Belleville Bulls",11,2,5,7,0.64,78
"Boone Jenner",1993-06-15,"C","Oshawa Generals",9,1,5,6,0.67,75
"Carter Sandlak",1993-05-18,"LW","Belleville Bulls",15,4,2,6,0.4,86
"Cody Ceci",1993-12-21,"D","Owen Sound Attack",12,0,6,6,0.5,60
"Daniel Catenacci",1993-03-09,"C","Owen Sound Attack",12,2,4,6,0.5,67
"Ryan Hartman",1994-09-20,"LW","Plymouth Whalers",9,4,2,6,0.67,100
"Artur Gavrus",1994-01-03,"C","Owen Sound Attack",12,3,2,5,0.42,62
"Brady Austin",1993-06-16,"D","Belleville Bulls",17,0,5,5,0.29,100
"Brett Welychka",1994-03-03,"C","London Knights",16,3,2,5,0.31,83
"Colin Miller",1992-10-29,"D","Sault Ste. Marie Greyhounds",6,1,4,5,0.83,71
"Dominik Kubalik",1995-08-21,"LW","Sudbury Wolves",9,3,2,5,0.56,83
"Eric Ming",1993-03-31,"RW","Kitchener Rangers",10,2,3,5,0.5,100
"Holden Cook",1994-07-28,"C","Owen Sound Attack",12,4,1,5,0.42,100
"Jake Dotchin",1994-03-24,"D","Barrie Colts",17,1,4,5,0.29,100
"Josh Brown",1994-01-21,"D","Oshawa Generals",9,1,4,5,0.56,100
"Kyle Platzer",1995-03-04,"RW","London Knights",21,2,3,5,0.24,83
"Michael Dal Colle",1996-06-20,"LW","Oshawa Generals",9,2,3,5,0.56,100
"Michael Schumacher",1993-08-25,"LW","Sault Ste. Marie Greyhounds",6,3,2,5,0.83,83
"Olli Maatta",1994-08-22,"D","London Knights",21,1,4,5,0.24,36
"Paxton Leroux",1993-02-22,"D","London Knights",14,1,4,5,0.36,100
"Steven Shipley",1992-04-22,"LW","Niagara IceDogs",5,2,3,5,1,100
"Zach Lorentz",1993-01-19,"LW","Plymouth Whalers",15,1,4,5,0.33,100
"Barclay Goodrow",1993-02-26,"RW","Brampton Battalion",5,2,2,4,0.8,80
"Bradley  Latour",1995-09-13,"RW","Oshawa Generals",9,3,1,4,0.44,80
"Dakota Mermis",1994-01-05,"D","London Knights",21,1,3,4,0.19,100
"Daniel Milne",1994-03-24,"LW","Owen Sound Attack",12,1,3,4,0.33,100
"Darnell Nurse",1995-02-04,"D","Sault Ste. Marie Greyhounds",6,1,3,4,0.67,100
"Garrett Hooey",1994-06-02,"C","Belleville Bulls",17,2,2,4,0.24,67
"Gianluca Curcuruto",1994-02-25,"D","Plymouth Whalers",11,2,2,4,0.36,44
"Jordan Subban",1995-03-03,"D","Belleville Bulls",17,2,2,4,0.24,80
"Mathew Campagna",1994-03-09,"C","Sudbury Wolves",9,1,3,4,0.44,50
"Matt Mistele",1995-10-17,"LW","Plymouth Whalers",9,2,2,4,0.44,80
"Matt Petgrave",1992-01-29,"D","Oshawa Generals",9,1,3,4,0.44,80
"Nick Malysa",1993-04-11,"D","Plymouth Whalers",15,0,4,4,0.27,80
"Tobias Rieder",1993-01-10,"RW","Kitchener Rangers",9,0,4,4,0.44,33
"Tyler Ferry",1992-12-09,"D","London Knights",21,1,3,4,0.19,80
"Tyson Fawcett",1993-06-08,"C","Barrie Colts",22,0,4,4,0.18,67
"Alex Lepkowski",1993-04-08,"D","Barrie Colts",22,2,1,3,0.14,75
"Alex Yuill",1995-05-27,"D","Barrie Colts",18,1,2,3,0.17,100
"Andrey Pedan",1993-07-03,"D","Guelph Storm",5,2,1,3,0.6,75
"Anthony DiFruscia",1995-04-20,"LW","Niagara IceDogs",5,2,1,3,0.6,100
