"Name","BD","Pos","Team","GP","EVG","EVA","EVPTS","EVPTS/G","EVPTS%"
"Nick Suzuki",1999-08-10,"C","Guelph Storm",24,13,16,29,1.21,69
"Isaac Ratcliffe",1999-02-15,"LW","Guelph Storm",24,12,10,22,0.92,73
"Lucas Chiodo",1998-10-31,"LW","Ottawa 67's",18,8,13,21,1.17,72
"MacKenzie Entwistle",1999-07-14,"C","Guelph Storm",24,6,13,19,0.79,90
"Kyle Maksimovich",1998-03-10,"LW","Ottawa 67's",16,7,11,18,1.12,82
"Alexey Toropchenko",1999-06-25,"RW","Guelph Storm",24,11,5,16,0.67,84
"Sasha Chmelevski",1999-06-09,"C","Ottawa 67's",18,8,8,16,0.89,52
"Sean Durzi",1998-10-21,"D","Guelph Storm",24,1,15,16,0.67,59
"Brady Gilmour",1999-04-18,"C","Saginaw Spirit",17,3,12,15,0.88,83
"Owen Tippett",1999-02-16,"RW","Saginaw Spirit",17,10,5,15,0.88,68
"Morgan Frost",1999-05-14,"C","Sault Ste. Marie Greyhounds",11,7,6,13,1.18,72
"Tye Felhaber",1998-08-05,"RW","Ottawa 67's",18,9,4,13,0.72,46
"Barrett Hayton",2000-06-09,"C","Sault Ste. Marie Greyhounds",11,4,8,12,1.09,75
"Dmitri Samorukov",1999-06-16,"D","Guelph Storm",24,5,7,12,0.5,43
"Liam Foudy",2000-02-04,"LW","London Knights",11,6,6,12,1.09,100
"Marco Rossi",2001-09-23,"C","Ottawa 67's",17,3,9,12,0.71,55
"Domenico Commisso",1998-02-19,"C","Guelph Storm",24,4,7,11,0.46,100
"Jaden Peca",1999-05-18,"RW","Sault Ste. Marie Greyhounds",10,3,8,11,1.1,85
"Mitchell Hoelscher",2000-01-27,"C","Ottawa 67's",18,5,6,11,0.61,85
"Nate Schnarr",1999-02-25,"RW","Guelph Storm",24,4,7,11,0.46,58
"Ryan McLeod",1999-09-21,"C","Saginaw Spirit",17,5,6,11,0.65,92
"Liam Hawel",1999-04-18,"C","Guelph Storm",24,3,7,10,0.42,77
"Alex Formenton",1999-09-13,"LW","London Knights",11,2,7,9,0.82,50
"Cedric Ralph",1999-01-21,"LW","Guelph Storm",24,4,5,9,0.38,100
"Cole Perfetti",2002-01-01,"LW","Saginaw Spirit",16,5,4,9,0.56,64
"Damien Giroux",2000-03-03,"LW","Saginaw Spirit",17,7,2,9,0.53,69
"Evan Bouchard",1999-10-20,"D","London Knights",11,4,5,9,0.82,43
"Keeghan Howdeshell",1998-02-24,"LW","Sault Ste. Marie Greyhounds",11,4,5,9,0.82,75
"Kody Clark",1999-10-13,"RW","Ottawa 67's",18,2,7,9,0.5,64
"Kyle MacLean",1999-04-29,"C","Oshawa Generals",15,3,6,9,0.6,69
"Noel Hoefenmayer",1999-01-06,"D","Ottawa 67's",18,3,6,9,0.5,47
