"Name","BD","Pos","Team","GP","EVG","EVA","EVPTS","EVPTS/G","EVPTS%"
"Zack Torquato",1989-06-08,"C","Erie Otters",68,22,43,65,0.96,70
"Tyler Seguin",1992-01-31,"C","Plymouth Whalers",63,35,28,63,1,59
"Cody Lindsay",1990-05-29,"C","Ottawa 67's",68,34,27,61,0.9,74
"Mike Cazzola",1991-03-08,"C","Erie Otters",68,29,32,61,0.9,71
"Jordan Skellett",1989-11-22,"C","Saginaw Spirit",66,18,40,58,0.88,66
"Tyler Toffoli",1992-04-24,"RW","Ottawa 67's",65,27,30,57,0.88,72
"Luke Pither",1989-04-26,"C","Barrie Colts",67,17,39,56,0.84,60
"Taylor Beck",1991-05-13,"RW","Guelph Storm",61,22,34,56,0.92,60
"Eric Wellwood",1990-03-06,"LW","Windsor Spitfires",65,26,29,55,0.85,81
"Justin Shugg",1991-12-24,"RW","Windsor Spitfires",67,28,27,55,0.82,70
"Taylor Hall",1991-11-14,"LW","Windsor Spitfires",57,22,33,55,0.96,52
"Bryan Cameron",1989-02-25,"RW","Barrie Colts",62,35,17,52,0.84,67
"Greg McKegg",1992-06-17,"C","Erie Otters",67,19,32,51,0.76,60
"Nazem Kadri",1990-10-06,"C","London Knights",56,21,30,51,0.91,55
"Anthony Luciani",1990-05-13,"RW","Erie Otters",68,31,18,49,0.72,72
"Robby Mignardi",1990-06-28,"RW","Owen Sound Attack",67,25,24,49,0.73,73
"Adam Henrique",1990-02-06,"C","Windsor Spitfires",54,25,23,48,0.89,62
"Alex Hutchings",1990-11-07,"RW","Barrie Colts",68,28,20,48,0.71,59
"Andrew Agozzino",1991-01-03,"C","Niagara IceDogs",66,28,20,48,0.73,73
"Andrew Yogan",1991-12-04,"C","Erie Otters",63,21,27,48,0.76,87
"Marcus Carroll",1989-01-15,"C","Owen Sound Attack",67,19,29,48,0.72,77
"Michael Latta",1991-05-25,"C","Guelph Storm",58,23,25,48,0.83,66
"Joe Pleckaitis",1989-06-13,"LW","Kingston Frontenacs",64,19,28,47,0.73,85
"Eric O'Dell",1990-06-21,"C","Sudbury Wolves",68,23,22,45,0.66,66
"Pat Daley",1989-04-08,"RW","Peterborough Petes",64,16,29,45,0.7,62
"Peter Holland",1991-01-14,"C","Guelph Storm",59,19,26,45,0.76,56
"Chris MacKinnon",1989-07-07,"LW","Kitchener Rangers",64,13,31,44,0.69,49
"Jeff Skinner",1992-05-16,"C","Kitchener Rangers",64,28,16,44,0.69,49
"Jeremy Morin",1991-04-16,"LW","Kitchener Rangers",58,24,20,44,0.76,53
"Thomas Nesbitt",1990-06-20,"RW","Ottawa 67's",68,25,19,44,0.65,77
"Jason Akeson",1990-06-03,"RW","Kitchener Rangers",65,16,27,43,0.66,54
"Josh Shalla",1991-09-25,"LW","Saginaw Spirit",68,20,23,43,0.63,66
"Matt Puempel",1993-01-24,"LW","Peterborough Petes",59,22,21,43,0.73,67
"Kyle Clifford",1991-01-13,"LW","Barrie Colts",58,18,24,42,0.72,74
"Nathan Moon",1990-01-04,"C","Kingston Frontenacs",65,17,25,42,0.65,61
"Anthony Nigro",1990-01-11,"LW","Ottawa 67's",61,10,31,41,0.67,66
"Garrett Wilson",1991-03-16,"LW","Owen Sound Attack",65,23,18,41,0.63,66
"Greg Nemisz",1990-06-05,"RW","Windsor Spitfires",51,21,20,41,0.8,59
"Mathew Sisca",1990-10-30,"C","Guelph Storm",68,23,18,41,0.6,63
"Ryan Martindale",1991-10-27,"C","Ottawa 67's",61,13,28,41,0.67,68
"Steven Shipley",1992-04-22,"C","Owen Sound Attack",68,17,24,41,0.6,65
"Steven Tarasuk",1989-11-01,"D","London Knights",67,13,28,41,0.61,61
"Zach Harnden",1989-09-23,"RW","Kingston Frontenacs",65,15,26,41,0.63,68
"Alex Friesen",1991-01-30,"C","Niagara IceDogs",60,18,22,40,0.67,67
"Ethan Werek",1991-06-07,"C","Kingston Frontenacs",57,20,20,40,0.7,62
"Dalton Smith",1992-06-30,"LW","Ottawa 67's",62,17,22,39,0.63,89
"Daniel Erlich",1991-03-13,"C","London Knights",68,12,27,39,0.57,66
"Austin Watson",1992-01-13,"C","Peterborough Petes",52,12,26,38,0.73,70
"Devante Smith-Pelly",1992-06-14,"LW","Mississauga St. Michael's Majors",60,19,19,38,0.63,61
"Freddie Hamilton",1992-01-01,"LW","Niagara IceDogs",64,20,18,38,0.59,69
"Jared Knight",1992-01-16,"RW","London Knights",63,27,11,38,0.6,67
"Mark Cundari",1990-04-23,"D","Windsor Spitfires",63,5,33,38,0.6,70
"Scott Timmins",1989-09-11,"C","Windsor Spitfires",56,22,16,38,0.68,70
"Jeff Hayes",1989-04-15,"C","Oshawa Generals",68,13,24,37,0.54,69
"Jordan Szwarz",1991-05-14,"RW","Saginaw Spirit",65,20,17,37,0.57,69
"Justin Taylor",1989-02-08,"LW","London Knights",68,17,20,37,0.54,60
"Michael MacDonald",1991-05-22,"LW","London Knights",60,19,18,37,0.62,82
"Robbie Czarnik",1990-01-25,"RW","Plymouth Whalers",43,11,25,36,0.84,73
"Alexander Burmistrov",1991-10-21,"C","Barrie Colts",62,15,20,35,0.56,54
"Christian Thomas",1992-05-26,"RW","Oshawa Generals",64,21,14,35,0.55,53
"Ryan Spooner",1992-01-30,"C","Peterborough Petes",47,13,22,35,0.74,65
"Sean Jones",1990-05-17,"LW","Brampton Battalion",68,25,10,35,0.51,71
"Vern Cooper",1990-12-30,"LW","Sault Ste. Marie Greyhounds",61,15,20,35,0.57,54
"Chris DeSousa",1990-10-19,"LW","London Knights",57,14,20,34,0.6,65
"Matthew Tipoff",1990-10-04,"LW","Kitchener Rangers",69,12,22,34,0.49,54
"Michael Sgarbossa",1992-07-25,"C","Saginaw Spirit",67,15,19,34,0.51,65
"Casey Cizikas",1991-02-27,"C","Mississauga St. Michael's Majors",68,15,18,33,0.49,53
"John Kurtz",1989-05-16,"LW","Sudbury Wolves",62,19,14,33,0.53,72
"Michael Catenacci",1991-02-12,"C","Kitchener Rangers",65,16,17,33,0.51,92
"Tyler G. Brown",1990-02-07,"C","Plymouth Whalers",66,13,20,33,0.5,85
"Tyler Murovich",1989-12-04,"C","Saginaw Spirit",54,14,19,33,0.61,63
"Alex Aleardi",1992-07-30,"C","Belleville Bulls",64,14,18,32,0.5,78
"Andy Andreoff",1991-05-17,"LW","Oshawa Generals",67,9,23,32,0.48,67
"Marcus Foligno",1991-08-10,"LW","Sudbury Wolves",67,10,22,32,0.48,82
"Taylor Carnevale",1991-03-15,"C","Barrie Colts",67,19,13,32,0.48,54
"Blake Parlett",1989-05-13,"D","Mississauga St. Michael's Majors",68,9,22,31,0.46,67
"Mitch Lebar",1991-01-29,"RW","Kingston Frontenacs",67,16,15,31,0.46,79
"Nick Crawford",1990-02-23,"D","Barrie Colts",68,3,28,31,0.46,44
"Andy Bathgate",1991-02-26,"C","Belleville Bulls",59,9,21,30,0.51,75
"Gabriel Landeskog",1992-11-23,"RW","Kitchener Rangers",61,16,14,30,0.49,65
"John McFarland",1992-04-02,"C","Sudbury Wolves",64,12,18,30,0.47,60
"Kenny Ryan",1991-07-10,"RW","Windsor Spitfires",52,11,19,30,0.58,86
"Richard Panik",1991-02-07,"C","Belleville Bulls",60,15,15,30,0.5,73
"Sam Carrick",1992-02-04,"C","Brampton Battalion",66,16,14,30,0.45,71
"Adam Comrie",1990-07-31,"D","Guelph Storm",68,10,19,29,0.43,72
"Andrew Shaw",1991-07-20,"C","Niagara IceDogs",68,11,18,29,0.43,81
"Brett Thompson",1991-01-31,"C","Sault Ste. Marie Greyhounds",67,17,12,29,0.43,45
"Ivan Telegin",1992-02-28,"C","Saginaw Spirit",51,18,11,29,0.57,66
"Jeff Brown",1990-06-02,"RW","Oshawa Generals",65,17,12,29,0.45,72
"Justin Larson",1990-03-23,"C","Peterborough Petes",57,12,17,29,0.51,72
"Mike Lomas",1990-08-16,"LW","Peterborough Petes",55,10,19,29,0.53,71
"Shawn Szydlowski",1990-08-05,"RW","Erie Otters",65,12,17,29,0.45,60
"AJ Jenks",1990-06-27,"C","Plymouth Whalers",52,11,17,28,0.54,44
"Carson Dubchak",1991-03-01,"RW","Sault Ste. Marie Greyhounds",68,13,15,28,0.41,82
"Conor O'Donnell",1989-11-17,"LW","Guelph Storm",54,7,21,28,0.52,93
"Dale Mitchell",1989-04-09,"RW","Windsor Spitfires",32,12,16,28,0.88,65
"Jared Staal",1990-08-21,"RW","Sudbury Wolves",59,8,20,28,0.47,57
"Jordan Mayer",1991-08-24,"C","Mississauga St. Michael's Majors",68,16,12,28,0.41,56
"Stefan Della Rovere",1990-02-25,"LW","Barrie Colts",57,13,15,28,0.49,68
"Taylor Doherty",1991-03-02,"D","Kingston Frontenacs",63,8,20,28,0.44,64
"Tyler Carroll",1990-02-10,"LW","Guelph Storm",61,8,20,28,0.46,72
"Vincent Trocheck",1993-07-11,"C","Saginaw Spirit",68,10,18,28,0.41,65
"Adam Payerl",1991-03-04,"C","Belleville Bulls",67,10,17,27,0.4,63
"Darren Archibald",1990-02-09,"LW","Barrie Colts",57,15,12,27,0.47,46
"Mike Halmo",1991-05-15,"LW","Owen Sound Attack",60,10,17,27,0.45,93
"Riley Brace",1992-03-07,"LW","Mississauga St. Michael's Majors",66,12,15,27,0.41,75
"T.J. Brodie",1990-06-07,"D","Barrie Colts",65,3,24,27,0.42,48
"Jamie Doornbosch",1990-02-01,"D","Peterborough Petes",68,7,19,26,0.38,52
"Jason Wilson",1990-04-15,"LW","Owen Sound Attack",46,11,15,26,0.57,74
"Josh Brittain",1990-01-03,"LW","Plymouth Whalers",68,13,13,26,0.38,81
"Luke Judson",1991-02-14,"RW","Belleville Bulls",65,17,9,26,0.4,59
"Michael Farrell",1990-04-23,"RW","Kingston Frontenacs",63,6,20,26,0.41,63
"Austen Brassard",1993-01-14,"RW","Belleville Bulls",63,8,17,25,0.4,86
"Dominic DeSando",1990-10-15,"C","Sault Ste. Marie Greyhounds",51,5,20,25,0.49,89
"Jack Walchessen",1990-04-11,"RW","Peterborough Petes",60,10,15,25,0.42,78
"Kale Kerbashian",1990-04-07,"LW","Sarnia Sting",58,15,10,25,0.43,45
"Leigh Salters",1989-03-27,"LW","London Knights",56,11,14,25,0.45,64
"Michael Fine",1991-05-10,"RW","Kingston Frontenacs",59,11,14,25,0.42,60
"Steve Reese",1989-01-09,"C","Sudbury Wolves",63,8,17,25,0.4,53
"Colin Behenna",1991-06-06,"C","Barrie Colts",55,6,18,24,0.44,96
"Corey Durocher",1992-05-30,"LW","Kingston Frontenacs",66,14,10,24,0.36,92
"Geoffrey Schemitsch",1992-04-01,"D","Owen Sound Attack",62,2,22,24,0.39,60
"Jacob Muzzin",1989-02-21,"D","Sault Ste. Marie Greyhounds",64,5,19,24,0.38,36
