"Name","BD","Pos","Team","GP","EVG","EVA","EVPTS","EVPTS/G","EVPTS%"
"Ben Fanjoy",1997-05-10,"C","Ottawa 67's",3,1,5,6,2,86
"Linus Nyman",1999-07-11,"RW","Kingston Frontenacs",4,0,6,6,1.5,60
"Jack Kopacka",1998-03-05,"LW","Sault Ste. Marie Greyhounds",4,4,1,5,1.25,83
"Nathan Dunkley",2000-03-05,"C","Kingston Frontenacs",4,5,0,5,1.25,83
"Adam Mascherin",1998-06-06,"LW","Kitchener Rangers",4,2,2,4,1,57
"Alex Formenton",1999-09-13,"LW","London Knights",4,4,0,4,1,80
"Austen Keating",1999-03-07,"LW","Ottawa 67's",3,4,0,4,1.33,80
"C.J. Clarke",1999-02-08,"RW","Peterborough Petes",4,0,4,4,1,100
"Evan Bouchard",1999-10-20,"D","London Knights",4,0,4,4,1,80
"Gera Poddubnyi",1999-06-09,"C","Erie Otters",1,3,1,4,4,100
"Isaac Ratcliffe",1999-02-15,"LW","Guelph Storm",4,1,3,4,1,67
"Janne Kuokkanen",1998-05-25,"C","London Knights",2,2,2,4,2,80
"Jason Robertson",1999-07-22,"LW","Kingston Frontenacs",4,2,2,4,1,80
"Kole Sherwood",1997-01-22,"RW","London Knights",3,3,1,4,1.33,80
"Luke Boka",1999-06-12,"RW","Windsor Spitfires",4,2,2,4,1,80
"Sam Miletic",1997-05-04,"LW","London Knights",4,1,3,4,1,100
"Semyon Der-Arguchintsev",2000-09-15,"C","Peterborough Petes",4,2,2,4,1,100
"Shaun Bily",1998-02-22,"C","Erie Otters",4,1,3,4,1,80
"Travis Konecny",1997-03-11,"RW","Sarnia Sting",2,4,0,4,2,67
"Zachary Roberts",1999-08-04,"LW","Owen Sound Attack",5,1,3,4,0.8,100
"Adam McMaster",2000-02-24,"C","North Bay Battalion",4,2,1,3,0.75,60
"Adrian Carbonara",1997-03-12,"RW","Barrie Colts",5,2,1,3,0.6,100
"Alex Gritz",2000-09-15,"LW","Sault Ste. Marie Greyhounds",4,2,1,3,0.75,100
"Bobby MacIntyre",1996-09-08,"LW","Sault Ste. Marie Greyhounds",2,1,2,3,1.5,60
"Boris Katchouk",1998-06-18,"LW","Sault Ste. Marie Greyhounds",4,0,3,3,0.75,43
"Carson Edwardson",1999-06-09,"C","Erie Otters",4,1,2,3,0.75,100
"Eric Guest",2000-04-25,"C","Kitchener Rangers",4,2,1,3,0.75,60
"Hayden Hodgson",1996-03-02,"RW","Saginaw Spirit",3,2,1,3,1,100
"Ian Blacker",1999-05-27,"D","London Knights",4,0,3,3,0.75,75
"Ivan Lodnia",1999-08-31,"C","Erie Otters",4,3,0,3,0.75,60
"Jack Studnicka",1999-02-18,"C","Oshawa Generals",4,1,2,3,0.75,75
"Jakob Chychrun",1998-03-31,"D","Sarnia Sting",2,0,3,3,1.5,75
"Jesse Barwell",1997-05-08,"LW","Saginaw Spirit",4,0,3,3,0.75,100
"Kyle Heitzner",1999-07-17,"C","Barrie Colts",6,3,0,3,0.5,75
"Logan Brown",1998-03-05,"C","Windsor Spitfires",2,1,2,3,1.5,60
"Lucas Chiodo",1998-10-31,"LW","Barrie Colts",6,1,2,3,0.5,60
"Mitchell Stephens",1997-02-05,"C","Saginaw Spirit",4,1,2,3,0.75,60
"Morgan Frost",1999-05-14,"C","Sault Ste. Marie Greyhounds",4,0,3,3,0.75,75
"Nate Schnarr",1999-02-25,"C","Guelph Storm",4,2,1,3,0.75,60
"Nick McHugh",1999-02-13,"LW","Kitchener Rangers",3,1,2,3,1,100
"Nick Pryce",1999-03-23,"LW","Owen Sound Attack",4,2,1,3,0.75,100
"Nick Suzuki",1999-08-10,"C","Owen Sound Attack",5,1,2,3,0.6,75
"Nicolas Mattinen",1998-03-05,"D","London Knights",3,0,3,3,1,100
"Oliver Castleman",1999-09-15,"LW","Niagara IceDogs",3,2,1,3,1,100
"Petrus Palmu",1997-07-16,"RW","Owen Sound Attack",4,3,0,3,0.75,75
"Riley Damiani",2000-03-20,"C","Kitchener Rangers",4,1,2,3,0.75,60
"Roy Radke",1996-12-10,"RW","Barrie Colts",5,1,2,3,0.6,75
"Ryan Cranford",1998-04-09,"RW","Kingston Frontenacs",4,3,0,3,0.75,75
"Ryan Valentini",1997-07-13,"C","Sudbury Wolves",4,1,2,3,0.75,100
"Steven Lorentz",1996-04-13,"C","Peterborough Petes",3,1,2,3,1,60
"Ty Dellandrea",2000-07-21,"C","Flint Firebirds",4,0,3,3,0.75,60
