"Name","BD","Pos","Team","GP","EVG","EVA","EVPTS","EVPTS/G","EVPTS%"
"Corey Locke",1984-05-08,"C","Ottawa 67's",23,10,11,21,0.91,55
"Michael Richards",1985-02-11,"C","Kitchener Rangers",21,6,14,20,0.95,74
"Derek Roy",1983-05-04,"C","Kitchener Rangers",21,5,14,19,0.9,59
"Petr Kanko",1984-02-07,"RW","Kitchener Rangers",20,8,10,18,0.9,67
"Matt Foy",1983-05-18,"RW","Ottawa 67's",21,6,9,15,0.71,48
"Nathan O'Nabigon",1983-05-09,"LW","Kitchener Rangers",21,8,6,14,0.67,78
"Tim Brent",1984-03-10,"C","Toronto St. Michael's Majors",19,5,9,14,0.74,58
"Brendan Bell",1983-03-31,"D","Ottawa 67's",23,3,10,13,0.57,48
"Frank Lukes",1982-09-25,"RW","Toronto St. Michael's Majors",19,7,6,13,0.68,57
"Scott Sheppard",1983-09-28,"RW","Ottawa 67's",23,6,7,13,0.57,54
"Brandon Nolan",1983-07-18,"C","Oshawa Generals",13,7,4,11,0.85,65
"Lou Dickenson",1982-08-15,"C","Ottawa 67's",23,2,9,11,0.48,79
"Sal Peralta",1983-07-11,"C","Toronto St. Michael's Majors",19,8,3,11,0.58,79
"Chad LaRose",1982-03-27,"RW","Plymouth Whalers",15,5,5,10,0.67,59
"Chris Thorburn",1983-06-02,"C","Plymouth Whalers",18,6,4,10,0.56,50
"Dustin Brown",1984-11-04,"RW","Guelph Storm",11,5,5,10,0.91,67
"Gregory Campbell",1983-12-17,"LW","Kitchener Rangers",21,8,2,10,0.48,53
"Jimmy Gagnon",1982-09-16,"RW","Plymouth Whalers",18,4,6,10,0.56,100
"Jonas Fiedler",1984-05-29,"LW","Plymouth Whalers",18,4,6,10,0.56,71
"Karl Stewart",1983-06-30,"C","Plymouth Whalers",17,5,5,10,0.59,59
"Nathan Horton",1985-05-02,"C","Oshawa Generals",13,7,3,10,0.77,67
"Brent Burns",1985-07-03,"RW","Brampton Battalion",11,3,6,9,0.82,82
"Eric Staal",1984-10-29,"C","Peterborough Petes",7,5,4,9,1.29,64
"Marcus Smith",1983-01-14,"D","Kitchener Rangers",15,2,7,9,0.6,90
"Scott Horvath",1984-07-19,"RW","Toronto St. Michael's Majors",19,7,2,9,0.47,43
"Andre Benoit",1984-01-06,"D","Kitchener Rangers",21,0,8,8,0.38,47
"Bob McBride",1982-07-30,"C","Guelph Storm",11,2,6,8,0.73,89
"Corey Perry",1985-05-16,"RW","London Knights",14,3,5,8,0.57,35
"George Halkidis",1982-06-18,"D","Kitchener Rangers",21,1,7,8,0.38,50
"Martin St. Pierre",1983-08-11,"C","Guelph Storm",11,2,6,8,0.73,50
"Rodney Bauman",1983-03-16,"D","Ottawa 67's",22,5,3,8,0.36,53
"Adam Paiement",1982-03-31,"RW","Belleville Bulls",7,5,2,7,1,64
"Bryan Bickell",1986-03-09,"LW","Ottawa 67's",20,4,3,7,0.35,88
"Chris Rowan",1982-07-12,"LW","Brampton Battalion",11,1,6,7,0.64,100
"Cody McCormick",1983-04-18,"RW","Belleville Bulls",7,1,6,7,1,64
"Daniel Paille",1984-04-15,"C","Guelph Storm",11,2,5,7,0.64,50
"Jamie Johnson",1982-01-23,"C","Oshawa Generals",13,0,7,7,0.54,50
"John Mitchell",1985-01-22,"C","Plymouth Whalers",18,2,5,7,0.39,58
"Julian Talbot",1985-03-24,"C","Ottawa 67's",23,1,6,7,0.3,88
"Karol Sloboda",1983-05-16,"D","Ottawa 67's",23,1,6,7,0.3,39
"Kevin Klein",1984-12-13,"D","Toronto St. Michael's Majors",17,0,7,7,0.41,70
"Matt Ryan",1983-11-12,"C","Guelph Storm",11,2,5,7,0.64,78
"Matthew Albiani",1983-02-14,"C","Ottawa 67's",23,3,4,7,0.3,50
"Matthew Stajan",1983-12-19,"LW","Belleville Bulls",7,2,5,7,1,54
"Mike Stathopoulos",1982-07-12,"C","London Knights",14,1,6,7,0.5,33
"Russ Moyer",1982-08-09,"D","Ottawa 67's",23,0,7,7,0.3,54
"Adam Smyth",1983-09-08,"RW","Ottawa 67's",15,3,3,6,0.4,75
"David Clarkson",1984-03-31,"C","Kitchener Rangers",21,3,3,6,0.29,86
"Evan McGrath",1986-01-14,"C","Kitchener Rangers",21,4,2,6,0.29,75
"Greg Jacina",1982-05-22,"C","Mississauga IceDogs",5,4,2,6,1.2,55
"Jay McClement",1983-03-02,"C","Brampton Battalion",11,3,3,6,0.55,86
"John Vigilante",1985-05-24,"LW","Plymouth Whalers",18,3,3,6,0.33,67
"Kris Newbury",1982-02-19,"C","Sarnia Sting",6,3,3,6,1,75
"Marc Methot",1985-06-21,"D","London Knights",14,2,4,6,0.43,100
"Nick Lees",1983-10-22,"C","Barrie Colts",6,4,2,6,1,75
"Patrick O'Sullivan",1985-02-01,"C","Mississauga IceDogs",5,2,4,6,1.2,55
"Peter Tsimikalis",1986-01-10,"C","Ottawa 67's",23,1,5,6,0.26,60
"Rafal Martynowski",1984-08-07,"LW","Kitchener Rangers",20,3,3,6,0.3,100
"Sean Thompson",1984-01-31,"LW","Plymouth Whalers",18,1,5,6,0.33,86
"Shane O'Brien",1983-08-09,"D","Toronto St. Michael's Majors",19,1,5,6,0.32,43
"Tobias Whelan",1983-10-28,"C","Oshawa Generals",13,0,6,6,0.46,86
"Ahren Nittel",1983-12-06,"C","Oshawa Generals",13,4,1,5,0.38,71
"Cole Jarrett",1983-01-04,"D","Plymouth Whalers",14,1,4,5,0.36,45
"Craig Foster",1984-02-10,"LW","Toronto St. Michael's Majors",19,0,5,5,0.26,71
"Craig Kennedy",1983-04-24,"RW","Windsor Spitfires",7,0,5,5,0.71,62
"Greg Chambers",1982-11-14,"RW","Peterborough Petes",7,0,5,5,0.71,42
"Jamie Tardif",1985-01-23,"C","Peterborough Petes",7,1,4,5,0.71,71
"Jeremy Akeson",1984-11-26,"LW","Ottawa 67's",22,1,4,5,0.23,45
"Jordan Beirnes",1984-04-08,"LW","Oshawa Generals",13,1,4,5,0.38,100
"Kamil Kreps",1984-11-18,"C","Brampton Battalion",11,3,2,5,0.45,62
"Luc Chiasson",1982-10-08,"LW","Barrie Colts",6,2,3,5,0.83,83
"Michael Gough",1982-09-09,"RW","Oshawa Generals",13,2,3,5,0.38,56
"Mike James",1982-02-21,"LW","Windsor Spitfires",7,3,2,5,0.71,100
"Nate Kiser",1982-05-04,"D","Plymouth Whalers",18,1,4,5,0.28,56
"Ryan Hare",1982-04-03,"C","London Knights",14,3,2,5,0.36,83
"Tim Sestito",1984-08-28,"LW","Plymouth Whalers",18,2,3,5,0.28,100
"Tyler Haskins",1986-05-26,"C","Guelph Storm",11,3,2,5,0.45,100
"Will Colbert",1985-02-06,"D","Ottawa 67's",23,1,4,5,0.22,83
"Andrew Archer",1983-05-15,"D","Guelph Storm",11,2,2,4,0.36,100
"Ben Eager",1984-01-22,"LW","Oshawa Generals",8,0,4,4,0.5,100
"Chris Hulit",1985-01-15,"RW","Oshawa Generals",13,2,2,4,0.31,100
"Daniel Sisca",1983-06-16,"C","Mississauga IceDogs",5,1,3,4,0.8,44
"Dennis Wideman",1983-03-20,"D","London Knights",14,1,3,4,0.29,33
"Dylan Hunter",1985-05-21,"LW","London Knights",14,3,1,4,0.29,67
"Evan Kotsopoulos",1984-03-24,"LW","Oshawa Generals",13,2,2,4,0.31,80
"Jimmy Ball",1983-08-10,"LD","London Knights",14,3,1,4,0.29,80
"John Hecimovic",1984-03-31,"RW","Sarnia Sting",6,2,2,4,0.67,67
"John Scott Dickson",1984-04-10,"LW","Windsor Spitfires",7,1,3,4,0.57,67
"Kyle Wellwood",1983-05-16,"C","Windsor Spitfires",7,3,1,4,0.57,29
"Matt Bacon",1983-05-23,"LW","Toronto St. Michael's Majors",19,3,1,4,0.21,80
"Nathan McIver",1985-01-06,"D","Toronto St. Michael's Majors",19,0,4,4,0.21,100
"Niko Tuomi",1983-02-10,"D","Guelph Storm",11,2,2,4,0.36,44
"Pierre Mitsou",1983-01-06,"D","Ottawa 67's",23,2,2,4,0.17,100
"Rane Carnegie",1985-01-02,"RW","Belleville Bulls",7,0,4,4,0.57,57
"Rob Hennigar",1983-04-04,"C","Windsor Spitfires",7,2,2,4,0.57,57
"Ryan Rorabeck",1985-02-27,"C","Toronto St. Michael's Majors",19,2,2,4,0.21,31
"Scott Lehman",1986-01-05,"D","Toronto St. Michael's Majors",19,1,3,4,0.21,100
"Sean Scully",1983-01-13,"RW","Ottawa 67's",17,2,2,4,0.24,67
"Wojtek Wolski",1986-02-24,"LW","Brampton Battalion",11,4,0,4,0.36,80
"Aaron Lobb",1983-06-10,"RW","Guelph Storm",11,1,2,3,0.27,100
"Brandon Prust",1984-03-16,"LW","London Knights",14,2,1,3,0.21,100
"Cody Thornton",1986-07-16,"RW","Belleville Bulls",7,0,3,3,0.43,75
"Daniel Girardi",1984-04-29,"D","Guelph Storm",11,0,3,3,0.27,33
"Danny Bois",1983-06-01,"RW","London Knights",13,2,1,3,0.23,30
"Danny Syvret",1985-06-13,"D","London Knights",14,0,3,3,0.21,43
"David Bowman",1983-09-23,"D","Windsor Spitfires",7,0,3,3,0.43,38
"Eric Larochelle",1984-07-07,"D","Guelph Storm",11,2,1,3,0.27,100
"Fred Hatziioannou",1983-03-10,"D","Oshawa Generals",13,0,3,3,0.23,100
"James Wisniewski",1984-02-24,"D","Plymouth Whalers",18,2,1,3,0.17,25
"Jordan Morrison",1986-06-06,"C","Peterborough Petes",7,3,0,3,0.43,75
"Kevin Young",1982-07-16,"D","Brampton Battalion",11,0,3,3,0.27,30
"Kyle Piwowarczyk",1983-08-14,"C","London Knights",14,2,1,3,0.21,100
"Ladislav Kolda",1983-10-16,"D","Oshawa Generals",13,1,2,3,0.23,100
"Marc Rancourt",1984-04-28,"LW","Belleville Bulls",7,3,0,3,0.43,75
"Matt Grennier",1983-03-20,"C","Kitchener Rangers",21,2,1,3,0.14,75
"Matt Seymour",1983-06-29,"C","Toronto St. Michael's Majors",19,1,2,3,0.16,75
"Mike Sellan",1983-07-08,"D","Oshawa Generals",13,1,2,3,0.23,100
"Patrick Jarrett",1984-02-06,"C","Owen Sound Attack",4,1,2,3,0.75,60
"Rick Steadman",1984-06-09,"D","London Knights",14,2,1,3,0.21,100
"Ryan Oulahen",1985-03-26,"C","Brampton Battalion",11,2,1,3,0.27,100
"Steve Eminger",1983-10-31,"D","Kitchener Rangers",21,1,2,3,0.14,27
"T.J. Eason",1982-05-18,"D","Kitchener Rangers",21,0,3,3,0.14,100
"Tyler Harrison",1984-12-24,"LW","Brampton Battalion",11,1,2,3,0.27,100
"Aaron Lewicki",1985-02-11,"RW","Belleville Bulls",7,0,2,2,0.29,100
"Adam Henrich",1984-01-19,"LW","Brampton Battalion",11,1,1,2,0.18,40
"Andrey Mikhnov",1983-11-26,"LW","Toronto St. Michael's Majors",13,0,2,2,0.15,100
"Chris Clayton",1983-09-28,"RW","Brampton Battalion",11,1,1,2,0.18,40
"Colin Power",1984-03-02,"RW","Guelph Storm",11,2,0,2,0.18,100
"Colt King",1983-03-04,"LW","Oshawa Generals",13,2,0,2,0.15,100
"Connor Cameron",1985-05-11,"C","Toronto St. Michael's Majors",17,0,2,2,0.12,100
"Cory Vitarelli",1985-06-30,"LW","Toronto St. Michael's Majors",14,1,1,2,0.14,67
"Dan Rudisuela",1983-01-10,"C","Mississauga IceDogs",5,1,1,2,0.4,50
"Dan Speer",1984-12-05,"C","Barrie Colts",6,0,2,2,0.33,50
"Daniel Carcillo",1985-01-28,"LW","Sarnia Sting",6,0,2,2,0.33,50
"Danny Fritsche",1985-07-13,"C","Sarnia Sting",5,1,1,2,0.4,50
"Darryl Boyce",1984-07-07,"C","Toronto St. Michael's Majors",19,0,2,2,0.11,50
"David Brown",1983-02-15,"RW","Brampton Battalion",9,1,1,2,0.22,100
"David Liffiton",1984-10-18,"D","Plymouth Whalers",18,0,2,2,0.11,50
"Greg Williams",1985-01-22,"RW","Peterborough Petes",7,0,2,2,0.29,100
"Ivan Svarny",1984-10-31,"D","Belleville Bulls",7,1,1,2,0.29,50
"Jamie Fraser",1985-11-17,"C","Brampton Battalion",10,0,2,2,0.2,100
"Jan Platil",1983-02-09,"D","Barrie Colts",6,0,2,2,0.33,33
"Jeff MacDermid",1984-03-01,"RW","Owen Sound Attack",4,0,2,2,0.5,100
"Joey Tenute",1983-04-02,"C","Sarnia Sting",3,1,1,2,0.67,67
"Josh Gratton",1982-09-09,"LW","Windsor Spitfires",6,1,1,2,0.33,67
"Josh Patterson",1983-01-22,"LW","Peterborough Petes",7,1,1,2,0.29,33
"Juris Stals",1982-08-04,"RW","Owen Sound Attack",4,0,2,2,0.5,50
"Kyle Quincey",1985-08-12,"D","London Knights",14,0,2,2,0.14,29
"Logan Hunter",1984-08-30,"C","London Knights",14,0,2,2,0.14,40
"Malcolm Hutt",1982-05-31,"D","Belleville Bulls",7,1,1,2,0.29,67
"Mark Giordano",1983-03-10,"D","Owen Sound Attack",4,1,1,2,0.5,50
"Mark Langdon",1983-03-12,"C","Barrie Colts",6,1,1,2,0.33,67
"Mark Mancari",1985-07-11,"RW","Ottawa 67's",11,1,1,2,0.18,67
"Martin Cizek",1984-05-17,"D","Plymouth Whalers",18,1,1,2,0.11,100
"Matt Weir",1983-05-21,"LW","London Knights",13,0,2,2,0.15,100
"Mike Angelidis",1985-06-27,"LW","Owen Sound Attack",4,1,1,2,0.5,100
"Mike Looby",1985-01-28,"D","Brampton Battalion",11,0,2,2,0.18,100
"Ryan Callahan",1985-03-21,"RW","Guelph Storm",11,0,2,2,0.18,67
"Ryan Ramsay",1983-05-18,"C","Plymouth Whalers",11,1,1,2,0.18,33
"Scott Hotham",1984-07-19,"D","Mississauga IceDogs",5,0,2,2,0.4,100
"Scott Rozendal",1982-07-28,"RW","Brampton Battalion",11,0,2,2,0.18,100
"Stuart Simmons",1984-09-26,"D","Brampton Battalion",11,0,2,2,0.18,33
"Adam Elzinga",1982-07-23,"D","Peterborough Petes",7,0,1,1,0.14,100
"Adam Keefe",1984-04-26,"RW","Kitchener Rangers",21,0,1,1,0.05,100
"Alexander Skorohod",1983-06-10,"D","Mississauga IceDogs",5,1,0,1,0.2,50
"Andre Deveaux",1984-02-23,"RW","Owen Sound Attack",4,1,0,1,0.25,25
"Anton Kadeykin",1984-05-17,"D","Sarnia Sting",6,0,1,1,0.17,100
"Blair Jarrett",1984-10-25,"RW","Mississauga IceDogs",5,0,1,1,0.2,100
"Brent Mahon",1984-04-27,"C","Plymouth Whalers",18,0,1,1,0.06,100
"Brett Trudell",1984-02-15,"RW","Guelph Storm",11,1,0,1,0.09,25
"Brody Todd",1984-02-25,"LW","Ottawa 67's",12,1,0,1,0.08,100
"Cam Janssen",1984-04-15,"RW","Windsor Spitfires",7,0,1,1,0.14,100
"Chad McCaffrey",1984-06-19,"C","Kitchener Rangers",11,1,0,1,0.09,100
"Chad Robinson",1985-01-18,"LW","Peterborough Petes",4,0,1,1,0.25,100
"Chad Thompson",1984-06-29,"D","Barrie Colts",6,0,1,1,0.17,100
"Chris Curran",1983-07-24,"C","Mississauga IceDogs",5,0,1,1,0.2,100
"Dan Rogers",1984-05-07,"D","Belleville Bulls",7,0,1,1,0.14,50
"Danny Revelle",1986-02-04,"LW","Mississauga IceDogs",5,0,1,1,0.2,100
"Darryl Lloyd",1984-02-10,"C","Windsor Spitfires",6,1,0,1,0.17,100
"David Bolland",1986-06-05,"RW","London Knights",14,1,0,1,0.07,33
"Derek Lyons",1985-07-15,"LW","Mississauga IceDogs",5,1,0,1,0.2,100
"Eric Himelfarb",1983-01-01,"C","Barrie Colts",6,1,0,1,0.17,100
"Evgeny Kadatskiy",1984-09-03,"LW","Peterborough Petes",5,0,1,1,0.2,100
"Frank Burgio",1983-03-05,"D","Brampton Battalion",7,1,0,1,0.14,100
"Frank Rediker",1985-03-15,"D","Windsor Spitfires",7,0,1,1,0.14,50
"Hunter Tremblay",1986-01-15,"LW","Barrie Colts",6,1,0,1,0.17,100
"Ian Maracle",1985-02-27,"D","Mississauga IceDogs",4,1,0,1,0.25,100
"Jake Gilmour",1984-07-19,"LW","Belleville Bulls",7,1,0,1,0.14,100
"Jason Penner",1983-04-01,"C","Peterborough Petes",7,1,0,1,0.14,100
