"Name","BD","Pos","Team","GP","EVG","EVA","EVPTS","EVPTS/G","EVPTS%"
"Luca Caputi",1988-10-01,"LW","Niagara IceDogs",66,35,36,71,1.08,64
"Taylor Hall",1991-11-14,"LW","Windsor Spitfires",63,35,29,64,1.02,76
"Brett MacLean",1988-12-24,"LW","Oshawa Generals",61,29,30,59,0.97,50
"Jack Combs",1988-01-26,"C","Saginaw Spirit",67,23,32,55,0.82,55
"John Tavares",1990-09-20,"C","Oshawa Generals",59,22,33,55,0.93,47
"Matt Beleskey",1988-06-07,"LW","Belleville Bulls",62,25,30,55,0.89,61
"Michael Swift",1987-03-26,"C","Niagara IceDogs",68,18,37,55,0.81,55
"Adam Perry",1987-01-12,"LW","Belleville Bulls",68,21,32,53,0.78,66
"Chris Terry",1989-04-07,"C","Plymouth Whalers",68,27,26,53,0.78,52
"Joshua Bailey",1989-10-02,"C","Windsor Spitfires",67,20,33,53,0.79,55
"Patrick Maroon",1988-04-23,"LW","London Knights",64,21,32,53,0.83,59
"Ryan McDonough",1988-01-02,"C","Saginaw Spirit",66,26,26,52,0.79,58
"Steven Stamkos",1990-02-07,"C","Sarnia Sting",61,30,21,51,0.84,49
"Justin Azevedo",1988-04-01,"C","Kitchener Rangers",67,25,24,49,0.73,40
"John Hughes",1988-01-06,"RW","Brampton Battalion",68,19,28,47,0.69,52
"Brett Parnham",1989-01-30,"C","Oshawa Generals",68,23,21,44,0.65,67
"Bradley Snetsinger",1987-04-08,"LW","Windsor Spitfires",68,20,23,43,0.63,48
"Kaspars Daugavins",1988-05-18,"LW","Mississauga St. Michael's Majors",62,29,14,43,0.69,58
"Luke Lynes",1987-11-28,"LW","Brampton Battalion",68,13,30,43,0.63,67
"Matt Kang",1988-11-09,"LW","Kingston Frontenacs",66,21,22,43,0.65,65
"Bryan Cameron",1989-02-25,"RW","Belleville Bulls",68,19,23,42,0.62,54
"Justin DiBenedetto",1988-08-25,"LW","Sarnia Sting",58,15,27,42,0.72,45
"Nathan Moon",1990-01-04,"C","Kingston Frontenacs",68,18,24,42,0.62,55
"Justin Hodgman",1988-06-27,"C","Erie Otters",64,13,28,41,0.64,51
"Justin Taylor",1989-02-08,"C","London Knights",68,22,19,41,0.6,75
"Andrew Merrett",1989-04-03,"RW","Niagara IceDogs",65,15,25,40,0.62,77
"Dale Mitchell",1989-04-09,"RW","Oshawa Generals",63,14,26,40,0.63,67
"Mike Duco",1987-07-08,"LW","Kitchener Rangers",62,23,17,40,0.65,74
"Tomas Zaborsky",1987-11-14,"LW","Saginaw Spirit",68,24,16,40,0.59,57
"Cody Hodgson",1990-02-18,"C","Brampton Battalion",68,21,18,39,0.57,46
"Jan Mursak",1988-01-20,"C","Belleville Bulls",57,12,27,39,0.68,61
"Jordan Foreman",1987-01-06,"C","Niagara IceDogs",65,18,21,39,0.6,63
"Logan Couture",1989-03-28,"C","Ottawa 67's",51,14,25,39,0.76,67
"Matthew Lyall",1988-02-08,"C","Sault Ste. Marie Greyhounds",67,12,27,39,0.58,68
"Dustin Jeffrey",1988-02-27,"C","Sault Ste. Marie Greyhounds",56,14,24,38,0.68,39
"Graham McNabb",1987-02-23,"LW","Brampton Battalion",68,14,24,38,0.56,78
"Greg Nemisz",1990-06-05,"RW","Windsor Spitfires",68,19,19,38,0.56,57
"Shawn Matthias",1988-02-19,"C","Belleville Bulls",53,16,22,38,0.72,48
"Wayne Simmonds",1988-08-26,"RW","Sault Ste. Marie Greyhounds",60,19,19,38,0.63,51
"Zack Torquato",1989-06-08,"C","Erie Otters",66,17,21,38,0.58,57
"Vladimir Nikiforov",1987-10-07,"RW","Sarnia Sting",51,18,19,37,0.73,55
"Alex Hutchings",1990-11-07,"C","Barrie Colts",68,20,16,36,0.53,67
"Brandon MacLean",1987-09-04,"LW","Sault Ste. Marie Greyhounds",68,11,25,36,0.53,69
"Brandon Buck",1988-08-16,"LW","Guelph Storm",59,17,18,35,0.59,58
"Josh Brittain",1990-01-03,"LW","Kingston Frontenacs",68,18,17,35,0.51,69
"Phil Varone",1990-12-04,"C","London Knights",67,11,24,35,0.52,57
"Thomas Stajan",1989-01-07,"C","Brampton Battalion",60,19,16,35,0.58,81
"Cory Tanaka",1988-05-17,"C","Belleville Bulls",68,10,24,34,0.5,67
"Andrew Fournier",1987-11-05,"C","Plymouth Whalers",64,16,17,33,0.52,44
"Chris MacKinnon",1989-07-07,"LW","Owen Sound Attack",64,14,19,33,0.52,51
"Jamie McGinn",1988-08-05,"LW","Ottawa 67's",51,15,18,33,0.65,57
"Matt Duchene",1991-01-16,"C","Brampton Battalion",64,21,12,33,0.52,66
"Robby Mignardi",1990-06-28,"RW","Kingston Frontenacs",66,12,21,33,0.5,59
"Akim Aliu",1989-04-24,"RW","London Knights",60,18,14,32,0.53,52
"Eric Tangradi",1989-02-10,"LW","Belleville Bulls",56,13,19,32,0.57,53
"Pat Daley",1989-04-08,"RW","Peterborough Petes",62,19,13,32,0.52,67
"Patrik Lusnak",1988-11-06,"LW","Sudbury Wolves",58,10,22,32,0.55,54
"John Armstrong",1988-02-26,"C","Peterborough Petes",65,11,20,31,0.48,54
"Kevin Baker",1987-03-27,"C","Oshawa Generals",69,12,19,31,0.45,54
"Matt Martin",1989-05-08,"LW","Sarnia Sting",66,21,10,31,0.47,82
"Adam Henrique",1990-02-06,"C","Windsor Spitfires",66,12,18,30,0.45,68
"Andris Dzerins",1988-02-14,"C","Kingston Frontenacs",61,13,17,30,0.49,60
"Chris DeSousa",1990-10-19,"C","Niagara IceDogs",64,20,10,30,0.47,83
"Cory Emmerton",1988-06-01,"LW","Brampton Battalion",54,15,15,30,0.56,49
"Jadran Beljo",1987-02-25,"LW","London Knights",53,15,15,30,0.57,48
"James Livingston",1990-03-08,"RW","Sault Ste. Marie Greyhounds",68,17,13,30,0.44,68
"Matthew Bragg",1987-06-12,"C","Windsor Spitfires",65,13,17,30,0.46,83
"Nick Spaling",1988-09-19,"LW","Kitchener Rangers",56,13,17,30,0.54,42
"Bobby Sanguinetti",1988-02-29,"D","Brampton Battalion",61,11,18,29,0.48,41
"Jason Dale",1988-12-31,"RW","Brampton Battalion",66,9,20,29,0.44,85
"Keaton Turkiewicz",1988-03-02,"RW","Belleville Bulls",67,16,13,29,0.43,71
"Matt Carter",1987-08-20,"LW","Owen Sound Attack",61,15,14,29,0.48,54
"Sean Jones",1990-05-17,"LW","Erie Otters",67,13,16,29,0.43,81
