"Name","BD","Pos","Team","GP","EVG","EVA","EVPTS","EVPTS/G","EVPTS%"
"Emil Hemming",2006-06-27,"RW","Barrie Colts",21,9,10,19,0.9,68
"Dylan Edwards",2005-07-20,"LW","Kitchener Rangers",18,9,9,18,1,72
"Cole Beaudoin",2006-04-24,"C","Barrie Colts",15,7,10,17,1.13,59
"Kashawn Aitcheson",2006-09-21,"D","Barrie Colts",19,3,14,17,0.89,63
"Mason Zebeski",2005-10-04,"LW","Barrie Colts",21,3,14,17,0.81,100
"Sam O'Reilly",2006-03-30,"C","Kitchener Rangers",18,11,4,15,0.83,54
"Caleb Malhotra",2008-06-02,"C","Brantford Bulldogs",15,6,8,14,0.93,54
"Jake O'Brien",2007-06-16,"C","Brantford Bulldogs",15,5,9,14,0.93,61
"Adam Jiricek",2006-06-28,"D","Brantford Bulldogs",15,6,7,13,0.87,59
"Ben Wilmott",2006-08-30,"C","Barrie Colts",20,8,4,12,0.6,55
"Marco Mignosa",2005-04-13,"RW","Soo Greyhounds",10,5,7,12,1.2,71
"Carson Campbell",2006-06-08,"RD","Kitchener Rangers",18,3,8,11,0.61,92
"Cole Davis",2006-06-22,"LW","Windsor Spitfires",13,4,7,11,0.85,92
"Alexander Bilecki",2008-05-09,"LD","Kitchener Rangers",18,2,8,10,0.56,91
"Anthony Cristoforo",2006-02-23,"D","Windsor Spitfires",13,4,6,10,0.77,71
"Brad Gardiner",2005-03-06,"C","Barrie Colts",21,4,6,10,0.48,53
"Christian Humphreys",2006-02-04,"LW","Kitchener Rangers",18,5,5,10,0.56,45
"Cameron Arquette",2007-04-27,"LW","Kitchener Rangers",18,5,4,9,0.5,100
"Charlie Paquette",2005-12-06,"RW","Brantford Bulldogs",15,2,7,9,0.6,82
"Gabriel Chiarot",2006-09-17,"RW","Kitchener Rangers",18,3,6,9,0.5,82
"Liam Greentree",2006-01-01,"LW","Windsor Spitfires",13,4,5,9,0.69,64
"Andrew Robinson",2008-01-08,"D","Windsor Spitfires",13,2,6,8,0.62,100
"Cameron Reid",2007-04-08,"LD","Kitchener Rangers",18,2,6,8,0.44,57
"Darian Anderson",2006-12-22,"RW","Flint Firebirds",8,3,5,8,1,62
"Haeden Ellis",2007-03-07,"RW","Kitchener Rangers",17,3,5,8,0.47,100
"Jack Pridham",2005-10-08,"RW","Kitchener Rangers",18,0,8,8,0.44,47
"Jacob Battaglia",2006-03-17,"C","Flint Firebirds",8,2,6,8,1,44
"John McLaughlin",2009-08-14,"C","Windsor Spitfires",13,3,5,8,0.62,100
"Marek Vanacker",2006-04-12,"LW","Brantford Bulldogs",15,3,5,8,0.53,44
"Nathan Aspinall",2006-03-30,"LW","Flint Firebirds",8,6,2,8,1,47
"William Schneid",2007-05-10,"RW","Barrie Colts",21,3,5,8,0.38,100
"AJ Spellacy",2006-02-24,"C","Windsor Spitfires",13,2,5,7,0.54,88
"Calvin Crombie",2005-09-03,"RW","Barrie Colts",20,2,5,7,0.35,70
"Christopher Thibodeau",2005-10-13,"RW","Flint Firebirds",8,4,3,7,0.88,78
