"Name","BD","Pos","Team","GP","EVG","EVA","EVPTS","EVPTS/G","EVPTS%"
"Nick Foligno",1987-10-31,"C","Sudbury Wolves",21,7,14,21,1,72
"Justin Donati",1986-10-17,"C","Sudbury Wolves",19,10,10,20,1.05,71
"Andrew Self",1987-01-08,"LW","Sudbury Wolves",21,8,11,19,0.9,95
"James Neal",1987-09-03,"LW","Plymouth Whalers",20,8,7,15,0.75,60
"Sam Gagner",1989-08-10,"C","London Knights",16,4,11,15,0.94,52
"Dan Collins",1987-02-26,"RW","Plymouth Whalers",20,7,6,13,0.65,65
"Eric Tangradi",1989-02-10,"LW","Belleville Bulls",15,6,6,12,0.8,71
"Patrick Kane",1988-11-19,"RW","London Knights",16,4,8,12,0.75,39
"Tyler Doig",1986-02-15,"C","Belleville Bulls",15,3,9,12,0.8,71
"Tyler Donati",1986-10-17,"RW","Belleville Bulls",15,3,9,12,0.8,46
"Chris Terry",1989-04-07,"C","Plymouth Whalers",20,7,4,11,0.55,61
"David Meckler",1987-07-09,"C","London Knights",16,7,4,11,0.69,50
"Evan Brophey",1986-12-03,"C","Plymouth Whalers",20,6,5,11,0.55,48
"Shawn Matthias",1988-02-19,"C","Belleville Bulls",15,10,1,11,0.73,61
"Adam Perry",1987-01-12,"LW","London Knights",12,2,8,10,0.83,71
"Daniel Ryder",1987-01-12,"C","Plymouth Whalers",20,6,4,10,0.5,59
"Justin Taylor",1989-02-08,"C","London Knights",16,4,6,10,0.62,100
"Marc Staal",1987-01-13,"D","Sudbury Wolves",21,4,6,10,0.48,50
"Cory Tanaka",1988-05-17,"C","Belleville Bulls",15,4,5,9,0.6,100
"Matt Beleskey",1988-06-07,"LW","Belleville Bulls",15,1,8,9,0.6,64
"Sergei Kostitsyn",1987-03-20,"RW","London Knights",16,6,3,9,0.56,43
"Brett MacLean",1988-12-24,"LW","Oshawa Generals",7,4,4,8,1.14,53
"Jiri Tlusty",1988-03-16,"LW","Sault Ste. Marie Greyhounds",13,5,3,8,0.62,47
"John Tavares",1990-09-20,"C","Oshawa Generals",9,3,5,8,0.89,42
"Steve Downie",1987-04-03,"C","Kitchener Rangers",9,3,5,8,0.89,36
"Dustin Jeffrey",1988-02-27,"C","Sault Ste. Marie Greyhounds",13,3,4,7,0.54,39
"Jonathan D'Aversa",1986-03-02,"D","Sudbury Wolves",21,1,6,7,0.33,39
"Jordan Foreman",1987-01-06,"C","London Knights",16,1,6,7,0.44,100
"Josh Beaulieu",1987-01-10,"LW","London Knights",10,1,6,7,0.7,78
"Kevin Baker",1987-03-27,"C","Sudbury Wolves",21,1,6,7,0.33,47
"Matt Dias",1988-04-29,"RW","Sudbury Wolves",21,3,4,7,0.33,44
"Ryan McGinnis",1987-03-03,"D","Plymouth Whalers",20,2,5,7,0.35,78
"Tom Sestito",1987-09-28,"LW","Plymouth Whalers",19,3,4,7,0.37,41
"Andrew Fournier",1987-11-05,"C","Plymouth Whalers",20,2,4,6,0.3,60
"Bryan Cameron",1989-02-25,"RW","Belleville Bulls",15,2,4,6,0.4,50
"Bryan Little",1987-11-12,"C","Barrie Colts",8,3,3,6,0.75,67
"Devin DiDiomete",1988-05-09,"LW","Sudbury Wolves",21,5,1,6,0.29,50
"Gerome Giudice",1989-03-11,"LW","Sudbury Wolves",11,3,3,6,0.55,100
"Jared Boll",1986-05-13,"RW","Plymouth Whalers",20,4,2,6,0.3,60
"Matt Kang",1988-11-09,"LW","Kingston Frontenacs",5,2,4,6,1.2,86
"Patrik Lusnak",1988-11-06,"LW","Sudbury Wolves",21,3,3,6,0.29,86
"Sean O'Connor",1987-01-31,"RW","Plymouth Whalers",20,3,3,6,0.3,43
"Akim Aliu",1989-04-24,"RW","Sudbury Wolves",21,0,5,5,0.24,83
"Brandon MacLean",1987-09-04,"LW","Sault Ste. Marie Greyhounds",13,2,3,5,0.38,62
"Brett Bellemore",1988-06-25,"D","Plymouth Whalers",20,0,5,5,0.25,100
"Cal Clutterbuck",1987-11-18,"RW","Oshawa Generals",9,2,3,5,0.56,38
"Chris Stewart",1987-10-30,"RW","Kingston Frontenacs",5,3,2,5,1,83
"Cody Thornton",1986-07-16,"RW","Sault Ste. Marie Greyhounds",13,1,4,5,0.38,45
"Jack Combs",1988-01-26,"C","Saginaw Spirit",6,3,2,5,0.83,83
"Michael Del Zotto",1990-06-24,"D","Oshawa Generals",9,2,3,5,0.56,42
"Michael Lombardi",1987-08-06,"LW","Barrie Colts",7,2,3,5,0.71,100
"Nick Pageau",1988-01-08,"D","Belleville Bulls",15,3,2,5,0.33,62
"Steve Ward",1986-02-13,"D","Plymouth Whalers",20,0,5,5,0.25,38
"Steve Whitely",1987-07-16,"D","Plymouth Whalers",20,0,5,5,0.25,100
"Tom Pyatt",1987-02-14,"C","Saginaw Spirit",6,2,3,5,0.83,62
"Brett Parnham",1989-01-30,"C","Oshawa Generals",9,2,2,4,0.44,67
"Dale Mitchell",1989-04-09,"RW","Oshawa Generals",9,1,3,4,0.44,80
"Hunter Tremblay",1986-01-15,"LW","Barrie Colts",8,3,1,4,0.5,50
"Jacob Lalonde",1988-01-08,"LW","Sault Ste. Marie Greyhounds",13,1,3,4,0.31,80
"Josh Godfrey",1988-01-15,"D","Sault Ste. Marie Greyhounds",13,3,1,4,0.31,29
"Justin Azevedo",1988-04-01,"C","Kitchener Rangers",9,1,3,4,0.44,27
"Matt Auffrey",1986-01-03,"RW","Kingston Frontenacs",5,2,2,4,0.8,57
"Matt Clarke",1988-04-08,"D","London Knights",16,1,3,4,0.25,100
"Matt Halischuk",1988-06-01,"RW","Kitchener Rangers",9,4,0,4,0.44,80
"Matthew Lyall",1988-02-08,"C","Sault Ste. Marie Greyhounds",13,1,3,4,0.31,100
"Peder Skinner",1986-07-11,"C","Kingston Frontenacs",5,0,4,4,0.8,67
"Richard Clune",1987-04-25,"LW","Barrie Colts",8,1,3,4,0.5,57
"Ryan Bellows",1987-10-01,"LW","Barrie Colts",8,0,4,4,0.5,100
"Scott Aarssen",1988-05-10,"D","London Knights",15,0,4,4,0.27,100
"Stefan Legein",1988-11-24,"RW","Mississauga IceDogs",5,2,2,4,0.8,80
"Steven Stamkos",1990-02-07,"C","Sarnia Sting",4,3,1,4,1,67
"Todd Perry",1986-12-13,"D","London Knights",16,2,2,4,0.25,67
"Tomas Pospisil",1987-08-25,"RW","Sarnia Sting",4,0,4,4,1,67
"Aaron Snow",1988-05-20,"LW","Belleville Bulls",13,1,2,3,0.23,100
"Andrew Desjardins",1986-07-27,"C","Sault Ste. Marie Greyhounds",13,1,2,3,0.23,43
"Bobby Nyholm",1988-03-07,"RW","Kingston Frontenacs",5,0,3,3,0.6,100
"Brad Good",1986-03-10,"D","Sault Ste. Marie Greyhounds",13,2,1,3,0.23,100
"Cory Emmerton",1988-06-01,"LW","Kingston Frontenacs",5,2,1,3,0.6,43
"Craig Voakes",1986-01-02,"C","Sarnia Sting",4,2,1,3,0.75,75
"Drew Schiestel",1989-03-09,"D","Mississauga IceDogs",5,0,3,3,0.6,50
"Geoff Killing",1987-08-22,"D","Belleville Bulls",15,0,3,3,0.2,75
"Igor Gongalsky",1986-11-05,"LW","Oshawa Generals",9,2,1,3,0.33,50
"Jordan Owens",1986-05-01,"LW","Mississauga IceDogs",5,1,2,3,0.6,100
"Logan Couture",1989-03-28,"C","Ottawa 67's",5,1,2,3,0.6,38
"Luca Caputi",1988-10-01,"LW","Mississauga IceDogs",5,2,1,3,0.6,100
"Matt Pelech",1987-09-04,"D","Belleville Bulls",12,0,3,3,0.25,100
"Mike Weber",1987-12-16,"D","Barrie Colts",7,0,3,3,0.43,50
"Mitch Maunu",1986-07-30,"D","Saginaw Spirit",6,0,3,3,0.5,100
"Nick Plastino",1986-02-20,"D","Barrie Colts",8,2,1,3,0.38,43
"Nick Spaling",1988-09-19,"C","Kitchener Rangers",9,1,2,3,0.33,60
"Robbie Drummond",1986-02-19,"RW","London Knights",12,2,1,3,0.25,60
"Robert Bortuzzo",1989-03-18,"D","Kitchener Rangers",9,1,2,3,0.33,100
"Ryan Martinelli",1986-09-02,"D","London Knights",16,1,2,3,0.19,100
"Scott Tregunna",1987-06-12,"RW","Owen Sound Attack",4,2,1,3,0.75,60
"Tomas Zaborsky",1987-11-14,"LW","Saginaw Spirit",6,1,2,3,0.5,100
"Trevor Kell",1986-06-23,"RW","Sarnia Sting",4,2,1,3,0.75,60
"Wes Cunningham",1987-03-09,"D","Plymouth Whalers",20,0,3,3,0.15,43
"Zack Shepley",1987-08-28,"D","Plymouth Whalers",20,0,3,3,0.15,100
"Andrew Gibbons",1986-08-12,"RW","Belleville Bulls",9,0,2,2,0.22,50
"Bobby Bolt",1987-04-29,"LW","Kingston Frontenacs",5,0,2,2,0.4,33
