"Name","BD","Pos","Team","GP","EVG","EVA","EVPTS","EVPTS/G","EVPTS%"
"Vincent Trocheck",1993-07-11,"C","Plymouth Whalers",63,35,41,76,1.21,70
"Eric Locke",1993-11-21,"C","Saginaw Spirit",68,33,33,66,0.97,68
"Ryan Strome",1993-07-11,"C","Niagara IceDogs",53,27,39,66,1.25,70
"Nick Cousins",1993-07-20,"C","Sault Ste. Marie Greyhounds",64,18,46,64,1,62
"Charles Sarault",1992-02-20,"C","Sarnia Sting",68,11,51,62,0.91,57
"Reid Boucher",1993-09-08,"LW","Sarnia Sting",68,40,22,62,0.91,65
"Garret Ross",1992-05-26,"LW","Saginaw Spirit",61,28,30,58,0.95,64
"Joshua Leivo",1993-05-26,"LW","Kitchener Rangers",63,23,35,58,0.92,79
"Brett Ritchie",1993-07-01,"RW","Niagara IceDogs",53,26,31,57,1.08,75
"Boone Jenner",1993-06-15,"C","Oshawa Generals",56,33,20,53,0.95,65
"Brandon Alderson",1992-01-22,"RW","Sault Ste. Marie Greyhounds",67,19,32,51,0.76,80
"Matt Mistele",1995-10-17,"LW","Plymouth Whalers",68,29,22,51,0.75,85
"Max Domi",1995-03-02,"C","London Knights",64,24,27,51,0.8,59
"Kerby Rychel",1994-10-07,"LW","Windsor Spitfires",68,24,25,49,0.72,56
"Cameron Brace",1993-04-08,"RW","Owen Sound Attack",66,23,25,48,0.73,65
"Alan Quine",1993-02-25,"C","Belleville Bulls",54,17,30,47,0.87,70
"Alex Aleardi",1992-07-30,"RW","Windsor Spitfires",67,19,28,47,0.7,66
"Tom Wilson",1994-03-29,"RW","Plymouth Whalers",48,17,30,47,0.98,81
"Andreas Athanasiou",1994-08-06,"LW","Barrie Colts",66,21,25,46,0.7,69
"Joseph Cramarossa",1992-10-26,"C","Belleville Bulls",68,13,33,46,0.68,73
"Tyler Graovac",1993-04-27,"C","Belleville Bulls",60,26,20,46,0.77,63
"Mark Scheifele",1993-03-15,"C","Barrie Colts",45,23,22,45,1,57
"Mitchell Theoret",1993-06-08,"C","Barrie Colts",60,21,24,45,0.75,75
"Nikolay Goldobin",1995-10-07,"RW","Sarnia Sting",68,17,28,45,0.66,66
"Seth Griffith",1993-01-04,"RW","London Knights",54,20,25,45,0.83,56
"Daniel Catenacci",1993-03-09,"C","Owen Sound Attack",67,23,21,44,0.66,56
"Jimmy Lodge",1995-03-05,"C","Saginaw Spirit",64,15,29,44,0.69,66
"Ryan Hartman",1994-09-20,"LW","Plymouth Whalers",56,16,28,44,0.79,73
"Connor McDavid",1997-01-13,"C","Erie Otters",63,22,21,43,0.68,65
"Alex Galchenyuk",1994-02-12,"C","Sarnia Sting",33,19,23,42,1.27,69
"Brendan Gaunce",1994-03-25,"C","Belleville Bulls",60,22,20,42,0.7,70
"Connor Brown",1994-01-14,"RW","Erie Otters",63,12,30,42,0.67,61
"Cody Payne",1994-01-14,"RW","Plymouth Whalers",66,22,19,41,0.62,91
"J.P. Labardo",1992-02-24,"C","Erie Otters",67,17,24,41,0.61,66
"Alex Broadhurst",1993-03-07,"C","London Knights",65,19,21,40,0.62,63
"Tyler Biggs",1993-04-30,"RW","Oshawa Generals",60,19,21,40,0.67,75
"Chris Tierney",1994-07-01,"C","London Knights",68,12,27,39,0.57,68
"David Broll",1993-01-04,"LW","Sault Ste. Marie Greyhounds",67,12,27,39,0.58,72
"Garrett Meurs",1993-01-12,"RW","Plymouth Whalers",68,19,20,39,0.57,60
"Justin Kea",1994-02-07,"C","Saginaw Spirit",68,17,22,39,0.57,81
"Riley Brace",1992-03-07,"LW","Mississauga Steelheads",66,13,26,39,0.59,53
"Sean Monahan",1994-10-12,"C","Ottawa 67's",58,15,24,39,0.67,50
"Zach Hall",1993-04-29,"C","Barrie Colts",63,11,28,39,0.62,48
"Brett Findlay",1992-10-13,"C","Peterborough Petes",68,16,22,38,0.56,83
"Nick Moutrey",1995-06-24,"RW","Saginaw Spirit",65,14,24,38,0.58,88
"Scott Kosmachuk",1994-01-24,"RW","Guelph Storm",68,23,15,38,0.56,58
"Steven Shipley",1992-04-22,"LW","Niagara IceDogs",66,16,22,38,0.58,57
"Darcy Greenaway",1993-01-19,"C","Kingston Frontenacs",65,19,18,37,0.57,84
"Brock McGinn",1994-02-02,"LW","Guelph Storm",68,16,20,36,0.53,67
"Francis Menard",1992-03-02,"C","Brampton Battalion",64,12,24,36,0.56,71
"Joseph Blandisi",1994-07-18,"RW","Ottawa 67's",63,13,23,36,0.57,71
"Michael Dal Colle",1996-06-20,"LW","Oshawa Generals",63,11,25,36,0.57,75
"Ryan Kujawinski",1995-03-30,"C","Kingston Frontenacs",66,11,25,36,0.55,75
"Sergey Tolchinsky",1995-02-03,"LW","Sault Ste. Marie Greyhounds",62,18,18,36,0.58,71
"Anthony Camara",1993-09-04,"LW","Barrie Colts",50,21,14,35,0.7,58
"Dylan Smoskowitz",1993-02-11,"C","Mississauga Steelheads",62,20,15,35,0.56,64
"Gemel Smith",1994-04-16,"C","Owen Sound Attack",61,13,22,35,0.57,67
"Mathew Campagna",1994-03-09,"C","Sudbury Wolves",66,18,17,35,0.53,51
"Spencer Watson",1996-04-25,"RW","Kingston Frontenacs",63,19,16,35,0.56,81
"Brady Vail",1994-03-11,"C","Windsor Spitfires",68,11,23,34,0.5,62
"Cody Alcock",1992-04-23,"LW","Kingston Frontenacs",67,15,19,34,0.51,79
"Josh Anderson",1994-05-07,"RW","London Knights",68,16,18,34,0.5,69
"Matt MacLeod",1993-07-13,"RW","Brampton Battalion",63,16,18,34,0.54,87
"Michael Schumacher",1993-08-25,"LW","Sault Ste. Marie Greyhounds",65,15,19,34,0.52,68
"Daniil Zharkov",1994-02-06,"LW","Belleville Bulls",59,22,11,33,0.56,77
"Rickard Rakell",1993-05-05,"C","Plymouth Whalers",40,16,17,33,0.82,75
"Scott Laughton",1994-05-30,"C","Oshawa Generals",49,15,18,33,0.67,59
"Tanner Richard",1993-04-06,"C","Guelph Storm",52,6,27,33,0.63,53
"Bo Horvat",1995-04-05,"LW","London Knights",67,15,17,32,0.48,52
"Jason Dickinson",1995-07-04,"LW","Guelph Storm",66,12,20,32,0.48,68
"Jordan Subban",1995-03-03,"D","Belleville Bulls",68,9,23,32,0.47,63
"Stephen Pierog",1994-06-07,"C","Peterborough Petes",67,17,15,32,0.48,91
"Steven Beyers",1992-06-12,"RW","Barrie Colts",66,13,19,32,0.48,46
"Henri Ikonen",1994-04-17,"LW","Kingston Frontenacs",61,16,15,31,0.51,61
"Josh Ho-Sang",1996-01-22,"RW","Windsor Spitfires",63,12,19,31,0.49,70
"Matt Rupert",1994-06-02,"LW","London Knights",56,17,14,31,0.55,66
"Nathan Pancel",1994-01-05,"LW","Sudbury Wolves",68,11,20,31,0.46,55
"Ryan Rupert",1994-06-02,"C","London Knights",54,8,23,31,0.57,67
"Ryan Sproul",1993-01-13,"D","Sault Ste. Marie Greyhounds",50,9,22,31,0.62,47
"Scott Sabourin",1992-07-30,"RW","Oshawa Generals",65,19,12,31,0.48,62
"Zack Mitchell",1993-01-07,"RW","Guelph Storm",68,12,19,31,0.46,55
"Blake Clarke",1996-01-24,"LW","Brampton Battalion",68,12,18,30,0.44,59
"Carter Verhaeghe",1995-08-14,"C","Niagara IceDogs",67,13,17,30,0.45,68
"Dominik Kubalik",1995-08-21,"LW","Sudbury Wolves",67,16,14,30,0.45,88
"Justin Bailey",1995-07-01,"C","Kitchener Rangers",57,16,14,30,0.53,83
"Nicholas Baptiste",1995-08-04,"RW","Sudbury Wolves",66,11,19,30,0.45,62
"Stefan Noesen",1993-02-12,"LW","Plymouth Whalers",51,17,13,30,0.59,57
"Tobias Rieder",1993-01-10,"RW","Kitchener Rangers",52,17,13,30,0.58,54
"Andrew Fritsch",1993-03-24,"RW","Sault Ste. Marie Greyhounds",55,13,16,29,0.53,56
"Dane Fox",1993-10-13,"C","Erie Otters",37,18,11,29,0.78,81
"Dominik Kahun",1995-07-02,"LW","Sudbury Wolves",58,11,18,29,0.5,72
"Erik Bradford",1994-10-19,"C","Barrie Colts",68,16,13,29,0.43,88
"Justin Auger",1994-05-14,"RW","Guelph Storm",68,15,14,29,0.43,88
"Sam Povorozniouk",1995-02-11,"LW","Kingston Frontenacs",66,9,20,29,0.44,83
"Alexander Khokhlachev",1993-09-09,"C","Windsor Spitfires",29,13,15,28,0.97,58
"Austen Brassard",1993-01-14,"RW","Belleville Bulls",62,12,16,28,0.45,85
"Brett Welychka",1994-03-03,"C","London Knights",67,12,16,28,0.42,80
"Greg  Betzold",1995-03-11,"LW","Peterborough Petes",67,8,20,28,0.42,88
"Jared McCann",1996-05-31,"C","Sault Ste. Marie Greyhounds",64,15,13,28,0.44,64
"Nick Ritchie",1995-12-05,"LW","Peterborough Petes",41,14,14,28,0.68,80
"Anthony DeAngelo",1995-10-24,"D","Sarnia Sting",62,6,21,27,0.44,47
"Barclay Goodrow",1993-02-26,"RW","Brampton Battalion",62,17,10,27,0.44,52
"Ben Johnson",1994-06-07,"LW","Windsor Spitfires",64,16,11,27,0.42,73
"Billy Jenkins",1994-09-08,"LW","Kingston Frontenacs",53,16,11,27,0.51,77
"Brody Silk",1994-11-30,"LW","Sudbury Wolves",55,8,19,27,0.49,75
"Darnell Nurse",1995-02-04,"D","Sault Ste. Marie Greyhounds",68,10,17,27,0.4,66
"Luke Cairns",1994-05-29,"C","Erie Otters",68,8,19,27,0.4,66
"Patrik Machac",1994-04-23,"C","Brampton Battalion",68,9,18,27,0.4,68
"Remy Giftopoulos",1993-01-13,"C","Windsor Spitfires",71,12,15,27,0.38,56
"Ryan Murphy",1993-03-31,"D","Kitchener Rangers",54,5,22,27,0.5,56
"Ryan Van Stralen",1993-11-10,"LW","Ottawa 67's",61,7,20,27,0.44,69
"Cole Cassels",1995-05-04,"C","Oshawa Generals",64,9,17,26,0.41,60
"Connor Crisp",1994-04-08,"C","Erie Otters",63,13,13,26,0.41,72
"Dalton Young",1993-07-14,"D","Saginaw Spirit",68,3,23,26,0.38,58
"Dougie Hamilton",1993-06-17,"D","Niagara IceDogs",32,5,21,26,0.81,63
"Dylan DeMelo",1993-05-01,"D","Mississauga Steelheads",64,8,18,26,0.41,52
"Eric Ming",1993-03-31,"RW","Kitchener Rangers",61,10,16,26,0.43,93
"Jonatan Tanus",1995-06-04,"C","Peterborough Petes",67,11,15,26,0.39,79
"Nick Paul",1995-03-20,"","Windsor Spitfires",66,12,14,26,0.39,93
"Nickolas Latta",1993-10-05,"C","Sarnia Sting",58,16,10,26,0.45,84
"Zach Lorentz",1993-01-19,"LW","Plymouth Whalers",66,10,16,26,0.39,81
"Brandon Robinson",1995-10-13,"LW","Brampton Battalion",62,15,10,25,0.4,74
"Cody McNaughton",1992-10-16,"RW","Guelph Storm",62,15,10,25,0.4,78
"Colin Miller",1992-10-29,"D","Sault Ste. Marie Greyhounds",54,11,14,25,0.46,45
"Dante Salituro",1996-11-15,"C","Ottawa 67's",64,10,15,25,0.39,62
"Derek Mathers",1993-08-04,"RW","Peterborough Petes",64,9,16,25,0.39,86
"Gianluca Curcuruto",1994-02-25,"D","Plymouth Whalers",67,4,21,25,0.37,53
"Jacob Harris",1995-02-02,"C","Sudbury Wolves",54,14,11,25,0.46,83
"Brent Pedersen",1995-07-05,"LW","Kitchener Rangers",67,9,15,24,0.36,80
"Bryan Moore",1994-05-25,"RW","Sarnia Sting",64,10,14,24,0.38,80
"Connor Carrick",1994-04-13,"D","Plymouth Whalers",68,8,16,24,0.35,55
"Matt Petgrave",1992-01-29,"D","Oshawa Generals",50,6,18,24,0.48,48
"Matt Puempel",1993-01-24,"LW","Kitchener Rangers",51,20,4,24,0.47,51
"Michael Kantor",1992-02-02,"RW","Sudbury Wolves",56,13,11,24,0.43,73
"Mitchell Heard",1992-03-12,"C","Plymouth Whalers",32,11,13,24,0.75,67
