"Name","BD","Pos","Team","GP","EVG","EVA","EVPTS","EVPTS/G","EVPTS%"
"Jason Spezza",1983-06-13,"C","Windsor Spitfires",56,27,42,69,1.23,59
"Kyle Wellwood",1983-05-16,"C","Belleville Bulls",68,25,43,68,1,58
"Randy Rowe",1980-06-10,"LW","Belleville Bulls",63,36,28,64,1.02,63
"Steve Ott",1982-08-19,"C","Windsor Spitfires",55,35,25,60,1.09,69
"Scott Heffernan",1982-03-09,"","Erie Otters",119,25,34,59,0.5,67
"Branko Radivojevic",1980-11-24,"RW","Belleville Bulls",61,27,31,58,0.95,56
"Cory Pecker",1981-03-20,"RW","Erie Otters",61,31,26,57,0.93,72
"Jason Baird",1980-09-16,"LW","Erie Otters",68,16,39,55,0.81,62
"Nikita Alexeev",1981-12-27,"RW","Erie Otters",64,23,32,55,0.86,76
"Shawn Snider",1981-02-01,"C","Owen Sound Attack",61,21,33,54,0.89,71
"Kyle McAllister",1981-04-07,"C","Owen Sound Attack",68,20,33,53,0.78,74
"Marcel Rodman",1981-09-25,"RW","Peterborough Petes",61,29,24,53,0.87,75
"Brad Yeo",1981-03-18,"RW","Erie Otters",66,23,29,52,0.79,75
"Michael Zigomanis",1981-01-17,"C","Kingston Frontenacs",52,31,21,52,1,68
"Brad Self",1981-02-27,"C","Peterborough Petes",68,14,37,51,0.75,77
"Brad Boyes",1982-04-17,"C","Erie Otters",59,27,23,50,0.85,56
"Joe Guenther",1981-05-04,"RW","Erie Otters",68,25,25,50,0.74,76
"Andrew Ianiero",1981-01-10,"LW","Kingston Frontenacs",66,20,28,48,0.73,75
"Ryan Walsh",1980-01-07,"RW","Toronto St. Michael's Majors",65,18,30,48,0.74,68
"Stephen Weiss",1983-04-03,"C","Plymouth Whalers",62,23,25,48,0.77,55
"Darryl Bootland",1981-11-02,"RW","Toronto St. Michael's Majors",56,22,25,47,0.84,72
"Derek Campbell",1980-04-14,"LW","Kingston Frontenacs",57,18,29,47,0.82,68
"Fedor Fedorov",1981-06-11,"LW","Sudbury Wolves",67,21,26,47,0.7,60
"Jason Jaspers",1981-04-08,"C","Sudbury Wolves",63,23,24,47,0.75,56
"Derek MacKenzie",1981-06-11,"C","Sudbury Wolves",62,27,19,46,0.74,52
"Zenon Konopka",1981-01-02,"C","Ottawa 67's",66,15,30,45,0.68,69
"Aaron Van Leusen",1981-10-28,"RW","Brampton Battalion",68,16,28,44,0.65,68
"Blaine Down",1982-07-16,"LW","Barrie Colts",62,23,21,44,0.71,60
"Brett Clouthier",1981-06-09,"LW","Kingston Frontenacs",68,19,25,44,0.65,77
"Cory Stillman",1983-03-02,"C","Kingston Frontenacs",68,22,22,44,0.65,79
"Igor Valeev",1981-01-09,"LW","North Bay Centennials",62,11,33,44,0.71,56
"Steve Hildenbrand",1981-03-10,"C","Windsor Spitfires",68,15,29,44,0.65,69
"Chad Wiseman",1981-03-25,"RW","Plymouth Whalers",62,15,28,43,0.69,61
"Eric Himelfarb",1983-01-01,"C","Sarnia Sting",49,18,25,43,0.88,57
"Raffi Torres",1981-10-08,"LW","Brampton Battalion",55,19,24,43,0.78,61
"Scott Cameron",1981-04-11,"LW","North Bay Centennials",68,19,24,43,0.63,54
"Charlie Stephens",1981-04-05,"C","Guelph Storm",67,20,22,42,0.63,55
"Jeff Bateman",1981-08-29,"C","Brampton Battalion",53,11,31,42,0.79,71
"Martin St. Pierre",1983-08-11,"C","Guelph Storm",68,12,30,42,0.62,61
"Maxim Rybin",1981-06-15,"C","Sarnia Sting",67,21,21,42,0.63,60
"Shawn Mather",1980-03-11,"C","Windsor Spitfires",68,14,28,42,0.62,57
"Damian Surma",1981-01-22,"LW","Plymouth Whalers",55,19,22,41,0.75,68
"Joel Ward",1980-12-02,"RW","Owen Sound Attack",67,17,24,41,0.61,66
"Joe Talbot",1980-04-23,"C","Ottawa 67's",68,20,20,40,0.59,51
"Miguel Delisle",1982-04-06,"C","Ottawa 67's",61,19,21,40,0.66,56
"Alexander Buturlin",1981-09-03,"RW","Sarnia Sting",57,20,19,39,0.68,60
"Eric Staal",1984-10-29,"C","Peterborough Petes",63,16,23,39,0.62,80
"Kris Newbury",1982-02-19,"C","Sarnia Sting",64,17,22,39,0.61,67
"Brandon Cullen",1981-03-05,"RW","Erie Otters",64,17,21,38,0.59,79
"Frank Lukes",1982-09-25,"RW","Toronto St. Michael's Majors",61,20,18,38,0.62,68
"Mike Henderson",1980-11-22,"RW","Barrie Colts",64,20,18,38,0.59,56
"Mike Nelson",1981-02-23,"C","Erie Otters",61,20,18,38,0.62,60
"Nathan Robinson",1981-12-31,"C","Belleville Bulls",66,15,23,38,0.58,55
"T.J. Warkus",1981-09-09,"RW","Sudbury Wolves",63,16,22,38,0.6,81
"Mike Renzi",1981-07-18,"C","Belleville Bulls",67,20,17,37,0.55,66
"Preston Mizzi",1980-12-22,"C","Plymouth Whalers",66,17,20,37,0.56,62
"Bryan Kazarian",1981-06-30,"C","Owen Sound Attack",68,12,24,36,0.53,82
"Daniel Sisca",1983-06-16,"C","Owen Sound Attack",67,14,22,36,0.54,60
"Stacey Britstone",1980-04-11,"C","Plymouth Whalers",59,16,20,36,0.61,71
