"Name","BD","Pos","Team","GP","EVG","EVA","EVPTS","EVPTS/G","EVPTS%"
"Taylor Hall",1991-11-14,"LW","Windsor Spitfires",19,10,13,23,1.21,66
"Adam Henrique",1990-02-06,"C","Windsor Spitfires",19,15,5,20,1.05,80
"Scott Timmins",1989-09-11,"C","Windsor Spitfires",19,9,9,18,0.95,82
"Jeff Skinner",1992-05-16,"C","Kitchener Rangers",20,11,6,17,0.85,52
"Ryan Ellis",1991-01-03,"D","Windsor Spitfires",19,1,16,17,0.89,52
"Gabriel Landeskog",1992-11-23,"RW","Kitchener Rangers",20,3,13,16,0.8,70
"Chris MacKinnon",1989-07-07,"LW","Kitchener Rangers",20,6,9,15,0.75,56
"Dale Mitchell",1989-04-09,"RW","Windsor Spitfires",19,6,7,13,0.68,76
"Jeremy Morin",1991-04-16,"LW","Kitchener Rangers",20,7,6,13,0.65,62
"Mark Cundari",1990-04-23,"D","Windsor Spitfires",19,1,12,13,0.68,72
"Nazem Kadri",1990-10-06,"C","London Knights",12,4,9,13,1.08,48
"Dan Kelly",1989-05-17,"D","Kitchener Rangers",20,3,9,12,0.6,92
"Jared Knight",1992-01-16,"RW","London Knights",12,8,4,12,1,71
"Jason Akeson",1990-06-03,"RW","Kitchener Rangers",20,7,5,12,0.6,63
"Kyle Clifford",1991-01-13,"LW","Barrie Colts",17,4,8,12,0.71,86
"Phil McRae",1990-03-15,"C","Plymouth Whalers",9,3,9,12,1.33,80
"Alexander Burmistrov",1991-10-21,"C","Barrie Colts",17,5,6,11,0.65,69
"Bryan Cameron",1989-02-25,"RW","Barrie Colts",17,5,6,11,0.65,55
"Daniel Erlich",1991-03-13,"C","London Knights",12,4,7,11,0.92,52
"Matt Kennedy",1989-03-04,"RW","Barrie Colts",17,7,4,11,0.65,73
"AJ Jenks",1990-06-27,"C","Plymouth Whalers",9,4,6,10,1.11,83
"Eric Wellwood",1990-03-06,"LW","Windsor Spitfires",19,4,6,10,0.53,100
"Justin Shugg",1991-12-24,"RW","Windsor Spitfires",18,3,7,10,0.56,67
"Ryan Hayes",1989-06-04,"RW","Plymouth Whalers",9,6,4,10,1.11,71
"T.J. Brodie",1990-06-07,"D","Barrie Colts",17,1,9,10,0.59,67
"Zack Kassian",1991-01-24,"RW","Windsor Spitfires",19,4,6,10,0.53,62
"Anthony Nigro",1990-01-11,"LW","Ottawa 67's",12,5,4,9,0.75,69
"Casey Cizikas",1991-02-27,"C","Mississauga St. Michael's Majors",16,5,4,9,0.56,64
"Luke Pither",1989-04-26,"C","Barrie Colts",17,4,5,9,0.53,45
"Riley Brace",1992-03-07,"LW","Mississauga St. Michael's Majors",16,2,7,9,0.56,75
"Stefan Della Rovere",1990-02-25,"LW","Barrie Colts",17,8,1,9,0.53,100
"Tyler Toffoli",1992-04-24,"RW","Ottawa 67's",12,5,4,9,0.75,69
"Devante Smith-Pelly",1992-06-14,"LW","Mississauga St. Michael's Majors",16,4,4,8,0.5,57
"Greg Nemisz",1990-06-05,"RW","Windsor Spitfires",15,2,6,8,0.53,67
