"Name","BD","Pos","Team","GP","EVG","EVA","EVPTS","EVPTS/G","EVPTS%"
"Wyatt Johnston",2003-05-14,"C","Windsor Spitfires",68,31,47,78,1.15,63
"Rory Kerins",2002-04-12,"C","Soo Greyhounds",67,31,41,72,1.07,61
"Lucas Edmonds",2001-01-27,"RW","Kingston Frontenacs",68,23,46,69,1.01,61
"Luke Evangelista",2002-02-21,"RW","London Knights",62,42,27,69,1.11,62
"Logan Morrison",2002-07-09,"C","Hamilton Bulldogs",60,28,38,66,1.1,66
"Brandon Coe",2001-12-01,"RW","North Bay Battalion",62,26,39,65,1.05,64
"Brennan Othmann",2003-01-05,"LW","Flint Firebirds",66,33,32,65,0.98,67
"Shane Wright",2004-01-05,"C","Kingston Frontenacs",63,23,41,64,1.02,68
"Matthew Maggio",2002-11-25,"RW","Windsor Spitfires",66,28,35,63,0.95,74
"Matvey Petrov",2003-03-12,"LW","North Bay Battalion",63,30,28,58,0.92,64
"Francesco Arcuri",2003-06-13,"LW","Kingston Frontenacs",66,28,29,57,0.86,77
"David Goyette",2004-03-27,"C","Sudbury Wolves",66,27,29,56,0.85,77
"Ryan Humphrey",2003-04-08,"LW","Hamilton Bulldogs",68,23,33,56,0.82,90
"Ty Voit",2003-06-10,"RW","Sarnia Sting",67,19,37,56,0.84,70
"Martin Chromiak",2002-08-20,"LW","Kingston Frontenacs",60,33,22,55,0.92,64
"Mike Petizian",2001-02-20,"LW","Kitchener Rangers",68,25,29,54,0.79,76
"Avery Hayes",2002-10-10,"RW","Hamilton Bulldogs",66,26,27,53,0.8,67
"Jordan Frasca",2001-07-05,"C","Kingston Frontenacs",61,22,31,53,0.87,61
"Mitchell Russell",2001-03-06,"RW","North Bay Battalion",64,25,28,53,0.83,60
"George Diaco",2002-02-14,"LW","Hamilton Bulldogs",68,21,30,51,0.75,73
"Tye Kartye",2001-04-30,"LW","Soo Greyhounds",63,20,31,51,0.81,65
"Amadeus Lombardi",2003-06-05,"C","Flint Firebirds",67,15,35,50,0.75,85
"Antonio Stranges",2002-02-05,"LW","London Knights",60,21,29,50,0.83,60
"Emmett Sproule",2001-03-19,"LW","Peterborough Petes",65,20,30,50,0.77,58
"Ty Tullio",2002-04-05,"RW","Oshawa Generals",65,28,22,50,0.77,58
